DIRECTORATE,PAYMENT DATE,PAYMENT AMOUNT,PAYEE,SUPPLIER NO,ACTIVITY
Children's Services Directorate,02/10/2023, 525.00 ,Yorda Adventures,Invoice,Preventing Accom
Housing & Regeneration Directorate,02/10/2023," 31,021.06 ",MILESTONE CONTRACTING LTD,Invoice,Vacants
Children's Services Directorate,02/10/2023," 2,233.26 ",Prepaid Financial Services (E-,Invoice,APC - Other Cla Services
Housing & Regeneration Directorate,02/10/2023," 1,120.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,120.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023, 910.00 ,REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,190.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,120.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,120.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,120.00 ",REDACTED PERSONAL DATA,Invoice,Major Insurance Reconciliation
Housing & Regeneration Directorate,02/10/2023," 1,323.20 ",Lanigan Estates,Invoice,Service Charges
Housing & Regeneration Directorate,02/10/2023," 3,000.00 ",Satchell Moran Solicitors,Invoice,Legal & Court Fees 
Housing & Regeneration Directorate,02/10/2023," 1,069.19 ",Direct Route,Invoice,General Repairs Non S/C
Resources Directorate,02/10/2023, 845.96 ,REDACTED PERSONAL DATA,Invoice,Personal Account
Resources Directorate,02/10/2023," 2,081.87 ",REDACTED PERSONAL DATA,Invoice,Personal Account
Housing & Regeneration Directorate,02/10/2023," 2,165.86 ",REDACTED PERSONAL DATA,Invoice,Under Occupation Payments
Housing & Regeneration Directorate,02/10/2023, 753.81 ,REDACTED PERSONAL DATA,Invoice,Under Occupation Payments
