Service Unit,Supplier,Dist Amt,Account Name,Period
Balance Sheet,ALT LABS AGENCY LTD,730.77,Asset Clearing,Sep-23
Balance Sheet,ASTUN TECHNOLOGY LTD,2920,Asset Clearing,Sep-23
Balance Sheet,ATOS IT SERVICES UK LTD,850,Asset Clearing,Sep-23
Balance Sheet,ATOS IT SERVICES UK LTD,1140,Asset Clearing,Sep-23
Balance Sheet,ATOS IT SERVICES UK LTD,3018.43,Asset Clearing,Sep-23
Balance Sheet,ATOS IT SERVICES UK LTD,2596.15,Asset Clearing,Sep-23
Balance Sheet,CLEVELAND CARPET SERVICES,950,Asset Clearing,Sep-23
Balance Sheet,CLEVELAND CARPET SERVICES,1400,Asset Clearing,Sep-23
Balance Sheet,CLEVELAND CARPET SERVICES,820,Asset Clearing,Sep-23
Balance Sheet,COOL BREEZE FM LTD,3621.31,Asset Clearing,Sep-23
Balance Sheet,COOL BREEZE FM LTD,3621.31,Asset Clearing,Sep-23
Balance Sheet,COOL BREEZE FM LTD,3621.31,Asset Clearing,Sep-23
Balance Sheet,CORNERS ELECTRICAL LTD,985,Asset Clearing,Sep-23
Balance Sheet,G V DECORATORS,814,Asset Clearing,Sep-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,1718.5,Asset Clearing,Sep-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,2455,Asset Clearing,Sep-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,1473,Asset Clearing,Sep-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,2455,Asset Clearing,Sep-23
Balance Sheet,GRESHAM OFFICE FURNITURE LTD,971.3000000000001,Asset Clearing,Sep-23
Balance Sheet,HARVEY NASH LIMITED,5337.6,Asset Clearing,Sep-23
Balance Sheet,HARVEY NASH LIMITED,2668.8,Asset Clearing,Sep-23
Balance Sheet,HARVEY NASH LIMITED,10000,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,14627.880000000001,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,19248.75,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,46371.520000000004,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,66775.41,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,39216.8,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,5383.08,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,44453.36,Asset Clearing,Sep-23
Balance Sheet,INSIGHT DIRECT (UK) LTD,32576.4,Asset Clearing,Sep-23
Balance Sheet,N&N REMOVALS,610,Asset Clearing,Sep-23
Balance Sheet,NOVATECH LTD,9350,Asset Clearing,Sep-23
Balance Sheet,PCC FOR WEST YORKSHIRE,1375.9,Asset Clearing,Sep-23
Balance Sheet,PHOENIX SOFTWARE LTD,14400,Asset Clearing,Sep-23
Balance Sheet,REDACTED,5000,Asset Clearing,Sep-23
Balance Sheet,REDACTED,6000,Asset Clearing,Sep-23
Balance Sheet,REDACTED,6480,Asset Clearing,Sep-23
Balance Sheet,REDACTED,855.82,Asset Clearing,Sep-23
Balance Sheet,REDACTED,3328.1800000000003,Asset Clearing,Sep-23
Balance Sheet,REDACTED,95040,Asset Clearing,Sep-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Sep-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Sep-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1000,Asset Clearing,Sep-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Sep-23
Balance Sheet,REED SPECIALIST RECRUITMENT LIMITED,1250,Asset Clearing,Sep-23
Balance Sheet,STOCKTON-ON-TEES BOROUGH COUNCIL,656.25,Asset Clearing,Sep-23
Balance Sheet,STOCKTON-ON-TEES BOROUGH COUNCIL,6552,Asset Clearing,Sep-23
Balance Sheet,STOCKTON-ON-TEES BOROUGH COUNCIL,678.38,Asset Clearing,Sep-23
Balance Sheet,ULTIMAT DEFENCE LIMITED,26152,Asset Clearing,Sep-23
Balance Sheet,ULTIMAT DEFENCE LIMITED,520,Asset Clearing,Sep-23
Balance Sheet,VICKERS CONSTRUCTION LTD,7480,Asset Clearing,Sep-23
Business Support,AA BUSINESS SERVICES,650,Vehicle Recovery,Sep-23
Business Support,ABBOTT TOXICOLOGY LTD,1428,Recruitment Expenses,Sep-23
Business Support,ABBOTT TOXICOLOGY LTD,1122,Recruitment Expenses,Sep-23
Business Support,ACS BUSINESS SUPPLIES LTD,513,General Equipment,Sep-23
Business Support,ACTES TRUST T/A ACKLAM GREEN CENTRE,592.79,Development Fund,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,5490,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,3000,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,3000,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,4770,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,11715,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,3150,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,3600,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,8855,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2610,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,3000,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,11220,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2970,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,2400,Private Treatment / Health Initiatives,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,564.02,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,603,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,827.13,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,520.32,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,587.64,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,861.94,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,562.78,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,605.69,Petrol,Sep-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,855.64,Petrol,Sep-23
Business Support,AMPLIVOX LTD,715,Training - Course Fees / Seminars etc - Staff,Sep-23
Business Support,AUTO ELECTRICS (TEESSIDE) LTD,970,Vehicle Repairs & Maintenance - Parts,Sep-23
Business Support,BLANCCO UK LTD,912.6,Information Technology Expenditure - General,Sep-23
Business Support,BOTTOMLINE,515,Professional Fees,45170
Business Support,BT (NEWCASTLE),2918.79,Telephone Charges - Landlines,Sep-23
Business Support,BT PLC (IT SERVICES LTD),1042.42,Telephony Hardware & Support Contract,Sep-23
Business Support,BT PLC (IT SERVICES LTD),780.3000000000001,Telephony Hardware & Support Contract,Sep-23
Business Support,BT PLC (IT SERVICES LTD),4344.71,Telephony Hardware & Support Contract,Sep-23
Business Support,C2C TRAINING LIMITED,743.75,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,CF MOTORING SERVICES LTD,684.48,Insurance - Motor Vehicle,Sep-23
Business Support,CF MOTORING SERVICES LTD,1493.14,Insurance - Motor Vehicle,Sep-23
Business Support,CLEVELAND FIRE AUTHORITY,2212.65,Service Charge,Sep-23
Business Support,COLLEGE OF POLICING,669.76,Recruitment Expenses,Sep-23
Business Support,COLLEGE OF POLICING,20240,Recruitment Expenses,Sep-23
Business Support,COLLEGE OF POLICING,1900,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,COLLEGE OF POLICING,501.8,Training - Course Fees / Seminars etc - Staff,Sep-23
Business Support,COOL BREEZE FM LTD,897.53,Premises - Repairs & Maintenance,Sep-23
Business Support,CORNERS ELECTRICAL LTD,2795,Premises - Planned Maintenance,Sep-23
Business Support,CORNERS ELECTRICAL LTD,655,Premises - Repairs & Maintenance,Sep-23
Business Support,DEPARTMENT FOR WORK & PENSIONS,657,Insurance - Public Liability,Sep-23
Business Support,DEREK SLACK MOTORS LTD,644.88,Vehicle Repairs & Maintenance - Labour,Sep-23
Business Support,DEREK SLACK MOTORS LTD,524.45,Vehicle Repairs & Maintenance - Parts,Sep-23
Business Support,DRS DIRECT LIMITED,2700,Occupational Health Contract,Sep-23
Business Support,DURADIAMOND HEALTHCARE LIMITED,6315.54,Occupational Health Contract,Sep-23
Business Support,DVLA,570,Road Fund Licence,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1653,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1450.06,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1950.47,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,4146.27,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,5625.650000000001,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,714.1800000000001,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,730.97,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1416.01,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,10378.04,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,35629.94,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,7269.7300000000005,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,15955.12,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,54264.66,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,2624.69,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1566.0900000000001,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1576.71,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,9005.86,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,1578.44,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,516.97,Electricity,Sep-23
Business Support,EDF ENERGY CUSTOMERS LTD,534.96,Electricity,Sep-23
Business Support,GEOFFREY ROBINSON LTD,708.95,Premises - Repairs & Maintenance,Sep-23
Business Support,GIBSON ARCHITECTURAL LTD TA STYLE NORTH,760,Premises - Planned Maintenance,Sep-23
Business Support,GOODYEAR TYRES UK LIMITED,11056.02,Tyres,Sep-23
Business Support,GREEN ENDS LTD,3710,Occupational Health Contract,Sep-23
Business Support,GREEN ENDS LTD,4235,Occupational Health Contract,Sep-23
Business Support,GRESHAM OFFICE FURNITURE LTD,1360,Premises - Planned Maintenance,Sep-23
Business Support,HAIGHS LAW FIRM LTD,5000,Professional Fees,Sep-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1634.74,Insurance - Motor Vehicle,Sep-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,510.52000000000004,Insurance - Motor Vehicle,Sep-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,5419,Rates,45170
Business Support,HAYS SPECIALIST RECRUITMENT LTD,7039.4400000000005,Temporary / Contract Staff Costs,Sep-23
Business Support,HEALTH ASSURED LTD,6897.24,Occupational Health Contract,Sep-23
Business Support,HM COURTS,9553,Professional Fees,45170
Business Support,INITIAL WASHROOM SOLUTIONS,840,Drugs & Medical Waste,Sep-23
Business Support,INSIGHT DIRECT (UK) LTD,924.8000000000001,General Vehicle Equipment,Sep-23
Business Support,INSIGHT DIRECT (UK) LTD,12773.720000000001,PSNP Maint. Contract,Sep-23
Business Support,JH MECHANICAL SERVICES LTD,713.29,Premises - Planned Maintenance,Sep-23
Business Support,JH MECHANICAL SERVICES LTD,2880.41,Premises - Repairs & Maintenance,Sep-23
Business Support,KAYS MEDICAL LTD,3586,General Equipment,Sep-23
Business Support,KONSTRUCT NE LTD,529.65,Premises - Grounds Maintenance,Sep-23
Business Support,KONSTRUCT NE LTD,502.90000000000003,Premises - Grounds Maintenance,Sep-23
Business Support,LOOP1 UK,2922,Information Technology Expenditure - General,Sep-23
Business Support,MICHAEL CRIMP PARTNERSHIP,880,Damage to Property,Sep-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,2408.6,Professional Fees,Sep-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,2709.68,Professional Fees,Sep-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,3010.75,Professional Fees,Sep-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,21978,Recruitment Expenses,Sep-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,1843.07,Temporary / Contract Staff Costs,Sep-23
Business Support,MIDDLESBROUGH BOROUGH COUNCIL,65968,Rates,45170
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2886.19,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,1053.25,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,672.42,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Sep-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Sep-23
Business Support,N&N REMOVALS,805,Premises - Repairs & Maintenance,Sep-23
Business Support,NEOLOGY UK LTD,777.9,ANPR Systems,Sep-23
Business Support,NORTH EAST REGIONAL EMPLOYERS ORG,750,Recruitment Expenses,Sep-23
Business Support,NORTH OF ENGLAND ESTATES T/A THE MORRITT,1341.45,Development Fund,Sep-23
Business Support,NORTH WEST POLICE BENEVOLENT FUND,1750,Refreshments / Hospitality,Sep-23
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,1080,Private Treatment / Health Initiatives,Sep-23
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,1720,Private Treatment / Health Initiatives,Sep-23
Business Support,PHOENIX SOFTWARE LTD,37620,Cireson CRM,Sep-23
Business Support,PHOENIX SOFTWARE LTD,2237.76,Enterprise Microsoft Licences,Sep-23
Business Support,PHOENIX SOFTWARE LTD,143079.84,Enterprise Microsoft Licences,Sep-23
Business Support,PHOENIX SOFTWARE LTD,4024.8,Enterprise Microsoft Licences,Sep-23
Business Support,PHOENIX SOFTWARE LTD,44970.29,Experian,Sep-23
Business Support,PHOENIX SOFTWARE LTD,4636,Information Technology Expenditure - General,Sep-23
Business Support,PHOENIX SOFTWARE LTD,3768.03,Maintenance Agreements - General,Sep-23
Business Support,PLEXUS LAW,4717.25,Professional Fees,Sep-23
Business Support,POLICE SUPERINTENDENTS ASSOCIATION LTD,1390,Superintendents Association,Sep-23
Business Support,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),9350,Management Fees,Sep-23
Business Support,QUADIENT FINANCE UK LIMITED,3000,Postage Costs,45170
Business Support,RED SNAPPER RECRUITMENT LTD,2773.98,Temporary / Contract Staff Costs,Sep-23
Business Support,REDACTED,1300,Insurance - Public Liability,Sep-23
Business Support,REDACTED,1200,Insurance - Public Liability,Sep-23
Business Support,REDACTED,825,Professional Fees,Sep-23
Business Support,REDACTED,650,Professional Fees,Sep-23
Business Support,REDACTED,4633.6,Professional Fees,Sep-23
Business Support,REDACTED,1087.5,Professional Fees,Sep-23
Business Support,REDACTED,1050,Professional Fees,Sep-23
Business Support,REDACTED,825,Professional Fees,Sep-23
Business Support,REDACTED,1200,Insurance - Public Liability,Sep-23
Business Support,REDACTED,3500,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,REDACTED,790,Damage to Property,Sep-23
Business Support,REDACTED,1000,Professional Fees,Sep-23
Business Support,REDACTED,750,Professional Fees,Sep-23
Business Support,REDACTED,1500,Professional Fees,Sep-23
Business Support,REDACTED,500,Training - Course Fees / Seminars etc - Staff,Sep-23
Business Support,REDACTED,1709.71,Service Charge,Sep-23
Business Support,REDACTED,550,Damage to Property,Sep-23
Business Support,REDACTED,3375,Professional Fees,Sep-23
Business Support,REDACTED,3771.62,Professional Fees,Sep-23
Business Support,REDACTED,1120,Professional Fees,Sep-23
Business Support,REDACTED,35846,General Equipment,45170
Business Support,REDCAR BOROUGH COUNCIL,21225,Rates,45170
Business Support,RICHARDSONS SHELVING,650,Premises - Planned Maintenance,Sep-23
Business Support,RICHARDSONS SHELVING,1950,Premises - Planned Maintenance,Sep-23
Business Support,ROSEBERRY NEWHOUSE,925,Rent,45170
Business Support,RSG ENGINEERING,4124.63,Black Box,Sep-23
Business Support,SCOT GROUP LTD T/A THRIFTY CAR & VAN RENTAL,637.84,Vehicle Hire,Sep-23
Business Support,SMARTSURVEY LTD,2625,Maintenance Agreements - General,Sep-23
Business Support,SOPRA STERIA LTD,133891.13,Information Technology Expenditure - General,Sep-23
Business Support,STOCKTON BOROUGH COUNCIL,39681,Rates,45170
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,2648.7000000000003,Premises - Planned Maintenance,Sep-23
Business Support,STOCKTON-ON-TEES BOROUGH COUNCIL,4316.49,Premises - Planned Maintenance,Sep-23
Business Support,SUEZ RECYCLING AND RECOVERY LTD,522.37,Trade Refuse,Sep-23
Business Support,SUSAN E BRADBURY LTD,11250,Insurance - Public Liability,Sep-23
Business Support,SWAINSTON WINDOWS LTD,1907,Premises - Repairs & Maintenance,Sep-23
Business Support,THE ATACC GROUP LTD,1600,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,THE ATACC GROUP LTD,1600,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,THE ATACC GROUP LTD,800,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,THE ATACC GROUP LTD,800,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,THE FLASH CENTRE LIMITED,1171.74,General Equipment,Sep-23
Business Support,THINK DIFFERENT EVENTS LTD,1238,Training - Accommodation / Travel Costs - Police,Sep-23
Business Support,THRIIVER LTD,640,General Equipment,Sep-23
Business Support,THRIIVER LTD,640,General Equipment,Sep-23
Business Support,THRIIVER LTD,640,General Equipment,Sep-23
Business Support,THRIIVER LTD,560,General Equipment,Sep-23
Business Support,TILLY BAILEY AND IRVINE (STOCKTON),10046.86,Insurance - Public Liability,Sep-23
Business Support,TLT SOLICITORS LLP,777,Professional Fees,Sep-23
Business Support,TRAVEL PERK UK IRL LTD,639.17,Subsistence,Sep-23
Business Support,TRAVEL PERK UK IRL LTD,517.0600000000001,Training - Course Fees / Seminars etc - Staff,Sep-23
Business Support,TS18 LTD,680,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,TS18 LTD,1020,Training - Course Fees / Seminars etc - Police,Sep-23
Business Support,UNIVERSITY OF TEESSIDE,6017.93,Recruitment Expenses,Sep-23
Business Support,UNIVERSITY OF TEESSIDE,4715.93,Recruitment Expenses,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,1280,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,700,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,1800,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,600,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,530,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,1280,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,1100,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,650,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,900,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,730,Premises - Planned Maintenance,Sep-23
Business Support,VICKERS CONSTRUCTION LTD,580,Premises - Repairs & Maintenance,Sep-23
Business Support,VITAL POWER LTD,1125,Premises - Planned Maintenance,Sep-23
Business Support,VITAL POWER LTD,615,Premises - Planned Maintenance,Sep-23
Business Support,VODAFONE,1776,PNN2 / PNN3 Connection,Sep-23
Business Support,VODAFONE,555.5,PNN2 / PNN3 Connection,Sep-23
Business Support,VODAFONE,656.25,PNN2 / PNN3 Connection,Sep-23
Business Support,VODAFONE,776,PNN2 / PNN3 Connection,Sep-23
Business Support,VODAFONE,1982,PNN2 / PNN3 Connection,Sep-23
Business Support,WATSON WOODHOUSE SOLICITORS CLIENT ACCOUNT,10725,Insurance - Public Liability,Sep-23
Central Costs,CARE & CUSTODY (HEALTH) LTD,64881.18,Medical Custody Services,Sep-23
Central Costs,CATH BROWN CONSULTANCY LTD,850,Project Costs,Sep-23
Central Costs,CF MOTORING SERVICES LTD,1516.6100000000001,Insurance - Motor Vehicle,Sep-23
Central Costs,CRAWFORD & COMPANY ADJUSTERS (UK) LIMITED,8870,Insurance - Public Liability,Sep-23
Central Costs,CRAWFORD & COMPANY ADJUSTERS (UK) LIMITED,32252,Insurance - Public Liability,Sep-23
Central Costs,DURHAM CONSTABULARY,32937.840000000004,NE Fingerprint Bureau Automatic Fingerprint Recognition (NEFB AFR),Sep-23
Central Costs,HARTLEPOOL BOROUGH COUNCIL,24966,Project Costs,Sep-23
Central Costs,HOME OFFICE,11342.18,Prisons Recalls & Licences,Sep-23
Central Costs,IRAF SPYDER 4 ,63000,Rent,45170
Central Costs,MEHLER VARIO SYSTEM GMBH,10057.2,Project Costs,Sep-23
Central Costs,MEHLER VARIO SYSTEM GMBH,1830,Project Costs,Sep-23
Central Costs,NATIONAL WESTMINSTER BANK,1235.67,Bank Charges,45170
Central Costs,PCC FOR DORSET,1112,General Contributions,Sep-23
Central Costs,PCC FOR WEST YORKSHIRE,159240,National Police Air Service (NPAS),Sep-23
Central Costs,PFOA TRAINING SERVICES,14244.2,Training - Course Fees / Seminars etc - Police,Sep-23
Central Costs,POLICE CRIME PREVENTION INITIATIVES LTD,135455,Project Costs,Sep-23
Central Costs,POLICE CRIME PREVENTION INITIATIVES LTD,42229.5,Project Costs,Sep-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),5790,Injury Pensions,Sep-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),500,Project Costs,Sep-23
Central Costs,PS ADMINISTRATION LTD (T/A XPS ADMINISTRATION),1837,Project Costs,Sep-23
Central Costs,RESTORE STORAGE GROUP (BRUNSWICK),773.4300000000001,External Storage Charges,Sep-23
Central Costs,TEESSIDE PENSION FUND (MOUCHEL),2081.25,Added Years / Early Retirement Costs - Police,Sep-23
Collaborations & Regional Units,BT (NEWCASTLE),581.7,Telephone Charges - Landlines,Sep-23
Crime & Justice Command,ACTES TRUST T/A ACKLAM GREEN CENTRE,618.83,Subsistence,Sep-23
Crime & Justice Command,ALLSTAR BUSINESS SOLUTIONS,591.82,Petrol,Sep-23
Crime & Justice Command,AMAZON PAYMENTS UK LIMITED,825,General Equipment,Sep-23
Crime & Justice Command,AUDIO VIDEO FORENSICS,1440,Professional Fees,Sep-23
Crime & Justice Command,BT (NEWCASTLE),651.7,Telephone Charges - Landlines,Sep-23
Crime & Justice Command,CJS EVENT SOLUTIONS LTD,550,Training - Course Fees / Seminars etc - Police,Sep-23
Crime & Justice Command,COLLEGE OF POLICING,1786,Training - Course Fees / Seminars etc - Police,Sep-23
Crime & Justice Command,COLLEGE OF POLICING,4091.5,Training - Course Fees / Seminars etc - Police,Sep-23
Crime & Justice Command,EXPERIAN LTD,1744.51,Professional Fees,Sep-23
Crime & Justice Command,GMCA GMP,1375,Training - Course Fees / Seminars etc - Police,Sep-23
Crime & Justice Command,HOME OFFICE,618,Maintenance Agreements - General,Sep-23
Crime & Justice Command,HOME OFFICE,618,Maintenance Agreements - General,Sep-23
Crime & Justice Command,HOME OFFICE,30783.010000000002,SPOC Charges,Sep-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,554.95,Forensic Telecommunications Charges,Sep-23
Crime & Justice Command,INSIGHT DIRECT (UK) LTD,2177.78,General Equipment,Sep-23
Crime & Justice Command,MARTA COHEN LTD,1500,Pathologists,Sep-23
Crime & Justice Command,MARTEK DRONES LTD T/A COPTRZ,4441,Training - Course Fees / Seminars etc - Police,Sep-23
Crime & Justice Command,NORTH ENGLAND LABORATORY SUPPLIES LTD,655,Scientific Support Materials & Equipment,Sep-23
Crime & Justice Command,PHOENIX SOFTWARE LTD,28785,Maintenance Agreements - General,Sep-23
Crime & Justice Command,PHOENIX SOFTWARE LTD,11514,Maintenance Agreements - General,Sep-23
Crime & Justice Command,PHOENIX SOFTWARE LTD,28785,Maintenance Agreements - General,Sep-23
