Service Unit,Supplier,Dist Amt,Account Name,Period
Balance Sheet,3D LOCKERS,7743.6,Asset Clearing,Apr-23
Balance Sheet,ABSASS LTD,1000.66,Asset Clearing,Apr-23
Balance Sheet,BOXXE LIMITED,1990,Asset Clearing,Apr-23
Balance Sheet,DELL CORPORATION LTD,1384.04,Asset Clearing,Apr-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,1964,Asset Clearing,Apr-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,1964,Asset Clearing,Apr-23
Balance Sheet,GREENWICH CONTRACTS LIMITED,2455,Asset Clearing,Apr-23
Balance Sheet,GRESHAM OFFICE FURNITURE LTD,1397.7,Asset Clearing,Apr-23
Balance Sheet,HARVEY NASH LIMITED,984.4,Asset Clearing,Apr-23
Balance Sheet,HARVEY NASH LIMITED,4922,Asset Clearing,Apr-23
Balance Sheet,LEXIS NEXIS UK,1395,Asset Clearing,Apr-23
Balance Sheet,MARTEK DRONES LTD T/A COPTRZ,4500,Asset Clearing,Apr-23
Balance Sheet,N T SWEETING ROOFING CONTRACTORS LTD,910,Asset Clearing,Apr-23
Balance Sheet,N&N REMOVALS,505,Asset Clearing,Apr-23
Balance Sheet,NEOLOGY UK LTD,33208,Asset Clearing,Apr-23
Balance Sheet,PCC FOR WEST YORKSHIRE,6244.49,Asset Clearing,Apr-23
Balance Sheet,REDACTED,730.77,Asset Clearing,Apr-23
Balance Sheet,REDACTED,799,Asset Clearing,Apr-23
Balance Sheet,STERON LOCKSMITHS LTD,876.8000000000001,Asset Clearing,Apr-23
Balance Sheet,STOCKTON-ON-TEES BOROUGH COUNCIL,7445.55,Asset Clearing,Apr-23
Balance Sheet,VOLVO CARS (UK) LTD,27976.89,Asset Clearing,Apr-23
Business Support,ABSASS LTD,1256.57,Premises - Planned Maintenance,Apr-23
Business Support,ABSASS LTD,1245.66,Premises - Planned Maintenance,Apr-23
Business Support,ABSASS LTD,1245.66,Premises - Planned Maintenance,Apr-23
Business Support,ABSASS LTD,1245.66,Premises - Planned Maintenance,Apr-23
Business Support,ABSASS LTD,1000.66,Premises - Repairs & Maintenance,Apr-23
Business Support,ABSASS LTD,532.72,Premises - Repairs & Maintenance,Apr-23
Business Support,AGNE LTD (ALPHAGRAPHICS),6000,Professional Fees,Apr-23
Business Support,ALLIANCE PSYCHOLOGICAL SERVICES,8800,Private Treatment / Health Initiatives,Apr-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,554,Petrol,Apr-23
Business Support,ALLSTAR BUSINESS SOLUTIONS,650.83,Petrol,Apr-23
Business Support,AUTO ELECTRICS (TEESSIDE) LTD,2768.79,Vehicle Repairs & Maintenance - Parts,Apr-23
Business Support,AUTO ELECTRICS (TEESSIDE) LTD,714,Vehicle Repairs & Maintenance - Parts,Apr-23
Business Support,AVOIRA LIMITED,869.85,General Equipment,Apr-23
Business Support,AWAAZ PROJECT CIC,650,Training - Course Fees / Seminars etc - Police,Apr-23
Business Support,BT (NEWCASTLE),1524.21,Telephone Charges - Landlines,Apr-23
Business Support,BT (NEWCASTLE),2848.79,Telephone Charges - Landlines,Apr-23
Business Support,BT GLOBAL SERVICES SOLUTIONS,32785.22,Telephone Charges - Landlines,Apr-23
Business Support,BT PLC (IT SERVICES LTD),1042.38,Telephony Hardware & Support Contract,Apr-23
Business Support,BT PLC (IT SERVICES LTD),780.3000000000001,Telephony Hardware & Support Contract,Apr-23
Business Support,BT PLC (IT SERVICES LTD),4344.75,Telephony Hardware & Support Contract,Apr-23
Business Support,C2C TRAINING LIMITED,850,Training - Course Fees / Seminars etc - Police,Apr-23
Business Support,CF MOTORING SERVICES LTD,1250,Vehicle Repairs & Maintenance - Parts,Apr-23
Business Support,CLYDE AND CO CLAIMS LLP - CLIENT ACCOUNT,10000,Insurance - Public Liability,Apr-23
Business Support,COLLEGE OF POLICING,600.66,General Equipment,Apr-23
Business Support,CORNERS ELECTRICAL LTD,500,Premises - Planned Maintenance,Apr-23
Business Support,CORONA ENERGY,1625.3500000000001,Gas,Apr-23
Business Support,CORONA ENERGY,5252.99,Gas,Apr-23
Business Support,CORONA ENERGY,5564.47,Gas,Apr-23
Business Support,CORONA ENERGY,704.23,Gas,Apr-23
Business Support,CORONA ENERGY,3503.26,Gas,Apr-23
Business Support,CORONA ENERGY,798.34,Gas,Apr-23
Business Support,CORONA ENERGY,876.1700000000001,Gas,Apr-23
Business Support,CORONA ENERGY,3552.28,Gas,Apr-23
Business Support,CORONA ENERGY,14159.32,Gas,Apr-23
Business Support,CORONA ENERGY,2511.91,Gas,Apr-23
Business Support,CORONA ENERGY,1377.84,Gas,Apr-23
Business Support,CORONA ENERGY,1020.12,Gas,Apr-23
Business Support,DRS DIRECT LIMITED,4050,Occupational Health Contract,Apr-23
Business Support,DRS DIRECT LIMITED,4050,Occupational Health Contract,Apr-23
Business Support,DURHAM GRAPHICS,903,General Vehicle Equipment,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,2010.14,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,1717.9,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,47101.12,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,30188.06,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,13762.95,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,8060.42,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,6461.27,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,3692.1,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,9038.41,Electricity,Apr-23
Business Support,EDF ENERGY CUSTOMERS LTD,1800.77,Electricity,Apr-23
Business Support,EE LTD,10737.710000000001,Telephone Charges - Mobile,Apr-23
Business Support,EE LTD,1667.06,Telephone Charges - Mobile,Apr-23
Business Support,EE LTD,10807.07,Telephone Charges - Mobile,Apr-23
Business Support,EE LTD,1667,Telephone Charges - Mobile,Apr-23
Business Support,ENGLISH UNLOCKED,5000,Equality Diversion & Inclusion,Apr-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,7266.34,Electricity,Apr-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,7553.87,Electricity,Apr-23
Business Support,FISHER GERMAN PROPERTY MANAGEMENT LLP,6161.03,Service Charge,Apr-23
Business Support,FORCES RESETTLEMENT SERVICES CIC,700,Professional Fees,Apr-23
Business Support,G V DECORATORS,2800,Premises - Planned Maintenance,Apr-23
Business Support,GEOFFREY ROBINSON LTD,708.95,Premises - Repairs & Maintenance,Apr-23
Business Support,GOODYEAR TYRES UK LIMITED,11307.45,Tyres,Apr-23
Business Support,GOWLING WLG (UK) LLP,875,Professional Fees,Apr-23
Business Support,GREENHAM TRADING LTD,500.40000000000003,Cleaning Materials & Equipment,Apr-23
Business Support,HANLEYS MOTOR BODY REPAIRS LTD,1212.5,Insurance - Motor Vehicle,Apr-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,6087,Professional Fees,Apr-23
Business Support,HARTLEPOOL BOROUGH COUNCIL,5415,Rates,45017
Business Support,HBC (DIRECT DEBIT),65024,Rates,Apr-23
Business Support,HEALTHWORK,22915,Occupational Health Contract,Apr-23
Business Support,HM COURTS,5195,Professional Fees,45017
Business Support,MBC (DIRECT DEBIT),13223.5,Rates,Apr-23
Business Support,MBC (DIRECT DEBIT),9106.75,Rates,Apr-23
Business Support,MBC (DIRECT DEBIT),432640,Rates,Apr-23
Business Support,MBC (DIRECT DEBIT),4663.16,Rates,Apr-23
Business Support,MBC (DIRECT DEBIT),10728.5,Rates,Apr-23
Business Support,MBC (DIRECT DEBIT),134400,Rates,Apr-23
Business Support,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,8988.49,Temporary / Contract Staff Costs,Apr-23
Business Support,MIDDLESBROUGH BOROUGH COUNCIL,60215.91,Rates,45017
Business Support,MIDDLESBROUGH FOOTBALL CLUB,2508.9,Development Fund,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,651.67,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,8344.92,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,797.25,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4811.17,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.17,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,672.42,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,503.42,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,603.92,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2427.58,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,4654.08,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,958.9200000000001,Contract Cleaning,Apr-23
Business Support,MITIE CLEANING & ENVIRONMENTAL SERVICES LTD,2654.17,Contract Cleaning,Apr-23
Business Support,NCC SERVICES LIMITED,695,Information Technology Expenditure - General,Apr-23
Business Support,NCEC (RICARDO AEA LTD),6470,Information Technology Expenditure - General,Apr-23
Business Support,NEOLOGY UK LTD,7779,ANPR Systems,Apr-23
Business Support,NEOLOGY UK LTD,4667.400000000001,ANPR Systems,Apr-23
Business Support,NETCALL TECHNOLOGY LTD,17352,Intelligent Call Handling,Apr-23
Business Support,NETCALL TECHNOLOGY LTD,3500,Intelligent Call Handling,Apr-23
Business Support,NORTH EAST REGIONAL EMPLOYERS ORG,8891.5,Development Fund,Apr-23
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,1620,Private Treatment / Health Initiatives,Apr-23
Business Support,NTA PSYCHOLOGICAL SCREENING LTD,1170,Private Treatment / Health Initiatives,Apr-23
Business Support,OPCC FOR SOUTH YORKSHIRE,500,Professional Fees,Apr-23
Business Support,PHOENIX SOFTWARE LTD,4102,Enterprise Microsoft Licences,Apr-23
Business Support,PHOENIX SOFTWARE LTD,7875.84,Enterprise Microsoft Licences,Apr-23
Business Support,PHOENIX SOFTWARE LTD,8943.6,National Enabling Pilot,Apr-23
Business Support,PLEXUS LAW,2431,Insurance - Public Liability,Apr-23
Business Support,POLICE AND CRIME COMMISSIONER NORTHUMBRIA,3500.4700000000003,Airwaves Radio Repairs,Apr-23
Business Support,POLICE DIGITAL SERVICE,17945.64,Application Upgrades,Apr-23
Business Support,POLICE DIGITAL SERVICE,22884.53,I2 Analytics,Apr-23
Business Support,POLICE DIGITAL SERVICE,123049,National Enabling Pilot,Apr-23
Business Support,POLICE DIGITAL SERVICE,185135.97,VM Ware,Apr-23
Business Support,POLICE FEDERATION OF ENGLAND AND WALES,863.07,Professional Fees,Apr-23
Business Support,PORTLAND ESTATES MANAGEMENT LTD,6960,Rent / Lease,Apr-23
Business Support,PORTLAND ESTATES MANAGEMENT LTD,1410.01,Rent / Lease,Apr-23
Business Support,QA TRAINING LIMITED,5943,Training - Course Fees / Seminars etc - Police,Apr-23
