Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,01/09/2023,1600717475,179911.62,29985.27,149926.35,A Copeland Group Ltd,Capital Expenditure,Works & Building
Salford City Council,01/09/2023,1600717178,11400,1900,9500,Buymemedia,People (Childrens) Service Group,Marketing & Publicity
Salford City Council,01/09/2023,6003765169,13858.06,0,13858.06,Care Direct Salford Ltd,People (Adults) - CHSC,Day Care
Salford City Council,01/09/2023,1600717169,12420,2070,10350,Civica Uk Ltd,Service Reform (Corp Bus & Transform),Computer Software (no annual fee)
Salford City Council,01/09/2023,1600717461,688.32,114.72,573.6,Cuckoo Design Ltd,Place Directorate,Marketing & Publicity
Salford City Council,01/09/2023,1600717454,4254.36,709.06,3545.3,E File Uk Limited,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,01/09/2023,1600717476,504,84,420,Enviro Technology Services Plc,Place Directorate,Sampling
Salford City Council,01/09/2023,1600717174,12098.59,2016.43,10082.16,Exclusec Group Ltd,Place Directorate,Contractors
Salford City Council,01/09/2023,1600717480,4566.24,761.04,3805.2,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717483,4874.28,812.38,4061.9,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717489,5327.28,887.88,4439.4,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717486,5580.96,930.16,4650.8,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717479,8308.68,1384.78,6923.9,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717478,8651.74,1441.96,7209.78,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717484,8673.52,1445.59,7227.93,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717482,8933.78,1488.96,7444.82,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717488,9012.16,1502.03,7510.13,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717481,9763.02,1627.17,8135.85,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717485,10296.85,1716.14,8580.71,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717487,10470.49,1745.08,8725.41,Exclusec Group Ltd,Service Reform (Corp Bus & Transform),Security Services
Salford City Council,01/09/2023,1600717472,630.28,0,630.28,Fairfield Care Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/09/2023,601501385,1188,198,990,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,01/09/2023,601501379,10860,1810,9050,Jep Youth Engagement Ltd,People (Childrens) Service Group,Payments to Agencies
