Body Name,Body,Directorate,Service Area,Sub-Service Area,Sub-description,Payment Date,Sub Amount,Invoice Amount,Supplier Name
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,648.00,648.00,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,648.00,648.00,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,522.68,522.68,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,250.32,250.32,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,274.16,274.16,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,325.22,325.22,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,470.41,470.41,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,487.83,487.83,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,813.05,813.05,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,870.16,870.16,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,"2,036.16","2,036.16",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,929.20,929.20,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,"1,660.95","1,660.95",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46137-Reablement,21/06/2023,327.24,327.24,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,371.68,371.68,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,775.68,775.68,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,727.20,727.20,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,378.00,378.00,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,549.15,549.15,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,589.05,589.05,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,654.50,654.50,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,327.25,327.25,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,523.60,523.60,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,"1,178.10","1,178.10",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,261.80,261.80,1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46121-External Day Services,21/06/2023,"1,178.10","1,178.10",1 OAK HOME CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46121-External Day Services,21/06/2023,392.70,392.70,1 OAK HOME CARE
,,CORPORATE SERVICES,S4_UF-Locality Budgets,S5_UF-Locality Budgets,38403-Grants paid from Locality Budgets,16/06/2023,"2,000.00","2,000.00",1ST HALESWORTH SCOUT GROUP
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46128-Non Staff - Education & Training,13/06/2023,"4,950.00","5,940.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,13/06/2023,"5,250.00","6,300.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,13/06/2023,"3,750.00","4,500.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,22/06/2023,"17,325.00","20,790.00",1ST STAFF
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46133-Residential School,22/06/2023,675.00,810.00,1ST STAFF
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,35303-Professional Fees,21/06/2023,"12,699.00","15,238.80",31TEN CONSULTING LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,35303-Professional Fees,27/06/2023,"24,651.00","29,581.20",31TEN CONSULTING LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,27/06/2023,"4,263.80","4,263.80",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,27/06/2023,"1,946.56","1,946.56",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,27/06/2023,"4,263.80","4,263.80",3HA LTD
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46117-External Home Care,27/06/2023,796.32,796.32,3HA LTD
,,CYP,S4_BC-Directorate Teams & Central Support,S5_BCC-QUEP,01300-Training,20/06/2023,370.00,444.00,3SPIRIT UK
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36809-Software Licences Renewals - Under 1 year,28/06/2023,"15,121.70","18,146.04",8X8 UK LTD
,,CORPORATE SERVICES,S4_RA-Assets and Investment,S5_RAC-Corporate Property,35303-Professional Fees,28/06/2023,450.00,540.00,A & B SURVEYS
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46117-External Home Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,"6,000.00","6,000.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,578.61,578.61,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,"2,700.00","2,700.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"1,901.76","1,901.76",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,280.92,280.92,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,702.34,702.34,A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46125-Homecare Live in Care,21/06/2023,"2,949.78","2,949.78",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,21/06/2023,"4,364.72","4,364.72",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46125-Homecare Live in Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAG-West Care Purchasing,46117-External Home Care,21/06/2023,"2,436.44","2,436.44",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"-2,949.78","-2,949.78",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"3,197.85","3,197.85",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"4,263.40","4,263.40",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"3,100.00","3,100.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"3,100.00","3,100.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46125-Homecare Live in Care,21/06/2023,"4,263.80","4,263.80",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"1,200.00","1,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46125-Homecare Live in Care,21/06/2023,"7,200.00","7,200.00",A CLASS CARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,13/06/2023,841.28,841.28,REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,26/06/2023,"4,989.60","4,989.60",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46116-Supported Housing,26/06/2023,"8,358.00","8,358.00",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,26/06/2023,364.31,364.31,A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,26/06/2023,"-1,527.68","-1,527.68",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,26/06/2023,"-1,111.04","-1,111.04",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,26/06/2023,"1,500.10","1,500.10",A&A HEALTHCARE SERVICES LTD
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46117-External Home Care,26/06/2023,342.88,342.88,A&A HEALTHCARE SERVICES LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE","S4_GE-Housing, Growth, Planning and Suffolk Archives",S5_GEI-Economic Development and Archives,23300-Equipment - Operational Leases,28/06/2023,732.77,879.32,A&S COACHWORKS LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE","S4_GE-Housing, Growth, Planning and Suffolk Archives",S5_GEI-Economic Development and Archives,31100-Equipment Purchase - Under 1 year,29/06/2023,732.77,879.32,A&S COACHWORKS LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"2,940.00","2,940.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,420.00,420.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,630.00,630.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,840.00,840.00,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"1,260.00","1,260.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"1,680.00","1,680.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,"5,040.00","5,040.00",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,650.44,650.44,A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,357.44","1,357.44",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,381.68","1,381.68",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"3,096.80","3,096.80",A1 CARE IPSWICH
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"3,337.60","3,337.60",A1 CARE IPSWICH
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,01/06/2023,620.00,864.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,12/06/2023,200.00,528.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,13/06/2023,798.50,"1,078.20",A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,23/06/2023,625.00,750.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,01/06/2023,100.00,864.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,12/06/2023,100.00,528.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24202-Family Contact Travel Expenses,13/06/2023,100.00,"1,078.20",A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,15/06/2023,285.60,342.72,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,27/06/2023,367.20,440.64,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,23101-Passenger Transport Hire,30/06/2023,285.60,342.72,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BD-Childrens Social Care and Youth Justice,S5_BDC-Social Care,24200-Non-Staff Travel Expenses,08/06/2023,326.40,391.68,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BH-Education & Learning,S5_BHA-Organisational Support,24200-Non-Staff Travel Expenses,12/06/2023,140.00,528.00,A1 CARS (SUFFOLK) LTD
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GD-Passenger Transport,S5_GDC-Travel Services,23101-Passenger Transport Hire,22/06/2023,773.00,773.00,A1 CARS (SUFFOLK) LTD
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,49104-Early Years Provision,02/06/2023,750.00,750.00,A1 FUN CLUB
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31103-Equipment Repairs & Maintenance,08/06/2023,237.69,285.23,A1 PRESSURE WASHERS LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,21201-Plant & Vehicle - Repairs & Maintenance,14/06/2023,335.20,402.24,A1 SUPPLIES LTD
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31116-Equipment Purchase - Firefighting,08/06/2023,"1,599.00","1,918.80",A1 SUPPLIES LTD
,,CYP,S4_BC-Directorate Teams & Central Support,S5_BCB-Business Support,24108-Staff Travel Expenses - Taxi,12/06/2023,370.00,370.00,A2B TRAVEL
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,50001-Direct Payments,13/06/2023,397.16,397.16,REDACTED PERSONAL DATA
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46111-Residential Care Exceptional Rate,13/06/2023,"2,880.00","2,880.00",AARON HOUSE
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GH-Transport Strategy,S5_GHC-Strategic Transport,23101-Passenger Transport Hire,19/06/2023,"2,758.80","2,758.80",AARON TAFFERA
,,FIRE AND PUBLIC SAFETY,S4_FA-Suffolk Fire and Rescue Service,S5_FAD-Support Services,31116-Equipment Purchase - Firefighting,19/06/2023,"1,856.75","2,228.10",ABARIS INTERNATIONAL LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46105-Nursing Care Exceptional Rate,13/06/2023,"2,441.28","2,441.28",ABBEY HEALTHCARE LTD
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,83684-Charges - Nursing Special Needs,13/06/2023,-428.60,-428.60,ABBEY HEALTHCARE LTD
,,PUBLIC HEALTH & COMMUNITIES,"S4_PQ-Infrastructure, Health Behaviours, Mental Health and Children and Families","S5_PQA-Infrastructure, Health Behaviours, Mental Health and Children and Families (Public Health Grant Funded)",31303-Medical Supplies & Services,16/06/2023,870.00,"1,044.00",ABBEYCROFT LEISURE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,13100-Rent Payments - Property,06/06/2023,"1,149.25","1,149.25",ABBEYFIELD ORWELL EXTRA CARE SOCIETY LTD
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,49104-Early Years Provision,02/06/2023,"5,949.90","5,949.90",ABC CHILDCARE LTD (IPSWICH)
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,02/06/2023,352.25,352.25,ABELLIO GREATER ANGLIA
,,"GROWTH, HIGHWAYS AND INFRASTRUCTURE",S4_GI-Waste and Environment,S5_GIB-Environment Strategy,23101-Passenger Transport Hire,05/06/2023,458.55,458.55,ABELLIO GREATER ANGLIA
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,46128-Non Staff - Education & Training,02/06/2023,"1,877.80","1,877.80",REDACTED PERSONAL DATA
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,50001-Direct Payments,23/06/2023,400.00,400.00,REDACTED PERSONAL DATA
,,ACS,S4_AB-Area Social Work Teams,S5_ABB-Ips & East Operational Teams,01300-Training,01/06/2023,245.00,294.00,ABILITY SMART LTD
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,31118-Special Equipment Purchase - For Customers,14/06/2023,836.00,836.00,ABILITY WORLD LTD
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,647.45","1,647.45",ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,480.00,480.00,ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,840.00,840.00,ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,080.20","1,080.20",ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,325.22,325.22,ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,300.88","1,300.88",ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,463.49","1,463.49",ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,951.32","1,951.32",ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46120-Homecare Exceptional Rate,21/06/2023,298.00,298.00,ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,21/06/2023,464.60,464.60,ABOUT CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,463.49","1,463.49",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,290.38,290.38,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,743.36,743.36,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,975.66,975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,650.44,650.44,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,813.05,813.05,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,813.05,813.05,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,975.66,975.66,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,149.89","1,149.89",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,463.49","1,463.49",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"1,974.55","1,974.55",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"2,601.76","2,601.76",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,"2,926.98","2,926.98",ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46117-External Home Care,21/06/2023,557.52,557.52,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,21/06/2023,-300.02,-300.02,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,21/06/2023,-300.02,-300.02,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAC-Ips & East Care Purchasing,46137-Reablement,21/06/2023,-278.59,-278.59,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,21/06/2023,371.68,371.68,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,21/06/2023,511.06,511.06,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAD-LD Care Purchasing,46117-External Home Care,21/06/2023,743.36,743.36,ABOVE AND BEYOND CARE
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46117-External Home Care,21/06/2023,650.44,650.44,ABOVE AND BEYOND CARE
,,CYP,S4_BA-Inclusion,S5_BAC-Specialist Education Services,46128-Non Staff - Education & Training,27/06/2023,"3,192.00","3,830.40",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAA-SEND Services,46128-Non Staff - Education & Training,13/06/2023,"3,346.00","4,015.20",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAA-SEND Services,46128-Non Staff - Education & Training,27/06/2023,"2,688.00","3,225.60",ACADEMY 21
,,CYP,S4_BA-Inclusion,S5_BAG-SEND High Needs,38100-Grants to Organisations,13/06/2023,"4,250.00","4,250.00",ACADEMY TRANSFORMATION TRUST
,,CYP,S4_BH-Education & Learning,"S5_BHB-Performance, Partnership and Development",38100-Grants to Organisations,27/06/2023,"2,792.00","2,792.00",ACADEMY TRANSFORMATION TRUST
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,46130-Support Work (Social Care),28/06/2023,500.00,500.00,ACCESS COMMUNITY TRUST
,,ACS,S4_AA-Care Purchasing,S5_AAE-MH Care Purchasing,46116-Supported Housing,19/06/2023,"15,600.00","15,600.00",ACCESS COMMUNITY TRUST
,,ACS,S4_AA-Care Purchasing,S5_AAF-North Care Purchasing,15101-External Contract Cleaning & Caretaking,09/06/2023,700.00,700.00,ACCESS COMMUNITY TRUST
,,ACS,"S4_AC-Reablement, Equipment & Assistive Technology",S5_ACA-Homefirst Service,36809-Software Licences Renewals - Under 1 year,09/06/2023,"1,045.80","1,254.96",ACCESS UK LTD
,,ACS,"S4_AC-Reablement, Equipment & Assistive Technology",S5_ACA-Homefirst Service,36809-Software Licences Renewals - Under 1 year,15/06/2023,"1,098.30","1,317.96",ACCESS UK LTD
,,ACS,"S4_AC-Reablement, Equipment & Assistive Technology",S5_ACA-Homefirst Service,36809-Software Licences Renewals - Under 1 year,21/06/2023,"35,450.17","42,540.20",ACCESS UK LTD
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36405-Computer Maintenance Software,15/06/2023,"8,801.47","10,561.76",ACCESS UK LTD
,,CORPORATE SERVICES,S4_RU-Information Technology,S5_RUA-Council and Third Party Provision,36405-Computer Maintenance Software,16/06/2023,"8,801.47","10,561.76",ACCESS UK LTD
