Body Name,Body,Service label,Organisational unit,Expenditure category,Detailed Expenses type,Date,Transaction Number,Amount,Capital/ Revenue,Supplier Name,Supplier ID
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62320601852,PLY4589420,525.0,Revenue,Summer Court Guest House,23649.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62320601852,PLY4589421,560.0,Revenue,Summer Court Guest House,23649.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62320601852,PLY4589422,455.0,Revenue,Summer Court Guest House,23649.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62320601852,PLY4589423,595.0,Revenue,Summer Court Guest House,23649.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62320601852,PLY4589410,595.0,Revenue,Summer Court Guest House,23649.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Metered Water Charges,45505.62320601852,PLY4589349,889.34,Revenue,South West Water (Pennon Water Services Ltd),23664.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Children`s & Educational Servi,People Directorate,Premises,Hire Of Premises,45505.62321759259,PLY4589000,792.0,Revenue,Plymouth YMCA,23665.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Supplies and Services,Telephone Line Rental Charges,45505.62321759259,PLY4589326,3750.0,Revenue,BT Redcare,24348.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Supplies and Services,Grants To Other Bodies,45505.62321759259,PPPLY31872,80818.48,Revenue,Environment Agency,24816.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Supplies and Services,Postages,45505.62321759259,PLY4589106,8901.34,Revenue,Royal Mail,24858.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Supplies and Services,Postages,45505.62321759259,PLY4588974,1082.6,Revenue,Royal Mail,24858.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Operator Reimbursement,45505.62321759259,PLY4588987,1029.32,Revenue,Tally Ho Coaches,25033.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Transfer Payments,Trade Gate Fee,45505.62322916667,PLY4589325,91587.22,Revenue,Biffa Waste Services Ltd,25472.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Planning Services,Place Directorate,Employees,Employee Training,45505.62322916667,PLY4589482,847.3000000000001,Revenue,Lynher Training Group,25478.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Various,45505.62322916667,Various,914.33,Revenue,Shekinah Mission,25543.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022450,24555.86,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022450,646.51,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,577.53,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,428.79,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,578.72,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,1198.8500000000001,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,6322.9800000000005,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022452,603.53,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Place Directorate,Capital Expenditure,Private Contractor - SWH,45505.62322916667,HM0022450,600000.0,Capital,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,45505.62322916667,HM0022450,505.06,Revenue,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,45505.62322916667,HM0022450,28081.52,Revenue,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,45505.62322916667,HM0022450,3893.51,Revenue,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Private Contractors,45505.62322916667,HM0022450,464.73,Revenue,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Customer and Corporate Service,Premises,Street Furniture,45505.62322916667,PLY4588994,1993.03,Revenue,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Various,Place Directorate,Various,Various,45505.62322916667,Various,7590.76,Various,South West Highways,25551.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Employees,Employee Training,45505.62322916667,PLY4589100,1378.0,Revenue,Wellington Welding Supplies Ltd,25785.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Internal Trading Unit,Place Directorate,Employees,Employee Training,45505.62322916667,PLY4589099,2470.0,Revenue,Wellington Welding Supplies Ltd,25785.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Repair & Maintenance Of External Structu,45505.62322916667,PLY4589498,38166.1,Revenue,JNE Construction Ltd,25919.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Support Services,Customer and Corporate Service,Premises,Repair & Maintenance General,45505.62322916667,PLY4589497,117498.06,Revenue,JNE Construction Ltd,25919.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Supplies and Services,Purchase Of Materials,45505.62322916667,PLY4589347,2490.0,Revenue,Fine Turf (Devon) Ltd,25948.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Cultural & related Services,Place Directorate,Third Party Payments,Private Contractors,45505.62322916667,PLY4589346,1245.0,Revenue,Fine Turf (Devon) Ltd,25948.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Public Health,Public Health,Third Party Payments,Other Agency & Contracted Services,45505.62322916667,PLY4589551,2144.6,Revenue,Church View Surgery,28396.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Capital,Public Health,Capital Expenditure,Private Contractor  Main Contract,45505.62322916667,PLY4589351,322738.9,Capital,Kier Construction,31384.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Third Party Payments,Emergency Accommodation for Clients,45505.62322916667,PLY4589485,1785.0,Revenue,Westwinds Hotel,35177.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Housing services,People Directorate,Supplies and Services,Removals & Storage Costs,45505.623240740744,Various,508.0,Revenue,Kirtley Removals,36275.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Environmental & Regulatory Ser,Place Directorate,Premises,Repairs To Electrical Installations,45505.623240740744,PLY4589354,18866.02,Revenue,Chubb Electrics Limited,47873.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Other Agency & Contracted Services,45505.623240740744,PLY4589118,504.90000000000003,Revenue,G4S Cash Services (UK) Limited,50923.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Other Agency & Contracted Services,45505.623240740744,PLY4589117,434.6,Revenue,G4S Cash Services (UK) Limited,50923.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Other Agency & Contracted Services,45505.623240740744,PLY4589116,718.3000000000001,Revenue,G4S Cash Services (UK) Limited,50923.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Other Agency & Contracted Services,45505.623240740744,PLY4589112,443.88,Revenue,G4S Cash Services (UK) Limited,50923.0
Plymouth City Council,http://statistics.data.gov.uk/id/local-authority/00HG,Highways & Transport Services,Place Directorate,Third Party Payments,Other Agency & Contracted Services,45505.623240740744,PLY4589121,686.57,Revenue,G4S Cash Services (UK) Limited,50923.0
