Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,02-Aug-24,51501138798,"-£4,475.00",Baily Garner LLP,Customer and Community Services,Head of Service - Regulatory,Building Repair and Maintenance
Milton Keynes City Council,02-Aug-24,51501138706,"-£3,911.32",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138757,"-£2,657.80",English Care Limited,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138752,"-£1,564.68",Deer Park Care Home,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138754,"-£1,542.86",Deer Park Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,02-Aug-24,51501138715,"-£1,468.56",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138739,"-£1,414.08",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138713,"-£1,371.36",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138703,"-£1,365.00",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138709,"-£1,356.84",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138711,"-£1,186.12",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138740,"-£1,181.48",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138708,"-£1,165.84",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138716,"-£1,116.60",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138707,"-£1,113.20",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138704,"-£1,075.00",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138710,-£970.72,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138705,-£946.20,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138714,-£868.20,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138702,-£808.68,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138738,-£750.13,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501138712,-£740.00,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501137419,-£700.00,Access UK Limited t/a Adam,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-Aug-24,51501138741,-£675.13,Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,02-Aug-24,51501127979,£510.00,KAPAS Consultancy Ltd,Planning and Placemaking,Planning,Computer software - purchase
Milton Keynes City Council,02-Aug-24,51501130648,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130600,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130665,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130644,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130640,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130621,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130637,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130604,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130601,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130666,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130641,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130642,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130638,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130647,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501130645,£525.00,Bill's Minibus and Coach Hire Ltd,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501128005,£529.73,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Aug-24,51501138442,£550.00,Redacted Personal Data,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,02-Aug-24,51501128011,£555.24,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Aug-24,51501130413,£556.59,Redacted Personal Data,Planning and Placemaking,Arts Development & Heritage,Professional Fees and Hired Services
Milton Keynes City Council,02-Aug-24,51501138585,£564.34,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Provisions
Milton Keynes City Council,02-Aug-24,51501128015,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-Aug-24,51501127887,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
