,,,,,
Detail Spend Analysis by Account ,,,,,
,,,,,
,,,,,
"
Transaction
Date","

Merchant Category Name","

Merchant","
Transaction
Amount","197,283.11","197,283.11"
23/07/2023,HOME SUPPLY WAREHOUSE STORES,WICKES AINTREE,18.00,,
23/07/2023,MISCELLANEOUS GENERAL MERCHANDISE,B&M 435 - HS SWITCH IS,104.90,,
23/07/2023,MISCELLANEOUS GENERAL MERCHANDISE,B&M 045 - BURSCOUGH,41.00,,
23/08/2023,"GROCERY STORES, SUPERMARKETS",A OWENS,30.00,,
25/08/2023,MISCELLANEOUS GENERAL MERCHANDISE,B&M 435 - HS SWITCH IS,173.48,,
29/08/2023,LAWN AND GARDEN SUPPLY STORES,INCE BLUNDELL NUSERIE,86.98,,
12/07/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,455.00,,
12/07/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,205.00,,
20/07/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,"1,638.03",,
24/07/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,205.00,,
24/07/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,205.00,,
05/09/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,80.00,,
29/09/2023,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,"2,279.78",,
06/07/2023,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMktplace,44.97,,
10/07/2023,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,90.86,,
11/07/2023,PHOTOGRAPHIC STUDIOS,CANVA I03843-13467439,10.99,,
13/07/2023,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMKTPLACE AMAZON.CO,-19.99,,
