 ,,,,,
Detail Spend Analysis by Account ,,,,,
 ,,,,,
,,,,,
"
Transaction
Date","

Merchant Category Name","

Merchant","
Transaction
Amount","187,616.99","187,616.99"
22/11/2024,PREMIER INN,PREMIER INN,498.97,,
02/10/2024,MISCELLANEOUS GENERAL MERCHANDISE,WWW.AMAZON.  TA3QB1S04,335.71,,
10/10/2024,COMPUTER SOFTWARE STORES,SP NEON FILTER,287.92,,
18/10/2024,DEPARTMENT STORES,WWW.ARGOS.CO.UK,268.00,,
18/10/2024,DEPARTMENT STORES,WWW.ARGOS.CO.UK,539.95,,
23/10/2024,"DOCTORS, (NOT ELSEWHERE CLASSIFIED)",GHOSH MEDICAL LTD,310.00,,
25/10/2024,"BOOKS,PERIODICALS AND NEWSPAPERS",AB  ABEBOOKS.UK KKX2O7,71.36,,
25/10/2024,BOWLING ALLEYS,TENPIN.CO.UK,108.45,,
27/10/2024,MISCELLANEOUS GENERAL MERCHANDISE,WWW.AMAZON.  TL8FT5WS4,229.99,,
28/10/2024,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",Dunelm SoftFurnishings,-16.00,,
28/10/2024,"EQUIP, FURNITURE, HOME FURNSHNGS STRS (EXCPT APPL)",Dunelm SoftFurnishings,263.20,,
30/10/2024,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.PLANNINGPORTAL.CO.,328.00,,
31/10/2024,MISCELLANEOUS AND SPECIALTY RETAIL STORES,AMZNMktplace TR4M088O4,420.00,,
31/10/2024,"COMPUTERS, COMPUTER PERIPHERAL EQUIPMENT, SOFTWARE",DELL PRODUCTS,549.00,,
20/11/2024,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON  TE9ZL4L34,138.65,,
20/11/2024,WOMEN'S READY TO WEAR STORES,Debenhams - DBZ,380.27,,
21/11/2024,DEPARTMENT STORES,WWW.ARGOS.CO.UK,-520.00,,
02/12/2024,"COMMERCIAL ART, GRAPHICS, PHOTOGRAPHY",SHUTTERSTOCK IRELAND L,166.80,,
03/12/2024,BUSINESS SERVICES-NOT ELSEWHERE CLASSIFIED,Vistaprint,213.06,,
06/12/2024,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",OVO Energy Ltd,250.00,,
06/12/2024,"UTLTS-ELCTRC, GAS, HEATING OIL, SANITARY, WATER",So Energy,250.00,,
15/12/2024,MISCELLANEOUS GENERAL MERCHANDISE,WWW.AMAZON.  6O22O5IY5,500.00,,
