,,,,,
Detail Spend Analysis by Account ,,,,,
,,,,,
,,,,,
"
Transaction
Date","

Merchant Category Name","

Merchant","
Transaction
Amount","227,983.21","227,983.21"
07/06/2024,TRAVEL AGENCIES AND TOUR OPERATORS,BKG HOTEL AT BOOKING.C,139.04,,
28/04/2024,TRAVELODGE,TRAVELODGE,38.01,,
21/04/2024,FAST FOOD RESTAURANTS,Just Eat,16.92,,
03/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
20/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,205.00,,
21/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
21/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
24/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
28/05/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
03/06/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
03/06/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
03/06/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,70.00,,
11/06/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,91.00,,
21/06/2024,GOVERNMENT SERVICES-NOT ELSEWHERE CLASSIFIED,WWW.MONEYCLAIM.GOV,50.00,,
12/06/2024,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",NATIONAL TRUST,50.00,,
13/06/2024,"LODGING-HOTELS,MOTELS,RESORTS-NOT CLASSIFIED",NATIONAL TRUST,10.00,,
03/04/2024,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 204-8349940-86,32.84,,
08/04/2024,ADVERTISING SERVICES,FACEBK 6P89K2LKW2,13.23,,
09/04/2024,MISCELLANEOUS GENERAL MERCHANDISE,AMAZON 204-0172956-92,60.27,,
11/04/2024,PHOTOGRAPHIC STUDIOS,CANVA I04118-22852699,10.99,,
16/04/2024,"DRUG STORES, PHARMACIES",BOOTS UK ECOMM,84.20,,
