Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code
Royal Borough of Kingston,27/06/2023,90247777,"1,750.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247776,"1,091.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247849,"1,053.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247821,"1,187.50",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,27/06/2023,90247686,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/06/2023,90247425,"10,407.86",MAGIC LIFE LIMITED,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247451,"7,805.87",MAGIC LIFE LIMITED,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90247452,"7,805.87",MAGIC LIFE LIMITED,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/06/2023,90245397,"3,937.59",MAGICARE LTD,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,27/06/2023,90247945,"1,047.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,06/06/2023,90242087,"162,052.73",MALDEN MANOR PRIMARY & NURSERY SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,09/06/2023,90243265,"16,467.84",MALDEN MANOR PRIMARY & NURSERY SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,09/06/2023,90243347,972.00,MALDEN MANOR PRIMARY & NURSERY SCHOOL,SCHOOL FUNDS,Schools,2 Yr Old Place Funding,A60000
Royal Borough of Kingston,29/06/2023,90247508,"2,218.37",MALDEN MANOR PRIMARY & NURSERY SCHOOL,SCHOOL FUNDS,Place,Payments to Contractors,C14000
