Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description
Salford City Council,02/05/2023,601491346,2511,418.5,2092.5,Addleshaw Goddard Llp,Capital Expenditure,Legal Fees
Salford City Council,02/05/2023,1600710314,960,160,800,Alan Franklin Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,02/05/2023,1600709742,1068,178,890,Alan Franklin Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,02/05/2023,1600710315,5664,944,4720,Alan Franklin Builders Ltd,Capital Expenditure,Works & Building
Salford City Council,02/05/2023,1600710197,678,113,565,Alliance Disposables Ltd,Place Directorate,Cleaning Materials
Salford City Council,02/05/2023,1600710371,608.94,101.49,507.45,Anglia Dna Services Ltd,People (Childrens) Service Group,Payments to Agencies
Salford City Council,02/05/2023,6003697067,849,0,849,Apple.Com/Uk,Service Reform (Corp Bus & Transform),Equipment Purchase
Salford City Council,02/05/2023,601491398,1450.8,0,1450.8,Auntie Stephs Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,1600710389,1056,176,880,Bid Group Ltd,Place Directorate,UV Minor Decoration and Flooring
Salford City Council,02/05/2023,601491403,1329.9,0,1329.9,Big Steps Playgroup,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,1600709356,690.23,115.04,575.19,Bilway Marine Ltd,Place Directorate,non -UV Building Repairs & Maintenance
Salford City Council,02/05/2023,1600710332,951.6,158.6,793,Bradshaw International,People (Childrens) Service Group,Equipment Hire
Salford City Council,02/05/2023,6003697165,545.05,5.17,539.88,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,02/05/2023,6003697188,668.72,3.75,664.97,Brakes (Stored Cards),Place Directorate,Food and refreshments
Salford City Council,02/05/2023,601491368,10120.77,0,10120.77,C Owens Builders/Contractors,Capital Expenditure,Improvement Grants
Salford City Council,02/05/2023,1600705600,8144.1,1357.35,6786.75,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,02/05/2023,601491366,10542.36,0,10542.36,C Smithies Builders,Capital Expenditure,Improvement Grants
Salford City Council,02/05/2023,1600710364,703.08,117.18,585.9,Calligraphy Uk Ltd,Place Directorate,General Resaleable Items
Salford City Council,02/05/2023,1600710402,1851.85,308.64,1543.21,Capita Business Services Ltd,Place Directorate,Printing & Photocopying
Salford City Council,02/05/2023,601491408,2006.94,0,2006.94,Care Chiefs,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,601491453,1450.8,0,1450.8,Clk Childcare Ltd,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,1600710381,3664,610.67,3053.33,David Mills T/A Dkaf,Service Reform (Corp Bus & Transform),Computer Equipment purchase
Salford City Council,02/05/2023,1600710308,6900,1150,5750,Dods Group Limited,Service Reform (Corp Bus & Transform),Subscriptions
Salford City Council,02/05/2023,601491392,1934.4,0,1934.4,Dukesgate Academy,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,1600710284,3900.42,650.07,3250.35,Econ Engineering Ltd,Place Directorate,Principal Road Maintenance
Salford City Council,02/05/2023,1600710278,4086.42,681.07,3405.35,Econ Engineering Ltd,Place Directorate,Principal Road Maintenance
Salford City Council,02/05/2023,1600710281,4086.42,681.07,3405.35,Econ Engineering Ltd,Place Directorate,Principal Road Maintenance
Salford City Council,02/05/2023,601491483,7800,0,7800,Edintervention Ltd,People (Childrens) Service Group,Classroom Supplies Capitation
Salford City Council,02/05/2023,1600710368,7443.34,0,7443.34,Egerton High School,People (Childrens) Service Group,Payments to Other Local Authorities
Salford City Council,02/05/2023,601491413,1088.1,0,1088.1,Fairhills Playgroup Pre-School,People (Childrens) Service Group,Payments to Private Providers
Salford City Council,02/05/2023,1600710361,3932,0,3932,Federation Of Community Services (C,People (Adults) - CHSC,Grants
