1. YEAR,2. MONTH,3. DATE INCURRED,4. DATE PAID,5. BENEFICIARY,6. SUPPLIER NO.,7. DEPARTMENT,8. PURPOSE OF EXPENDITURE,9. MERCHANT CATEGORY,Total
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8214297100011276622,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100021 LBH  / INDIVIDUAL ADOPTERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8214297100011266622,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100021 LBH  / INDIVIDUAL ADOPTERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8214297100011265622,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100021 LBH  / INDIVIDUAL ADOPTERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011551997,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011550997,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011494032,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 514.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011493032,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011469483,F0150 PLACEMENTS - NON FOSTERING,520070 SUPPORTED LIVING,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 890.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011431029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011430759,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 570.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011429759,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 960.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011427029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011422029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011415483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011412903,F0152 The Fostering Service,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011395662,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 436.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011394662,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011393430,F0150 PLACEMENTS - NON FOSTERING,520071 SUPPORTED LODGINGS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 482.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011382057,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011365903,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 358.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011364903,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011345029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 390.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011335903,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 406.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011334029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 390.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011330029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 390.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011327483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 540.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011326483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011325483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011324483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011323483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011322483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011321483,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011306903,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011305903,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011303643,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011302643,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011299488,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011298488,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011289029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 446.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011288029,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 488.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8204297100011275057,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 540.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8194297100011369904,F0150 PLACEMENTS - NON FOSTERING,520070 SUPPORTED LIVING,100011 LBH  / LEAVING CARE, £ 890.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8194297100011259996,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 520.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8194297100011258996,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011556193,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 501.42 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011555193,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.28 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011548243,F0151 UNACC ASYLUM SEEKER CHILDREN,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 540.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011547243,F0151 UNACC ASYLUM SEEKER CHILDREN,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011534201,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 410.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011533201,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS," £ 1,110.00 "
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011457397,F0150 PLACEMENTS - NON FOSTERING,520070 SUPPORTED LIVING,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 890.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011447238,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 484.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011446238,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011375201,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 466.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011374201,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011352238,F0152 PLACEMENTS - FOSTERING,500060 OTHER LOCAL AUTHORITIES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011351238,F0152 PLACEMENTS - FOSTERING,500060 OTHER LOCAL AUTHORITIES,100017 LBH  / INDIVIDUAL FOSTER CARERS," £ 1,036.00 "
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011313377,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 446.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011312377,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011308377,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 446.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011307377,F0152 PLACEMENTS - FOSTERING,520220 FAMILY AND FRIENDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011296243,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011295243,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011291397,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011290397,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8184297100011254193,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS," £ 1,380.00 "
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011473150,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 378.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011472150,F0152 The Fostering Service,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011408869,F0152 PLACEMENTS - FOSTERING,500060 OTHER LOCAL AUTHORITIES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011354518,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011353518,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 500.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011269869,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011268869,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8174297100011255869,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 540.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011491624,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 590.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011490624,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 548.58 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011452267,F0152 PLACEMENTS - FOSTERING,500060 OTHER LOCAL AUTHORITIES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011451267,F0152 PLACEMENTS - FOSTERING,500060 OTHER LOCAL AUTHORITIES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 358.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011301624,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 464.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8154297100011300624,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS," £ 1,036.00 "
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011524523,F0150 PLACEMENTS - NON FOSTERING,520012 EXTENDED FOSTERING PLACEMENTS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 480.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011523523,F0150 Resources Team,520012 EXTENDED FOSTERING PLACEMENTS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011460663,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 425.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011433523,F0151 UNACC ASYLUM SEEKER CHILDREN,520005 FOSTER CARE REWARDS,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011418733,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS," £ 1,680.00 "
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011417733,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 420.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011390652,F0152 PLACEMENTS - FOSTERING,520000 FOSTER CARE ALLOWANCES,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 494.00 
2023/24,DECEMBER,18/12/23,21/12/23,REDACTED - PERSONAL,8144297100011383247,F0150 PLACEMENTS - NON FOSTERING,520070 SUPPORTED LIVING,100017 LBH  / INDIVIDUAL FOSTER CARERS, £ 890.00 
