query agr_getbrowser 'Monthly Spend Report (SE)',,,,,,,,,
sort,,,,,,,,,
columns,text apar_id,text xapar_id,amount,text account,text xaccount,text pay_date__1,text voucher_no,text xstr20dim_1,text xdim_1
,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
"subtotal,outline ",,,,,,,,,
INSERTED DETAIL,700044,Access To Business,478,R5010,TPP - Other,12/04/2023,191131918,Starting and Developing Well,"Starting and Developing Well			"
INSERTED DETAIL,700044,Access To Business,"2,667.00",R4400,Services - Professional Fees,18/04/2023,130385843,Adult Education,"AEB Business Case Growth Skills for Employed & Innovation			"
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,126,R2704,Refuse Collection,28/04/2023,130387252,Catering,Education Catering  General Overheads
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,70,R4503,Comms - Postage,28/04/2023,130387252,Catering,Education Catering  General Overheads
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,525,R4010,Equipment - Catering,28/04/2023,130387252,Catering,Education Catering  General Overheads
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,899.94,R2076,Grounds Maintenance - Non Contract,03/04/2023,130385001,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,899.94,R2076,Grounds Maintenance - Non Contract,12/04/2023,130385429,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,899.94,R2076,Grounds Maintenance - Non Contract,05/04/2023,130385430,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,599.94,R2076,Grounds Maintenance - Non Contract,03/04/2023,130385002,Environmental Services,Arbor Scheme
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),17.11,R4308,Stationery,28/04/2023,130387858,Support Services,Business Support - Governance
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),531.48,R4308,Stationery,05/04/2023,130384761,Adult Education,"Small Grants & Projects			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),-79.98,R4308,Stationery,14/04/2023,130385949,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),40.14,R4308,Stationery,04/04/2023,130385003,Community Financial Support,Macmillan Welfare Rights Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),22.9,R4308,Stationery,14/04/2023,130383002,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),337.41,R4308,Stationery,14/04/2023,130380858,Governance Services,Local Government Elections
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),57.16,R4308,Stationery,20/04/2023,130386563,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),112.9,R4308,Stationery,20/04/2023,130386563,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),22.49,R4308,Stationery,19/04/2023,130386709,Digital and IT,Digital Print Solutions
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),24.84,R4308,Stationery,18/04/2023,130385951,Specialist Support,Intensive Family Support Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),-53.33,R4308,Stationery,19/04/2023,130385948,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),33.4,R4308,Stationery,12/04/2023,130384763,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),146.49,R4308,Stationery,03/04/2023,130384764,Community Financial Support,Welfare Rights
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),329.9,R4308,Stationery,21/04/2023,130386801,Licensing,"Private Hire Drivers			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),53.33,R4308,Stationery,20/04/2023,130384267,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),391.08,R4308,Stationery,05/04/2023,130384762,Adult Education,"Business Support Services	"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),36.03,R4308,Stationery,19/04/2023,130385953,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),26.99,R4308,Stationery,19/04/2023,130385953,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),96.15,R4308,Stationery,03/04/2023,130384765,Catering,Education Catering  General Overheads
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),112.79,R4308,Stationery,03/04/2023,130383683,Special Educational Needs,SEN Early Years Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),53.33,R4308,Stationery,20/04/2023,130382372,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),285.53,R4308,Stationery,17/04/2023,130386564,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),17.48,R4308,Stationery,27/04/2023,130381509,Leisure Services,Bert Williams Leisure Centre
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),35.66,R4308,Stationery,20/04/2023,130385004,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.99,R4308,Stationery,18/04/2023,130385952,Specialist Support,Intensive Family Support Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),56.97,R4308,Stationery,14/04/2023,130385955,Register Office,Register Office
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),95.96,R4308,Stationery,28/04/2023,130387730,Arts and Culture,Art Gallery Shop
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),721.06,R4308,Stationery,12/04/2023,130378198,Governance Services,Local Government Elections
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.98,R4308,Stationery,20/04/2023,130384046,Support Services,"Business Support Unit		"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.99,R4308,Stationery,19/04/2023,130386565,Transportation,Passenger Transport  General
INSERTED DETAIL,700663,Partisip8/P Sicilia,"2,500.00",R4400,Services - Professional Fees,26/04/2023,130387546,Healthy Life Expectancy,"Healthy Life Expectancy			"
INSERTED DETAIL,700693,Adept Security Systems Limited,136,R4003,Equipment - R & M,21/04/2023,191135665,Fleet Services,Fleet Management
INSERTED DETAIL,700848,Child Care Training & Consultancy,375,R1650,Training Expenses,05/04/2023,130385431,Regional Adoption Agency Consortium,"Regional Adoption Agency 			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,340.26",R4101,Provisions (Not for resale),12/04/2023,130385640,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,500.91,R4101,Provisions (Not for resale),12/04/2023,130385640,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,686.37,R4101,Provisions (Not for resale),17/04/2023,130385642,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,547.46,R4101,Provisions (Not for resale),17/04/2023,130385642,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,154.88",R4101,Provisions (Not for resale),12/04/2023,130385645,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,183.35,R4101,Provisions (Not for resale),12/04/2023,130385645,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,042.84",R4101,Provisions (Not for resale),12/04/2023,130385844,Catering,"West Park Tea Room	"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,797.63,R4101,Provisions (Not for resale),12/04/2023,130385844,Catering,"West Park Tea Room	"
