Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,06/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,SOUTH DOWNS NATIONAL PARK AUTHORITY,South Downs Q124-25,2845580.00,Annex 4 - grant claim - South National Park Authority Q1 25%,GU29 9SB,SUPPLIER,,DEA10082,Expense,GB111756535
DEFRA,DEFRA,06/06/2024,IA - POA & AUC - COST - ADDITIONS,EPR - EXTENDED PRODUCER RESPONSIBILITY,RISUAL LTD,SI1005478,36185.92,SOW RIS 24 Development Support Services,ST18 0WP,SUPPLIER,C19708iv,DEP00957,Asset,864480893
DEFRA,DEFRA,06/06/2024,EXP - CAPITAL GRANTS TO PRIVATE SECTOR - COMPANIES,FUTURE FUNDING FOR UK SEAFOOD FUND,SEA FISH INDUSTRY TRAINING ASSOCIATION (SFITA),DEFRA/005,41932.62,UK Seafood Fund Skills and Training scheme Round 2 - C15840. Sea Fish Industry Training Association project. Grant Contract C20606.,BT22 1EA,THIRD PARTY,C20606,00000000,Expense,
DEFRA,DEFRA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201055013,27660.00,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,06/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,"FOOD AND FARMING STRATEGY, INNOVATION, SYSTEMS",RSK ADAS LTD,SI6941581,28249.07,SCF0107 - UK Agricultural Inventory of Ammonia & GHG Emissions 2023-2033 ( Contract Ref. C21258 ) - FY 24/25 - RDEL(61%)  -  RSK ADAS,WA6 0AR,SUPPLIER,C21258,DEA15188,Expense,256435886
DEFRA,DEFRA,07/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,SOUTH DOWNS NATIONAL PARK AUTHORITY,6000022392,189122.00,FiPL Grant Funding - South Downs National Park Authority  - C22024,GU29 9SB,SUPPLIER,C22024,DEA10082,Expense,GB111756535
DEFRA,DEFRA,07/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS,PROPERTY DIRECTORATE - DIRECTOR'S OFFICE,BRAMBLE HUB LTD,INV-14460,48055.55,Misc - 087  Weybridge Central Veterinary Lab - Building Information Modelling (BIM) Implementation,SE1 7SP,SUPPLIER,RM6187,00000000,Asset,188679823
DEFRA,DEFRA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,HAYS SPECIALIST RECRUITMENT LTD,1013617554,-141945.33,Contingent Labour up to June 2024,KT3 4QF,CIS SUPPLIER,C13156,DEFHAY01,Expense,GB773695871
DEFRA,DEFRA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,HAYS SPECIALIST RECRUITMENT LTD,1013617555,-31000.00,Contingent Labour up to June 2024,KT3 4QF,CIS SUPPLIER,C13156,DEFHAY01,Expense,GB773695871
DEFRA,DEFRA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,HAYS SPECIALIST RECRUITMENT LTD,1746577,1194571.36,Contingent Labour up to June 2024,KT3 4QF,CIS SUPPLIER,C13156,DEFHAY01,Expense,GB773695871
DEFRA,DEFRA,07/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,ABACO UK LTD,28/B/24,254173.20,Abaco UK LTD Work Pack 21 WS b SFI Development and Delivery,EC4N1TX,SUPPLIER,C16424,DEP00577,Asset,
DEFRA,DEFRA,07/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,ABACO UK LTD,29/B/24,28514.49,Abaco UK LTD Work Pack 21 WS c De-Linking Development and Delivery,EC4N1TX,SUPPLIER,C16424,DEA12172,Asset,
DEFRA,DEFRA,07/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201054114,316110.74,Digital Workplace project charges - work commissioned April 2023 - March 2024 - extension,GU11 1PZ,SUPPLIER,ecm_52093,DEP00319,Expense,584686581
DEFRA,DEFRA,07/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LAND USE AND PLANNING,LONDON BOROUGH OF CROYDON,3026812,35355.06,FY 23/24 – S31/6804 - Biodiversity Net Gain Grant for Local Planning Authorities -  Croydon London Borough Council,CR9 1UY,SUPPLIER,GIA,00000000,Expense,218591255
DEFRA,DEFRA,10/06/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FUTURE FUNDING FOR UK SEAFOOD FUND,UNIVERSITY OF LINCOLN,INV0040060,87399.26,UK Seafood Fund: Skills and Training scheme grant funded project. Training development and piloting. Milestone 1. University of Lincoln. Bravo contract- 67020,LN6 7TS,Access to Work,67020,00000000,Expense,GB599033800
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,GROUP INFRASTRUCTURE & OPERATIONS,VODAFONE LTD,106058779,43403.69,EA Data Sharer FY 2024-25,RG14 2FN,SUPPLIER,C15540,DEP00581,Expense,GB 569 9532 77
DEFRA,DEFRA,10/06/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS-ODA INTERNATIONAL BIODIVERSITY AND WILDLIFE,GFI PMO LTD,FR-0012,270000.00,GFI PMO Ltd: Second Phase: Taskforce for Nature-related Financial Disclosures,EC1A 2BN,SUPPLIER,C23730,DEA10562,Expense,
DEFRA,DEFRA,10/06/2024,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FORESTRY,WOODLAND TRUST,808903,762000.00,FY24/25 FORESTRY- NTEL- Nature for Climate Northern Forest Grant awarded to Woodland Trust (RDEL) Upfront payment of Year 5 Resource Funding Bravo 62246,NG31 6LL,SUPPLIER,62246,DEA10514,Expense,520 611 104
DEFRA,DEFRA,10/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,SCIENCE FACILITIES - PROJECTS (WEYBRIDGE),UK POWER NETWORKS OPERATIONS LTD,92211065,1075382.40,UKPN C22455 SCAH Weybridge Sitewide Electrification (PR27). Project ref 89053 (change of account),SE1 6NP,CIS SUPPLIER,C22455,DE009017,Asset,997339577
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,WASTE AND RECYCLING,RICARDO-A E A LTD,6206508,59169.56,Composition of Residual Municipal Waste and Mixed Waste Codes in England,OX11 0QR,SUPPLIER(1),C22805,DEA15187,Expense,144024765
DEFRA,DEFRA,10/06/2024,Exp - Purchase Of Goods/Services - Consultancy,SPS BORDERS AND BOUNDARIES,WSP UK LTD,50006990,39861.16,WSP RIBA Stage 2 - 7 Sevington Planning,M15 4RP,SUPPLIER,C19835,DESPS016,Expense,GB 905 0549 42
DEFRA,DEFRA,10/06/2024,Exp - Purchase Of Goods/Services - Consultancy,GIODP,FINYX CONSULTING LTD,P20-B1020,69000.00,Finyx - Digital Workplace Support,YO10 5DG,SUPPLIER,C19884,DEDC0181,Expense,133352933
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,DDTS CHIEF OPERATING OFFICE,FINYX CONSULTING LTD,P20-B1061,50000.00,C23929 Work-package phase 3 (April 2024 to June 2024): DDTS 2024 Spending Review Bid,YO10 5DG,SUPPLIER,C23929,00000000,Expense,133352933
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCE SYSTEMS REFORM,ALEXANDER MANN SOLUTIONS LTD-2WM,3038176,399754.59,Contingent Labour up to end May 2024 -,EC2N 3AQ,SUPPLIER,C13025,DEFAMS01,Expense,744492612
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,RURAL PAYMENTS AGENCY INFO & TECH,KEEP IT SIMPLE LTD,KITS-RPA-46,262948.75,KITS Managed Service and BAU Additional Charges for RPA CAPD Managed Platform. Year 4 August 2023 to July 2024,EC1V 2NX,SUPPLIER,ecm 58296,DEKITS01,Expense,267908361
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,HITACHI SOLUTIONS EUROPE LTD,I009092P-GB01,52182.85,MS DAX projects - Call off days,EC2N 1HQ,SUPPLIER,C17500,00000000,Expense,GB830529539
DEFRA,DEFRA,10/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,HITACHI SOLUTIONS EUROPE LTD,I008905P-GB01,54369.00,MS DAX projects - Call off days,EC2N 1HQ,SUPPLIER,C17500,00000000,Expense,GB830529539
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201054963,102134.01,Supply of ad hoc hardware and software items under the Digital Workplace Contract during April 2023  - March 2024,GU11 1PZ,SUPPLIER,ecm_52093,DEP01260,Expense,584686581
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201054159,58553.23,Digital Workplace project charges - work commissioned April 2023 - March 2024 - extension,GU11 1PZ,SUPPLIER,ecm_52093,DEP00319,Expense,584686581
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,"FOOD AND FARMING STRATEGY, INNOVATION, SYSTEMS",RSK ADAS LTD,SI6941490,59490.50,CCN03 - C13712 - NM0105 - NMPT – RSK ADAS - 31/12/2027 - M5 – Payments will be made on a monthly basis (see milestone dates on CCN03) depending on the delivery of work - 15/02/24 – 31/08/25,WA6 0AR,SUPPLIER,C13712,DEA15188,Expense,256435886
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,IT SERVICE MANAGEMENT,MAINTEL EUROPE LTD,12663585,25402.50,Maintel support Eckoh - 12 months Management renewal 2024. Quote 97225,SE1 8EZ,SUPPLIER,C24853,DEECKOH1,Expense,744 3365 31
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,HITACHI SOLUTIONS EUROPE LTD,I009088P-GB01,31373.60,MS DAX projects - Call off days,EC2N 1HQ,SUPPLIER,C17500,00000000,Expense,GB830529539
DEFRA,DEFRA,11/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,VERSION 1 SOLUTION LTD,INVSOL022125,30507.25,Version 1 Development Q2 April 2024 to June 2024,B97 4DL,SUPPLIER,c15378,DEP00576,Asset,704872824
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,OFFICE OF CTO AND CHANGE IMPLEMENTATION,W3 PARTNERSHIP LTD,W3_DEF20240432,25920.00,From April 2024 to Sept 2024 (6 months) Live running and development costs for Defra Integration Layer,MK9 2AF,SUPPLIER,ecm_62546,00000000,Expense,
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,OFFICE OF CTO AND CHANGE IMPLEMENTATION,W3 PARTNERSHIP LTD,W3P_DEF240532,31513.98,From April 2024 to Sept 2024 (6 months) Live running and development costs for Defra Integration Layer,MK9 2AF,SUPPLIER,ecm_62546,00000000,Expense,
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,OFFICE OF CTO AND CHANGE IMPLEMENTATION,W3 PARTNERSHIP LTD,W3_DEF20240431,34684.06,From April 2024 to Sept 2024 (6 months) Live running and development costs for Defra Integration Layer,MK9 2AF,SUPPLIER,ecm_62546,00000000,Expense,
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,PROPERTY DELIVERY WEST,MITIE FM LTD,229939/93055776,65964.85,2023/24 Pass Through Costs - FMD sites only - 12 mthly invoices throughout FY23/24 – UPLIFT 1,SE1 9SG,SUPPLIER,44060,00000000,Expense,GB 362869361
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,DATA ACCESS,TELESPAZIO UK LIMITED,6100208,119421.88,Service Charges May 2024 to March 2025. DSP3 C15501,LU1 3LU,SUPPLIER,C15501,DEP00616,Expense,GB101638353
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,FUTURE FUNDING FOR UK SEAFOOD FUND,UNIVERSITY OF PLYMOUTH ENTERPRISE LIMITED,5439541,125752.04,C17349 University of Plymouth (Understanding Early Juvenile Fish Habitat Requirements) - Project 37318,PL4 8AA,SUPPLIER,17349,00000000,Expense,GB168287859
DEFRA,DEFRA,11/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,CONSISTENT WASTE COLLECTION,RESOURCE FUTURES LTD,6747,134756.43,Waste Composition at treatment/disposal ia (CHANGE TO CHARGE ACCOUNT),BS1 6XN,SUPPLIER,C16273,DEA15322,Expense,
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,AIR QUALITY,RICARDO AEA LTD,6206615,45238.85,Modelling of Ambient Air Quality (MAAQ) (C23914) - Call-off.,OX11 0QR,CIS SUPPLIER,C23914,00000000,Expense,GB 212 836524
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,LEGACY APPS PROGRAMME (LAP),SOPRA STERIA LTD,100220035,26100.00,Trader and IMIS Delivery,M14 0WN,SUPPLIER,C20541,DEP01176,Expense,GB207950855
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,LEGACY APPS PROGRAMME (LAP),SOPRA STERIA LTD,100220031,46980.00,Trader and IMIS Delivery,M14 0WN,SUPPLIER,C20541,DEP01176,Expense,GB207950855
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,LEGACY APPS PROGRAMME (LAP),SOPRA STERIA LTD,100220060,46980.00,Trader and IMIS Delivery,M14 0WN,SUPPLIER,C20541,DEP01176,Expense,GB207950855
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,LEGACY APPS PROGRAMME (LAP),SOPRA STERIA LTD,100220032,53080.00,Trader and IMIS Delivery,M14 0WN,SUPPLIER,C20541,DEP01176,Expense,GB207950855
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,GROUP INFRASTRUCTURE & OPERATIONS,VODAFONE LTD,IB061712,54245.54,RPA STORM 1st April 2024 to 31 March 2025,RG14 9LS,SUPPLIER,C15561,DERPASTM,Expense,GB 569 9532 77
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,GROUP INFRASTRUCTURE & OPERATIONS,VODAFONE LTD,IB061715,52034.42,EA STORM  1st April 2024 to 31 March 2025,RG14 9LS,SUPPLIER,C15561,DEAEASTM,Expense,GB 569 9532 77
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,FUTURE FUNDING FOR UK SEAFOOD FUND,UNIVERSITY OF PLYMOUTH ENTERPRISE LIMITED,5437372,136103.64,Contract: Lot 1 –Fisheries Data Collection Round 3of the UK Seafood Fund -Science & Innovation Pillar –Part B on Behalf of Defra - Pollack,PL4 8AA,SUPPLIER,ecm_66427,00000000,Expense,GB168287859
DEFRA,DEFRA,12/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,DURHAM COUNTY COUNCIL (NORTH PENNINES NATIONAL LANDSCAPE),301417812,401291.77,FiPL Grant Funding - Durham County Council operating through North Pennines AONB partnership - C22009,DH1 5UE,SUPPLIER,C22009,DEA10057,Expense,GB178 178130
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,XEROX U K LTD,900236955,90927.17,Delivery of the Managed Print Service in 2024-25,UB8 1HS,SUPPLIER(1),ecm_50773,DENPRIN0,Expense,
DEFRA,DEFRA,12/06/2024,EXP - CURRENT GRANTS TO LOCAL GOVERNMENT,LANDSCAPES,SUFFOLK COUNTY COUNCIL,9543015,111072.00,FiPL Grant Funding - Suffolk County Council operating through Suffolk Coast and Heaths AONB partnership - C22016,IP1 2BX,Access to Work,C22016,DEA10064,Expense,GB 1041 78791
DEFRA,DEFRA,12/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,ELM TRIALS AND TESTS,PILIO LTD,378A006,27679.42,378A: Uplift to Milestones 6 & 7,TW10 5LA,SUPPLIER,C19641,DEA10485,Expense,124979482
DEFRA,DEFRA,12/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NORTHERN IRELAND INFRASTRUCTURE,FELIX O'HARE & COMPANY LTD,10115142,941843.24,Felix O’Hare Infrastructure builds in Belfast for Project Habitat (DAERA/Defra) CDEL,BT35 8NG,CIS SUPPLIER,19837,DEA15337,Asset,
DEFRA,DEFRA,12/06/2024,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,FLS-ODA INTERNATIONAL CLIMATE FINANCE,THE NATURAL HISTORY MUSEUM,004905,40581.31,NHM – Innovative Seaweed Aquaculture Project C13974 (Year 2 - 2023/24). ,SW7 5BD,OGD,C13974,DEA15276,Expense,
DEFRA,DEFRA,12/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,TPXIMPACT LTD,INTPXI1670,203252.00,"Reporting Service Engineering and 
Delivery Works",SE1 9RG,SUPPLIER,C22201,DEP01145,Asset,939 1484 91
DEFRA,DEFRA,12/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,FUTURE FARMING AND COUNTRYSIDE INITIATIVE,TPXIMPACT LTD,INTPXI1622,203777.00,"Reporting Service Engineering and 
Delivery Works",SE1 9RG,SUPPLIER,C22201,DEP01145,Asset,939 1484 91
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,CONSISTENT WASTE COLLECTION,IPSOS MORI,24001360,35807.10,Evaluation of the Resources & Waste Strategy & Waste Prevention Programme for England - Year 3,E1W 1YW,SUPPLIER,C14323,DEA10528,Expense,
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,PARTNER RECHARGE: APHA,E SYNERGY SOLUTIONS LTD,INV00001796,57000.00,"SOW_ESY_0051, Plant Health IT Reporting, 02 April 2024 - 19 April 2024",EC3M 3JY,SUPPLIER,ecm_64699,DEP01281,Expense,
DEFRA,DEFRA,13/06/2024,IA - POA & AUC - COST - ADDITIONS,DDTS - CROSS CUTTING TECHNICAL,E SYNERGY SOLUTIONS LTD,INV00001792,192735.00,"SOW_ESY_0048	CCTS Platforms Development and Assurance",EC3M 3JY,SUPPLIER,ecm_64699,DEAWEBEU,Asset,
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,PEPR SCHEME ADMINISTRATOR,EUNOMIA RESEARCH & CONSULTING LTD,INV-UK-005250,86985.50,Waste Management data for CPR,BS1 4QS,SUPPLIER,C17686,DEA15322,Expense,771922024
DEFRA,DEFRA,13/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS,SCIENCE FACILITIES - PROJECTS (WEYBRIDGE),NORMAN ROURKE PRYME LTD,0020098,31166.85,"NORMAN ROURKE PRYME (NRP) Defra Contract C20998 Project Management and Design for Science Estate, end date 30/09/2025. Technical Services Projects",SE1 0RF,SUPPLIER,C20998,DE008700,Asset,GB132818618
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201057726,29022.50,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201057727,39087.75,Services under the Digital Workplace Contract April 2024 - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP00134,Expense,584686581
DEFRA,DEFRA,13/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS - BUILDINGS,SCAH CAPITAL PROGRAMME,MORGAN SINDALL CONSTRUCTION & INFRASTRUCTURE,24060081,194868.38,Morgan Sindall Construction & Infrastructure Ltd. C21798. PR21 - B445/448 enabling works. 12/2/24 until 05/07/24,CV21 2DW,CIS SUPPLIER,C21798,DE029019,Asset,765 365 306
DEFRA,DEFRA,13/06/2024,IA - POA & AUC - COST - ADDITIONS,NORTHERN IRELAND DELIVERY AND SERVICE DESIGN,PALANTIR TECHNOLOGIES UK LTD,INVE00101637,101562.50,Palantir Hosting and Maintaining Foundry Platform.  Foundry Capability 2 Ongoing Capability Licence – 1st quarter payment 1 April 2024 – 30 June 2024,WC1V 7HP,SUPPLIER,21128,00000000,Asset,
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,GENESIS ONGOING IT ACTIVITY,EVIDEN,7153013817,83354.09,Genesis Application Development 1st Jan 2024 – 30th Jan 2025,WV10 6UH,SUPPLIER,C15327,DEAGENAD,Expense,GB232327983
DEFRA,DEFRA,13/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,GENESIS ONGOING IT ACTIVITY,EVIDEN,7153013816,213190.44,Genesis AMS services 1st Jan 2024 – 30th Jan 2025 Eviden,WV10 6UH,SUPPLIER,C15328,DEA10000,Expense,GB232327983
DEFRA,DEFRA,13/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS,SCIENCE FACILITIES - PROJECTS (WEYBRIDGE),CURRIE & BROWN UK LTD,124037209,52218.24,CURRIE & BROWN Defra Contract C20766 Health & Safety Service DgP Weybridge Technical Services. Provision of Health & Safety roles from 01/09/2023 to 31/03/2025.,MK9 2PQ,SUPPLIER,C20766,DE008700,Asset,737 6550 10
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,OFFICE OF CTO AND CHANGE IMPLEMENTATION,W3 PARTNERSHIP LTD,W3P_DEF240533,27540.00,From April 2024 to Sept 2024 (6 months) Live running and development costs for Defra Integration Layer,MK9 2AF,SUPPLIER,ecm_62546,00000000,Expense,
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,GROUP INFRASTRUCTURE & OPERATIONS,INSIGHT DIRECT UK LTD,2100912899,103049.27,Cloud Identity Service - bau costs from 01/06/2023 for 3 year contract,S9 2BU,SUPPLIER,ecm_66992,DEP00808,Expense,
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - END USER SOFTWARE AND HARDWARE,PARTNER RECHARGE: APHA,E S R I (UK) LTD,UK-PIN104650,32526.80,Disease Tracking Centralised APHA GIS Service option 3,HP21 7QG,SUPPLIER(1),C20152,DEP01060,Expense,787 4307 91
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,SHARED SERVICES CONTRACT MANAGEMENT,SHARED SERVICES CONNECTED LTD,100046707,43553.63,"Monthly management service charge to administer MyLeave solution for up to 29,500 Defra group staff. Jun-23 to Oct 25.",HP2 7AH,SUPPLIER,ecm_4524,00000000,Expense,171798078
DEFRA,DEFRA,14/06/2024,PPE - POA & AUC (OWNED) - COST - ADDITIONS,PROPERTY PROJECTS DEPUTY DIRECTOR'S OFFICE,BRAMBLE HUB LTD,INV-14466,29700.00,"BRAMBLE HUB: Specialist Support Services, Defra Contract C20682 end date 28/08/2025. Provision of Project Lead Consultant and Building Controls & Smart Buildings Engineering Consultant for DgP Science Estate Projects, Property Build Program",SE1 7SP,SUPPLIER,C20682,DE008700,Asset,188679823
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,SCIENCE FACILITIES - OPERATIONS  (WEYBRIDGE),BRAMBLE HUB LTD,INV-14468,33977.78,"BRAMBLE HUB: Specialist Support Services, Defra Contract C20682 end date 28/08/2025. Provision of Specialist Design Engineering Consultant and Technical Biocontainment Control Consultant for DgP Technical Services, cc 10020234.",SE1 7SP,SUPPLIER,C20682,DE008700,Expense,188679823
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201057694,44671.04,Supply of ad hoc hardware and software items under the Digital Workplace Contract during April 2024  - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP01260,Expense,584686581
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT SERVICE OPERATIONS,CSC COMPUTER SCIENCES LTD,4201057725,65080.18,Supply of ad hoc hardware and software items under the Digital Workplace Contract during April 2024  - March 2025,GU11 1PZ,SUPPLIER,ecm_52093,DEP01260,Expense,584686581
DEFRA,DEFRA,14/06/2024,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,DATA EXPLOITATION AND CAPABILITY,LANDMARK INFORMATION GROUP LTD,MI-SOL12612,37169.02,Esri Vector Services (Apr 2024) contract 52576,EX2 7HY,SUPPLIER(1),52576,DEP00616,Expense,634509735
