,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,550.00,R4000,Equipment - Purchase,12/12/2023,130410654,Environmental Services,Ground Maintenance East
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,126.00,R4000,Equipment - Purchase,12/12/2023,130410654,Environmental Services,Ground Maintenance East
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"1,211.94",R2076,Grounds Maintenance - Non Contract,11/12/2023,130408051,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,635.39,R2076,Grounds Maintenance - Non Contract,11/12/2023,130408052,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"1,400.00",R2076,Grounds Maintenance - Non Contract,11/12/2023,130408053,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"4,500.00",R2076,Grounds Maintenance - Non Contract,11/12/2023,130408054,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"2,750.00",R2076,Grounds Maintenance - Non Contract,11/12/2023,130409725,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"1,900.00",R2076,Grounds Maintenance - Non Contract,11/12/2023,130409726,Environmental Services,Arbor Scheme
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),109.93,R4308,Stationery,11/12/2023,130406654,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),69.01,R4308,Stationery,12/12/2023,130410364,Leisure Services,Bert Williams Leisure Centre
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),32.99,R4308,Stationery,13/12/2023,130409727,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),37.66,R4308,Stationery,13/12/2023,130410362,Specialist Support,Upper Pendeford Farm Short Breaks Centre
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),69.90,R4308,Stationery,13/12/2023,130408627,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),78.96,R4308,Stationery,14/12/2023,130410656,Register Office,Register Office
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),54.99,R4308,Stationery,14/12/2023,130411385,Customer Services,City Direct
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),13.98,R4308,Stationery,15/12/2023,130411382,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),34.94,R4308,Stationery,15/12/2023,130411384,Licensing,"Private Hire Vehicles			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),95.96,R4308,Stationery,15/12/2023,130411384,Licensing,"Private Hire Drivers			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),127.94,R4308,Stationery,18/12/2023,130410655,Customer Services,City Direct
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),1.20,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.76,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),4.17,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),59.97,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),0.70,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.90,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.41,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.40,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.97,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.81,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),7.98,R4308,Stationery,01/12/2023,130409897,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),130.06,R4308,Stationery,07/12/2023,130410657,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),41.94,R4308,Stationery,06/12/2023,130409728,Catering,Education Catering  General Overheads
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),60.19,R4308,Stationery,08/12/2023,130410837,Support Services,Business Support Unit
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,948.39,R4101,Provisions (Not for resale),08/12/2023,130410052,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,203.62,R4101,Provisions (Not for resale),08/12/2023,130410052,Catering,Civic Centre Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"1,495.26",R4101,Provisions (Not for resale),08/12/2023,130410049,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,569.34,R4101,Provisions (Not for resale),08/12/2023,130410049,Leisure Services,WV Active Catering
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,974.00,R4101,Provisions (Not for resale),08/12/2023,130410053,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,119.04,R4101,Provisions (Not for resale),08/12/2023,130410053,Catering,Meals on Wheels
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"60,922.81",R4101,Provisions (Not for resale),08/12/2023,130410054,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,"4,945.33",R4101,Provisions (Not for resale),08/12/2023,130410054,Catering,Education Catering  General Overheads
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,113.36,R4101,Provisions (Not for resale),11/12/2023,130410840,City Events,"Events - Bilston Town Hall 			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,49.40,R4101,Provisions (Not for resale),11/12/2023,130410838,City Events,"Events - Bilston Town Hall 			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,151.90,R4101,Provisions (Not for resale),11/12/2023,130410839,City Events,"Events - Bilston Town Hall 			"
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,803.29,R4101,Provisions (Not for resale),13/12/2023,130410051,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,523.36,R4101,Provisions (Not for resale),13/12/2023,130410051,Arts and Culture,Bantock  Tea Rooms
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,454.39,R4101,Provisions (Not for resale),18/12/2023,130410050,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,700979,Af Blakemore/Blakemore Foodservice,135.17,R4101,Provisions (Not for resale),18/12/2023,130410050,Arts and Culture,Art Gallery Tea Room
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"7,299.38",R5035,TPP - Private Nursery Education Funding,06/12/2023,191220415,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,389.00,R5035,TPP - Private Nursery Education Funding,07/12/2023,191220857,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,"4,984.25",R5035,TPP - Private Nursery Education Funding,06/12/2023,191220356,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701393,Aldersley Church Early Learning Committee,376.20,R5035,TPP - Private Nursery Education Funding,06/12/2023,191220291,Early Years,"Early Years Pupil Premium	"
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,"9,106.45",R4700,Grant Payments,18/12/2023,191225690,Central Education,High Needs Top Up Academies
INSERTED DETAIL,701394,Aldersley High Sch/Aldersley Acad Tr,"6,295.44",R4700,Grant Payments,18/12/2023,191225691,Central Education,High Needs Top Up Academies
INSERTED DETAIL,701417,All Saints Action Network Limited,"3,090.00",R5035,TPP - Private Nursery Education Funding,07/12/2023,191220858,Early Years,"Early Years Weighted Deprivation 3 and 4 Year Olds	"
INSERTED DETAIL,701417,All Saints Action Network Limited,"15,071.48",R5035,TPP - Private Nursery Education Funding,06/12/2023,191220416,Early Years,Early Years Universal Entitlement for 3 and 4 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,"20,660.85",R5035,TPP - Private Nursery Education Funding,06/12/2023,191220357,Early Years,Early Years Entitlement Funding for Disadvantaged 2 Year Olds
INSERTED DETAIL,701417,All Saints Action Network Limited,"1,000.00",R5035,TPP - Private Nursery Education Funding,14/12/2023,191224768,Early Years,Early Years SEN Inclusion Fund
INSERTED DETAIL,701417,All Saints Action Network Limited,"1,000.00",R5035,TPP - Private Nursery Education Funding,14/12/2023,191224769,Early Years,Early Years SEN Inclusion Fund
INSERTED DETAIL,701439,Allstar Business Solutions Limited,445.22,R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,4.00,R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,6.00,R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"2,388.19",R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,91.20,R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,134.66,R3000,Petrol,04/12/2023,191219259,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,34.07,R3000,Petrol,04/12/2023,191219260,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,1.90,R3000,Petrol,04/12/2023,191219260,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,"2,095.21",R3000,Petrol,04/12/2023,191219261,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,79.80,R3000,Petrol,04/12/2023,191219261,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,143.51,R3000,Petrol,04/12/2023,191219261,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,266.11,R3000,Petrol,04/12/2023,191219261,Fleet Services,Fleet Management
INSERTED DETAIL,701439,Allstar Business Solutions Limited,6.00,R3000,Petrol,14/12/2023,191224598,Fleet Services,Fleet Management
