,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,250.08,R2001,R&M - Departmental planned (external),14/03/2024,130419345,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,249.78,R2001,R&M - Departmental planned (external),14/03/2024,130419480,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,582.54,R2001,R&M - Departmental planned (external),14/03/2024,130419576,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,401.97,R2001,R&M - Departmental planned (external),14/03/2024,130419466,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,627.60,R2001,R&M - Departmental planned (external),14/03/2024,130419735,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Planned Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,144.34",R2001,R&M - Departmental planned (external),14/03/2024,130419598,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,274.22,R2001,R&M - Departmental planned (external),14/03/2024,130419744,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,451.82,R2001,R&M - Departmental planned (external),14/03/2024,130419986,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,338.16,R2001,R&M - Departmental planned (external),14/03/2024,130419577,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,591.65,R2001,R&M - Departmental planned (external),14/03/2024,130420002,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,415.93,R2001,R&M - Departmental planned (external),14/03/2024,130420254,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,883.20,R2001,R&M - Departmental planned (external),14/03/2024,130420255,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Planned Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,927.20",R2001,R&M - Departmental planned (external),14/03/2024,130420620,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,527.76,R2001,R&M - Departmental planned (external),14/03/2024,130420835,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,354.98,R2001,R&M - Departmental planned (external),14/03/2024,130420838,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,985.66,R2001,R&M - Departmental planned (external),14/03/2024,130420840,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,074.81",R2001,R&M - Departmental planned (external),14/03/2024,130420828,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,552.48,R2001,R&M - Departmental planned (external),14/03/2024,130420824,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,429.09,R2001,R&M - Departmental planned (external),14/03/2024,130420821,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,356.68,R2001,R&M - Departmental planned (external),14/03/2024,130420822,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,78.21,R2001,R&M - Departmental planned (external),14/03/2024,130420944,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,136.57,R2001,R&M - Departmental planned (external),14/03/2024,130421108,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),14/03/2024,130421109,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),14/03/2024,130421105,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,64.76,R2001,R&M - Departmental planned (external),14/03/2024,130421107,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,122.24,R2001,R&M - Departmental planned (external),14/03/2024,130421104,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),13/03/2024,130417956,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"11,751.45",R2001,R&M - Departmental planned (external),13/03/2024,130420619,Corporate Asset Management,Centralised Planned Maintenance
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,782.65,R2001,R&M - Departmental planned (external),12/03/2024,130410860,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,413.14,R2001,R&M - Departmental planned (external),12/03/2024,130418736,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,232.72,R2001,R&M - Departmental planned (external),12/03/2024,130419133,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,426.14,R2001,R&M - Departmental planned (external),12/03/2024,130418833,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,242.00,R2001,R&M - Departmental planned (external),12/03/2024,130418835,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,735.17,R2001,R&M - Departmental planned (external),12/03/2024,130417503,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,66.54,R2001,R&M - Departmental planned (external),12/03/2024,130420423,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,83.00,R2001,R&M - Departmental planned (external),12/03/2024,130420616,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130420609,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,218.93,R2001,R&M - Departmental planned (external),14/03/2024,130419739,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Planned Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),12/03/2024,130418540,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130415711,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,246.00,R2001,R&M - Departmental planned (external),12/03/2024,130409946,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,552.00,R2001,R&M - Departmental planned (external),12/03/2024,130409937,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),12/03/2024,130412890,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),12/03/2024,130412891,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,59.52,R2001,R&M - Departmental planned (external),12/03/2024,130414209,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),12/03/2024,130412896,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,149.86,R2001,R&M - Departmental planned (external),12/03/2024,130412893,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130413015,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,40.00,R2001,R&M - Departmental planned (external),12/03/2024,130412925,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130419132,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,535.44,R2001,R&M - Departmental planned (external),12/03/2024,130419221,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"5,066.10",R2001,R&M - Departmental planned (external),12/03/2024,130418745,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,420.59,R2001,R&M - Departmental planned (external),12/03/2024,130420420,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,72.12,R2001,R&M - Departmental planned (external),12/03/2024,130420617,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,462.00,R2001,R&M - Departmental planned (external),12/03/2024,130420827,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130420606,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,107.64,R2001,R&M - Departmental planned (external),12/03/2024,130420607,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,447.40,R2001,R&M - Departmental planned (external),12/03/2024,130420611,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),12/03/2024,130420612,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,306.15,R2001,R&M - Departmental planned (external),12/03/2024,130420427,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"20,999.63",C1100,Construction and Conversion,12/03/2024,130419991,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"3,551.17",R2001,R&M - Departmental planned (external),13/03/2024,130419734,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Planned Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"11,670.00",C1100,Construction and Conversion,13/03/2024,130409548,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"5,372.07",R2500,Fixtures and Fittings - Purchases,13/03/2024,130420253,Learning Disability Provider,Ernest Bold Court
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,104.06,R2001,R&M - Departmental planned (external),18/03/2024,130420949,Facilities Management,Caretakers Community Centre
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"3,170.00",C1100,Construction and Conversion,07/03/2024,130420257,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,153.95,R2001,R&M - Departmental planned (external),26/03/2024,130418379,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,036.00",R2001,R&M - Departmental planned (external),26/03/2024,130417281,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),26/03/2024,130418537,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,343.56,R2001,R&M - Departmental planned (external),26/03/2024,130419005,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"9,559.51",R2001,R&M - Departmental planned (external),08/03/2024,130416830,Estates and Valuations,"i10 Facilities Management	"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,388.06,R2001,R&M - Departmental planned (external),08/03/2024,130417519,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,341.99,R2001,R&M - Departmental planned (external),08/03/2024,130415414,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,246.45",R2001,R&M - Departmental planned (external),08/03/2024,130419357,Estates and Valuations,Magistrates
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,270.36,R2001,R&M - Departmental planned (external),08/03/2024,130417510,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,345.18,R2001,R&M - Departmental planned (external),08/03/2024,130417511,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,57.40,R2001,R&M - Departmental planned (external),08/03/2024,130417982,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"12,916.25",C1100,Construction and Conversion,08/03/2024,130415849,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,145.41",R2001,R&M - Departmental planned (external),08/03/2024,130419226,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"3,654.31",C1100,Construction and Conversion,08/03/2024,130419464,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,170.75,R2001,R&M - Departmental planned (external),08/03/2024,130419995,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,82.53,R2001,R&M - Departmental planned (external),08/03/2024,130420269,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),08/03/2024,130418747,Estates and Valuations,"i10 Facilities Management	"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,72.12,R2001,R&M - Departmental planned (external),08/03/2024,130419733,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,57.40,R2001,R&M - Departmental planned (external),08/03/2024,130419469,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,164.83,R2001,R&M - Departmental planned (external),08/03/2024,130419585,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,192.89,R2001,R&M - Departmental planned (external),08/03/2024,130418838,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"103,360.90",C1100,Construction and Conversion,08/03/2024,130420267,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"25,886.36",C1100,Construction and Conversion,12/03/2024,130420434,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),13/03/2024,130420834,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),13/03/2024,130420836,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"3,323.55",C1100,Construction and Conversion,13/03/2024,130418999,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"3,824.20",C1100,Construction and Conversion,13/03/2024,130419358,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,495.00,R2001,R&M - Departmental planned (external),14/03/2024,130406708,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"2,113.88",C1100,Construction and Conversion,06/03/2024,130409309,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"9,350.00",C1100,Construction and Conversion,06/03/2024,130417306,,Corporate Asset Management
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"21,612.27",R2001,R&M - Departmental planned (external),06/03/2024,130415243,Project and Works Team – Maintenance Programme,Centralised R&M
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130419479,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,177.95,R2001,R&M - Departmental planned (external),07/03/2024,130409130,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,121.59,R2001,R&M - Departmental planned (external),07/03/2024,130413357,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130413351,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,53.00,R2001,R&M - Departmental planned (external),07/03/2024,130399596,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130414700,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,333.08,R2001,R&M - Departmental planned (external),07/03/2024,130414701,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130413358,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,99.86,R2001,R&M - Departmental planned (external),07/03/2024,130414534,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,136.71,R2001,R&M - Departmental planned (external),07/03/2024,130416620,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,101.51,R2001,R&M - Departmental planned (external),07/03/2024,130416832,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,229.79,R2001,R&M - Departmental planned (external),07/03/2024,130417501,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130416864,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,72.12,R2001,R&M - Departmental planned (external),07/03/2024,130416866,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,54.56,R2001,R&M - Departmental planned (external),07/03/2024,130416867,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,105.80,R2001,R&M - Departmental planned (external),07/03/2024,130416869,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,49.28,R2001,R&M - Departmental planned (external),07/03/2024,130416870,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,105.22,R2001,R&M - Departmental planned (external),07/03/2024,130416873,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,72.12,R2001,R&M - Departmental planned (external),07/03/2024,130417518,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,81.38,R2001,R&M - Departmental planned (external),07/03/2024,130417969,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,57.40,R2001,R&M - Departmental planned (external),07/03/2024,130418742,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,"1,294.03",R2001,R&M - Departmental planned (external),07/03/2024,130419138,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,475.76,R2001,R&M - Departmental planned (external),07/03/2024,130419342,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,50.04,R2001,R&M - Departmental planned (external),07/03/2024,130419346,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130419347,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,57.40,R2001,R&M - Departmental planned (external),07/03/2024,130419349,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,57.40,R2001,R&M - Departmental planned (external),07/03/2024,130419350,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,187.78,R2001,R&M - Departmental planned (external),07/03/2024,130419351,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,178.40,R2001,R&M - Departmental planned (external),07/03/2024,130419352,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,117.61,R2001,R&M - Departmental planned (external),07/03/2024,130419359,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,99.86,R2001,R&M - Departmental planned (external),07/03/2024,130419472,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,56.55,R2001,R&M - Departmental planned (external),07/03/2024,130419473,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,42.68,R2001,R&M - Departmental planned (external),07/03/2024,130419468,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,86.84,R2001,R&M - Departmental planned (external),07/03/2024,130419465,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,56.55,R2001,R&M - Departmental planned (external),07/03/2024,130419474,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,56.55,R2001,R&M - Departmental planned (external),07/03/2024,130419475,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
INSERTED DETAIL,705542,Midwest Mechanical&ElectricalServicesLtd,78.21,R2001,R&M - Departmental planned (external),07/03/2024,130419477,Project and Works Team – Maintenance Programme,"R&M Bulk Orders - Response Maintenance			"
