query agr_getbrowser 'Monthly Spend Report (SE)',,,,,,,,,
sort,,,,,,,,,
columns,text apar_id,text xapar_id,amount,text account,text xaccount,text pay_date__1,text voucher_no,text xstr20dim_1,text xdim_1
,Supplier ID,Supplier ID(T),Amount,Account,Account(T),Payment Date,TransNo,Service(T),Cost Centre(T)
"subtotal,outline ",,,,,,,,,
INSERTED DETAIL,700044,Access To Business,"2,089.86",R4400,Services - Professional Fees,21/09/2023,130401999,Adult Education,Skills for Work
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,533.00,R4000,Equipment - Purchase,13/09/2023,130401261,Catering,Civic Centre Catering
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,98.00,R4000,Equipment - Purchase,13/09/2023,130401261,Catering,Civic Centre Catering
INSERTED DETAIL,700220,THE Acme Facilities Group Ltd,"1,364.00",R4010,Equipment - Catering,19/09/2023,130400718,Catering,Education Catering  General Overheads
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"4,300.00",R2076,Grounds Maintenance - Non Contract,13/09/2023,130398495,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"2,579.08",R2076,Grounds Maintenance - Non Contract,13/09/2023,130398496,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"2,950.00",R2076,Grounds Maintenance - Non Contract,13/09/2023,130398806,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"2,942.68",R2076,Grounds Maintenance - Non Contract,13/09/2023,130398872,Environmental Services,Arbor Scheme
INSERTED DETAIL,700264,Acorn Environmental Mgt Group Limited,"1,183.84",R2076,Grounds Maintenance - Non Contract,14/09/2023,130401025,Environmental Services,Arbor Scheme
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),50.04,R4308,Stationery,14/09/2023,130401262,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),1.44,R4308,Stationery,14/09/2023,130401262,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),11.28,R4308,Stationery,14/09/2023,130401262,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),25.98,R4308,Stationery,14/09/2023,130401262,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),3.46,R4308,Stationery,28/09/2023,130402583,Libraries,Global Budgets
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),194.11,R4308,Stationery,19/09/2023,130400869,Bereavement Services,Crematorium
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),2.05,R4308,Stationery,19/09/2023,130400869,Bereavement Services,Crematorium
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),2.54,R4308,Stationery,19/09/2023,130400869,Bereavement Services,Crematorium
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),2.82,R4308,Stationery,19/09/2023,130400869,Bereavement Services,Crematorium
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),4.20,R4308,Stationery,19/09/2023,130400869,Bereavement Services,Crematorium
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),31.98,R4308,Stationery,28/09/2023,130375673,Licensing,Licensing  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),27.98,R4308,Stationery,28/09/2023,130375673,Licensing,Licensing  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),51.96,R4308,Stationery,28/09/2023,130375673,Licensing,Licensing  General
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),23.14,R4308,Stationery,19/09/2023,130400331,Starting and Developing Well,"Starting and Developing Well			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),673.78,R4000,Equipment - Purchase,20/09/2023,130401685,Community Financial Support,Macmillan Welfare Rights Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),124.50,R4308,Stationery,20/09/2023,130401881,Special Educational Needs,SEN Sensory Inclusion
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),239.88,R4308,Stationery,29/09/2023,130397573,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),51.85,R4308,Stationery,20/09/2023,130401427,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),14.00,R4308,Stationery,20/09/2023,130401427,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),89.99,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),29.99,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),19.99,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),25.98,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.08,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),0.70,R4308,Stationery,21/09/2023,130401883,Inclusion Support,Educational Psychology Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),419.99,R4000,Equipment - Purchase,22/09/2023,130402118,Independent Living Service,Independent Living Service
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),182.91,R4308,Stationery,25/09/2023,130394223,Youth Offending,Youth Offending Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),69.98,R4308,Stationery,26/09/2023,130402001,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),77.66,R4308,Stationery,05/09/2023,130398088,Licensing,"Private Hire Drivers			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),5.64,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),72.00,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),12.70,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.80,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),6.48,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),7.30,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),13.80,R4308,Stationery,04/09/2023,130396908,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.25,R4308,Stationery,04/09/2023,130399067,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),64.80,R4308,Stationery,04/09/2023,130399545,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),6.48,R4308,Stationery,04/09/2023,130399545,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),22.49,R4308,Stationery,05/09/2023,130397571,Special Educational Needs,SEN Early Years Team
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),329.90,R4308,Stationery,08/09/2023,130400868,Licensing,"Private Hire Drivers			"
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),52.49,R4308,Stationery,08/09/2023,130396474,Support Services,Business Support Unit
INSERTED DETAIL,700341,ACS Technology Group (Business Supplies),39.98,R4308,Stationery,08/09/2023,130400871,Support Services,Business Support Unit
