Body_Code,Body_Name,Service,Posting Date,GL Code,GL Code Desc,Doc Number,Doc Net Amount,Supplier Name
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,CAP CHRGES-PRIM SCHS,24/10/2024,8441,Miscellaneous Grants to others,2201281015,"-143,037.06",Oxford Diocesan Board of Education
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 Leaning Disability,10/10/2024,5686,Residential Home Bed,3111765019,"-55,034.94",Community Homes of Intensive Care
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mainstream Res,29/10/2024,5558,Children's Placements - On-Contract,3111775063,"-53,169.60",Homes 2 Inspire Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,GYPSY & TRAVELLER SV,08/10/2024,7192,General Fees and Charges,3111763320,"-49,073.64",Anglian Water Business National
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,15/10/2024,8102,Payments to main contractor,2201277422,"-22,961.69",Milestone Infrastructure Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111764922,"-12,801.43",WT UK Opco 4 Ltd C/O Care UK
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,PLACEMENTS- RELEVANT,29/10/2024,5785,Client Lodgings and Accommodation,3111775135,"-11,973.70",Sanctuary Supported Living
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767033,"-11,421.05",The Brandon Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Fleet Recharges to Services,04/10/2024,4414,Fair Wear and Tear Repairs,2201273330,"-10,000.00",London Hire
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,High Cost INMSS Placements,18/10/2024,5537,Payments to Other Establishments,3111770227,"-8,670.28",Integrated Services Programme
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111764870,"-7,639.68",Grace Care Service Ltd T/A Burford
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST 16 SEN,14/10/2024,5537,Payments to Other Establishments,3111769553,"-7,115.58",The Propeller Academy Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767298,"-7,019.09",The Camden Society
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,10/10/2024,5686,Residential Home Bed,3111765726,"-6,964.28",Mon Choisy
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765481,"-6,452.54",Cedar Court Care Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5690,Other Support in the Community,3111764574,"-6,247.00",Turnstyle
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5686,Residential Home Bed,3111766046,"-6,200.00",Four Seasons (Headington) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765071,"-5,732.84",Heathfield House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5686,Residential Home Bed,3111766789,"-5,509.34",OSJ  - Old Station House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,10/10/2024,5686,Residential Home Bed,3111766672,"-5,307.39",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Mental Health,10/10/2024,5686,Residential Home Bed,3111765139,"-4,628.57",The Langston
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,10/10/2024,5686,Residential Home Bed,3111765209,"-4,602.85",Enstone House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767621,"-4,451.53",Uniq healthcare
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,23/10/2024,5662,Real Cost Allowance,3111772618,"-4,390.86",Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Memory & Cognition,10/10/2024,5686,Residential Home Bed,3111764864,"-4,271.43",Grace Care Service Ltd T/A Burford
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Independent Foster,23/10/2024,5561,IFA s (South Central Framework),3111772846,"-4,230.00",Nexus Fostering Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765293,"-4,138.16",Freeland House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111764980,"-3,338.56",ACER HEALTHCARE LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5686,Residential Home Bed,3111765599,"-3,320.00",Ideal Carehomes (Number One)  Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,03/10/2024,7203,Other Miscellaneous Income,3111759921,"-3,194.97",SYNTHETIC TURF MANAGEMENT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,03/10/2024,7203,Other Miscellaneous Income,3111759931,"-3,194.97",SYNTHETIC TURF MANAGEMENT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Procurement Rebates & Income,03/10/2024,7203,Other Miscellaneous Income,3111760185,"-3,194.97",SYNTHETIC TURF MANAGEMENT
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,VACANT PROPERTY,23/10/2024,4000,Council Tax,3111772870,"-3,164.61",West Oxfordshire District Council
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767112,"-3,146.78",The Brandon Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,SWIF FUNDING,24/10/2024,3100,Educational and Vocational Training,2201280825,"-3,075.00",Alasdair Cant & Associates
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Funded Nursing Care  - Over 65,10/10/2024,5692,Funded Nursing Care - Self Funder,3111765888,"-3,014.49",Barchester Healthcare Homes Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,24/10/2024,8510,Other expenses,2201280868,"-2,940.00",Asite
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767322,"-2,798.88",The Camden Society
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111764795,"-2,791.44",Bondcare (Henley) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765016,"-2,743.48",Coxwell Hall & Mews Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,9-MONTHS-2YRS WORKING PARENT,18/10/2024,5537,Payments to Other Establishments,3111770155,"-2,703.96",Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111765204,"-2,629.10",Enstone House
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LAC PUPIL PREMIUM,22/10/2024,4625,"Newspapers, Periodicals and Publications",2201279637,"-2,550.00",David Fickling Comics Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LANDLORD & TENANT,01/10/2024,3945,Rent,3111758903,"-2,522.30",Bampton Exhibition Foundation
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111764847,"-2,424.97",METHODIST HOMES
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Memory & Cognition,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765696,"-2,424.97",Mill House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,YPSH Int Prop Management,29/10/2024,5785,Client Lodgings and Accommodation,3111775104,"-2,399.17",Response Organisation
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111766515,"-2,258.94",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 Autism / Abated,10/10/2024,5686,Residential Home Bed,3111766013,"-2,249.10",Transparent Care Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 Mental Health,10/10/2024,5686,Residential Home Bed,3111765827,"-2,208.46",2 Care
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Independent Foster,02/10/2024,5559,Children's Placements Off-Contract,3111759886,"-2,008.49",Fostering UK Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111764988,"-1,978.18",METHODIST HOMES
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Mainstream Res,16/10/2024,5558,Children's Placements - On-Contract,3111769710,"-1,951.36",Discovered Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111766543,"-1,941.73",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,10/10/2024,5686,Residential Home Bed,3111767111,"-1,941.73",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111766710,"-1,940.42",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111765056,"-1,811.86",Cleeve Lodge Residential Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST18 UASC DCSF FND,02/10/2024,5573,Staying Put Payment for Young People,3111759906,"-1,758.78",Nexus Fostering Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111767113,"-1,682.83",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762496,"-1,642.45",Direct Link Care Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Under 65 Leaning Disability,10/10/2024,5686,Residential Home Bed,3111766014,"-1,592.90",Transparent Care Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111765700,"-1,545.95",Mill House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111763245,"-1,482.57",Agincare UK Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,THORNHILL P & R,28/10/2024,4861,Hired and Contracted Services,2201281780,"-1,399.50",RINGGO LIMITED
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,29/10/2024,5899,Adult Social Care - Direct Payments,3111774155,"-1,301.77",Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765371,"-1,239.12",GCH (St Katherines) Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,HFU Employment and Skills Programme,07/10/2024,2040,Agency Staff,2201273431,"-1,225.00",FRANKLIN HAMMOND LTD
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762747,"-1,174.00",Joining Hands Healthcare Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762750,"-1,174.00",Joining Hands Healthcare Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762849,"-1,174.00",Oxfordshire Crossroads
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762853,"-1,174.00",Oxfordshire Crossroads
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762855,"-1,174.00",Oxfordshire Crossroads
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Temporary Service Family Accommodation,07/10/2024,3942,Hire of Accommodation and Facilities,2201273429,"-1,166.66",The Story Museum
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5687,Nursing Home Bed,3111765697,"-1,136.51",Mill House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LIFT Control account - Early Years,30/10/2024,7190,Other Recovered Costs,3111775421,"-1,094.46",Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,MAINSTREAM-SECONDARY,09/10/2024,4330,Transport to School Activities,3111763977,"-1,080.00",Go Green Taxis
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765989,"-1,078.26",The Cotswold Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111766440,"-1,054.98",Orders of St John
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5688,Supported Living,3111767115,"-1,035.38",The Brandon Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762994,"-1,031.98",Ringstead Healthcare Limited
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,COMM DRAWDOWN FUNDNG,15/10/2024,8103,Payments to sub contractor,2201277440,-985.57,Oxford Direct Services Trading Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5685,Funded Nursing Care - OCC Placements,3111765690,-965.24,Mill House Nursing Home
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,25/10/2024,5662,Real Cost Allowance,3111773769,-934.28,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,FOSTERING MAIN,01/10/2024,5549,Fostering Allowances - OCC Rates,3111759052,-929.14,Redacted Personal Data
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,POST 16 SEN,14/10/2024,5537,Payments to Other Establishments,3111769568,-880.67,The Propeller Academy Trust
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111762015,-872.1,Calvary Care Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Care Homes - Over 65 Physical Sypport,10/10/2024,5686,Residential Home Bed,3111765162,-857.14,MARIA MALLABAND CARE GROUP
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,30/10/2024,5696,Extra Care Housing,3111775243,-800,Radis Community Care
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,LANDLORD & TENANT,10/10/2024,3980,Service Charges - Premises,2201275240,-789.61,Cherwell DC
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Learning Disability,10/10/2024,5690,Other Support in the Community,3111764565,-770.05,Turnstyle
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Corp Proc Service,22/10/2024,6567,Contract Income,3111770541,-722.14,Certas Energy UK Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home U65 Physical Support,08/10/2024,5699,Home Support – Home First,3111761959,-712.22,Calvary Care Ltd
http://statistics.data.gov.uk/id/local-authority/38,Oxfordshire County Council,Support at Home 65+ Physical Support,08/10/2024,5699,Home Support – Home First,3111763283,-712.22,Care Outlook Ltd
