,,,,January 2024 £500 spend data,,,,
,,,,,,,,
Payment Date,Transaction Number,Non recoverable VAT,Amount,Supplier,Supplier Number,Expense Type,Directorate,Service Area
15/01/2024,923730,0,700,1ST BED GUESTHOUSE,0006548800,Child Serv Section 17 Support,Children's Services,Children's Social Care
25/01/2024,923731,0,1940,1ST BED GUESTHOUSE,0006548800,Child Serv Section 17 Support,Children's Services,Children's Social Care
08/01/2024,923732,0,2400,1st steps housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
08/01/2024,923733,0,5747.93,1st Steps Housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
03/01/2024,923734,0,6500,1st Steps Housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
03/01/2024,923735,0,6705.86,1st Steps Housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
03/01/2024,923736,0,7052,1st Steps Housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
18/01/2024,923737,0,10000,1st steps housing,9999999800,Housing Rent it Right,Place,Housing and Strategic Planning
03/01/2024,923738,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923739,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
11/01/2024,923740,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
11/01/2024,923741,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
16/01/2024,923742,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
16/01/2024,923743,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
03/01/2024,923744,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923745,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923746,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923747,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
25/01/2024,923748,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
08/01/2024,923749,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
18/01/2024,923750,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
18/01/2024,923751,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
22/01/2024,923752,0,500,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923753,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
04/01/2024,923754,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
11/01/2024,923755,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
16/01/2024,923756,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
11/01/2024,923757,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
16/01/2024,923758,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
16/01/2024,923759,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
25/01/2024,923760,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
22/01/2024,923761,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
18/01/2024,923762,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
08/01/2024,923763,0,600,2 DR JOHNSON'S BUILDINGS,0010053700,Counsel Fees,Finance & Corporate,Legal and Democratic Services
