Service,Expenditure category,Narrative,Date,Net amount,Supplier name
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2123.44,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,675.68,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1182.36,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,675.64,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2026.92,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1351.28,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2702.56,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,808.36,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1520.2,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3040.4,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3069.98,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1107.93,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,555.08,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1380.09,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,764.76,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,740.12,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3453.84,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,690.76,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2411.48,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,690.76,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3108.44,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1381.52,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,690.76,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1208.84,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,7425.67,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,5533.2,Q1 Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2446.2,Apex Prime Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,882.84,Teonfa Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3314.08,Teonfa Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,534.68,Teonfa Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,533.68,Teonfa Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2094.96,Teonfa Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1376.2,All Seasons Care Services Limited
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,5200.32,Top Class Quality Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,4336.32,Top Class Quality Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,5033.28,Top Class Quality Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,799.68,Top Class Quality Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,983.04,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2664.88,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1406.5,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1223.04,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2658.96,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1681.68,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1231.8,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2453.44,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,699.76,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,844.56,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1574.24,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,3433.68,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1513.37,Topline Care Solutions Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,679.32,Topline Care Solutions Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,1224.29,Blue Angel Care Ltd (Oxfordshire)
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,721,Total Health Support and Training Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,1442,Total Health Support and Training Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,634.49,Mayfair Homecare
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,1606.48,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,777.1,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1280.64,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1212.91,All Seasons Care Services Limited
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1182.36,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1725.77,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,2214.79,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1488.67,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1483.52,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1635.96,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,884.12,Eternal Homecare Reading
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,945,Midshires Care Ltd T/A Helping Hands Newbury/Hungerford
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1336.92,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,697.27,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,2258.88,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,806.76,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,698.71,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,622.35,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1145.16,D.Osteen Ltd t/a D.Osteen Homecare Support
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,4962.5,HOUSING CARE 21
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,5027.9,HOUSING CARE 21
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,719.25,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,700,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2042.16,Q1 Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1947.24,HOUSING CARE 21
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,779.79,CARNATION DAY CARE SERVICES
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,714.69,CARNATION DAY CARE SERVICES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1345.58,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1345.58,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,779.02,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1764,"Adjoy Healthcare Ltd, Trading as SYLVIAN CARE LTD"
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,777,"Adjoy Healthcare Ltd, Trading as SYLVIAN CARE LTD"
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2667.24,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,918.95,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2040.08,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2648.4,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,932.99,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,666.7,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,757.1,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,638.45,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1423.8,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,519.8,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,519.8,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,689.3,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,657.76,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2079.2,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,678,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3152.7,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1017,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,951.36,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,687.09,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1808.39,Chrysalis Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,973.06,Your Serenity Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1981.56,Your Serenity Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2055.71,Address Enterprise Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1400.58,Address Enterprise Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1197.27,Address Enterprise Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,948.8,Address Enterprise Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3484.64,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1762.8,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1175.34,Noubles Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,610.74,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1724.46,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4800.52,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,2473.63,Address Enterprise Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2553.34,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,542.74,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1260,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,750,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,625,Proxycare Personnel Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,605,Proxycare Personnel Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1140.15,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,914.12,Care @ Home Newbury Ltd
Adult Social Care,Third Party Payments,Private Contractors,45128.46685853009,830,Proxycare Personnel Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,548.96,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,1090.76,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,677.63,MAKAI CARE LTD
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,542.93,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,773,"Adjoy Healthcare Ltd, Trading as SYLVIAN CARE LTD"
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1486.8,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,778.52,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,844.6,Total Health Support and Training Services Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,542.4,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1683.7,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1855.52,I.V Care Limited t/a Good Oaks Home Care (Reading)
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,700.5,D.Osteen Ltd t/a D.Osteen Homecare Support
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,2794.48,Your Serenity Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,653.4,Home Helpers Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3600,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,2558.57,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,2558.57,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1513.36,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,1250.53,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,746.41,Blue Angel Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,2081.22,JC99 Ltd T/A Visiting Angels
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,675.64,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,1461.7,Abi-support Ltd
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,591.18,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45133.46726701389,506.73,Eniro Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3517.4,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4251.28,Gracewell Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3120,Navara Lodge
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1954.9,Harino Care Limited
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,885.8,Apex Prime Care Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4396.16,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3076.48,Quality Care (Wales) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3902.6,Fidelity Healthcare Ltd t/a Marlborough Lodge Care Home
Adult Social Care,Third Party Payments,Private Contractors,45126.39624938658,5062.08,Allied Health-Services Ltd T/A Allied Healthcare
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,616.52,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,844.76,INDEPENDENCE WITH DIGNITY SUPPORT SERVICES LTD
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,616.52,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,1274.76,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,566.56,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,991.48,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,566.56,All-Care (GB) Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,8136.6,Renovo Farnborough Ltd
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3083.52,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3801.6,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3517.4,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3517.4,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3517.4,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,3484.8,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,4224,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,4646.4,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45112.38949976852,5000,FOUR SEASONS 2000 LTD HUNGERFORD CARE CENTRE
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3751.44,CARE UK Community Partnerships Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3888.21,CARE UK Community Partnerships Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,6257.58,CARE UK Community Partnerships Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5580,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3980,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3980,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4087.48,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5627.72,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3385.72,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,6280.23,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5336.52,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4469.4,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4382.76,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4368.6,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4368.6,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4412.12,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4603.4,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5400,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3980,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3980,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5156.84,BUPA Care Services
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4646.4,WESSEX LODGE NURSING HOME
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3913.48,Northcourt Lodge Residential Care Home Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3780.08,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3780.08,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3779.36,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3902.6,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3902.6,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3779.36,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3779.36,LARCHWOOD CARE HOMES (SOUTH) T/A HOLLIES
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,3470.44,AMS Care Wiltshire Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5943.12,MARNEL LODGE
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5639.44,CHERRY BLOSSOM MANOR CARE HOME
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,5068.8,Porthaven Care Homes (Savernake View Care Home)
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4747.32,Gracewell Healthcare Ltd
Adult Social Care,Third Party Payments,Private Contractors,45119.52661608796,4108,Gracewell Healthcare Ltd
