* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Vehicle Purchase,45086,3802.21,INTOMOVE LTD
Police - Surgeons,45086,121864.71,HCRG MEDICAL SERVICES
Police - Surgeons,45086,121864.71,HCRG MEDICAL SERVICES
Window Cleaning,45086,714,GWCC
Window Cleaning,45086,811.72,GWCC
Training Expenses (External),45086,4251.3,APPLIED CRIMINOLOGY ASSOCIATES
Police Reactive Maintenance - Building Services,45086,668.02,E-TEC ELECTRICAL LTD
Ext  Adapt  Improv  Etc,45086,949,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45086,2874.29,E-TEC ELECTRICAL LTD
Ext  Adapt  Improv  Etc,45086,33840,E-TEC ELECTRICAL LTD
Training Expenses (External),45086,3360,ENLIGHTEN TRAINING & CONSULTANCY LTD
Fixture & Fittings - General,45086,791.75,EDMUNDSON ELECTRICAL LTD
Clothing & Uniform,45086,1739.15,EDGAR BROTHERS
Catering Service (External),45086,651.5,EASTERN SHIRES PURCHASING ORGANISATION
Catering Service (External),45086,649.5,EASTERN SHIRES PURCHASING ORGANISATION
Furniture (Purchase),45086,1115.9,EASTERN SHIRES PURCHASING ORGANISATION
Police - Optical Fees Eye Tests,45086,2300,DUNCAN & TODD T/A SMART EMPLOYEE EYECARE
Police - Other Third Party Payments,45086,7875,DRINKSAFE
Police - Pathologists Fees,45086,680,DR D HURRELL
Hire of Transport,45086,515.48,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45086,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45086,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45086,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45086,538.44,ARNOLD CLARK CAR & VAN RENTAL
Hire of Transport,45086,538.44,ARNOLD CLARK CAR & VAN RENTAL
Stationery,45086,1545,CRITIQOM LTD
Training Expenses (External),45086,1155.01,COLLEGE OF POLICING
Training Expenses (External),45086,1346.5,COLLEGE OF POLICING
Consolidated invoice suspense,45086,5304.34,CLARITY TRAVEL LIMITED
Consolidated invoice suspense,45086,4425.51,CLARITY TRAVEL LIMITED
Police - Vehicle Workshop Parts,45086,694.78,CICELEY COMMERCIALS LTD [227519]
Police - Vehicle Workshop Parts,45086,2307.32,CICELEY COMMERCIALS LTD [227519]
Police - Other Third Party Payments,45086,1249.69,CHILD ACTION NORTHWEST
Police - Other Third Party Payments,45086,941.63,CHILD ACTION NORTHWEST
Police - FSS,45086,3573,CELLMARK
Hire of Transport,45086,1044,CAR-PORT UK
Hire of Transport,45086,4593,CAR-PORT UK
Hire of Transport,45086,3348,CAR-PORT UK
Hire of Transport,45086,783,CAR-PORT UK
Hire of Transport,45086,1044,CAR-PORT UK
Exchange Phones,45086,2184.98,BT UK BUSINESS ACCOUNTS
Exchange Phones,45086,714.8000000000001,BT UK BUSINESS ACCOUNTS
Exchange Phones,45086,6979.38,BT UK BUSINESS ACCOUNTS
Exchange Phones,45086,2324.48,BT UK BUSINESS ACCOUNTS
Exchange Phones,45086,2625.74,BT UK BUSINESS ACCOUNTS
Police - Damage to Property / Boarding Up,45086,3823.2,BOING RAPID SECURE LTD
Police - Other Third Party Payments,45086,2991.4,BLACKPOOL FC COMMUNITY TRUST
Police - Other Third Party Payments,45086,3017.5,BLACKPOOL FC COMMUNITY TRUST
Police - Detained Persons - Meals / Refreshments,45086,1053.65,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45086,1950,BIDFOOD
Police - Detained Persons - Meals / Refreshments,45086,1433.97,BIDFOOD
Police Reactive Maintenance - Building Services,45086,507.25,BID GROUP LTD
Clothing & Uniform,45086,3108,B K S LEATHER
Lump Sum,45086,1219.77,AVC WISE LTD
Equipment General,45086,725,AUTOSCAN STORAGE SYSTEMS
Ext  Adapt  Improv  Etc,45086,4968.28,ASSA ABLOY SECURITY DOORS
Photocopying,45093,59913.14999999999,XEROX (UK) LTD
Vehicle Purchase,45093,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45093,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Vehicle Purchase,45093,30765.28,VOLKSWAGEN GROUP UNITED KINGDOM LTD
Catering Service (External),45093,1544.91,TURNER PRICE LTD
Catering Service (External),45093,2146.4700000000003,TURNER PRICE LTD
Catering Service (External),45093,774.99,TIFFIN SANDWICHES LTD
Police - Counselling,45093,880,THIRD PARTY SUPPLIER
Training Expenses (External),45093,4263,THIRD PARTY SUPPLIER
ICT Stock / Stores,45093,2959.1,THIRD PARTY SUPPLIER
Window Cleaning,45093,577.31,THIRD PARTY SUPPLIER
Agency Staff,45093,674.66,ACHIEVA GROUP LTD
Equipment,45093,12314.66,THIRD PARTY SUPPLIER
ICT Stock / Stores,45093,1561.5,THIRD PARTY SUPPLIER
Computer Licences,45093,3453.62,THIRD PARTY SUPPLIER
Computer Data Network,45093,554.64,THIRD PARTY SUPPLIER
Computer Data Network,45093,1252.58,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45093,1033.36,THIRD PARTY SUPPLIER
Police - Other Third Party Payments,45093,71712,THE POLICE AND CRIME COMMISSIONER FOR NORTH WALES
IT Consultancy,45093,9000,THE BRIDGE (IT RECRUITMENT) LIMITED
Police - Vehicle Workshop Parts,45093,895,SYNETIQ LIMITED
Police - Planned Preventative Maintenance,45093,1241,STULZ UK LTD
Police - Vehicle Workshop Parts,45093,823.07,STELLANTIS &YOU PARTS NORTH WEST (FORMERLY ROBINS & DAY)
Police - Vehicle Workshop Parts,45093,1547.3,STELLANTIS &YOU PARTS NORTH WEST (FORMERLY ROBINS & DAY)
Police - Vehicle Workshop Parts,45093,998.04,STELLANTIS &YOU PARTS NORTH WEST (FORMERLY ROBINS & DAY)
Programmed Service Contracts,45093,8761,SPECIALIST POWER SYSTEMS LTD
Police Reactive Maintenance - Building Services,45093,1684.3,SECURITY SOLUTIONS
Equipment General,45093,859.9000000000001,SCENESAFE
Equipment General,45093,2455.32,SCENESAFE
Equipment General,45093,770.3,SCENESAFE
Computer Hardware,45093,764.68,SCC
Postage & Carriage,45093,4567.4,ROYAL MAIL NW & NW
Consultant Fees,45093,80000,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45093,1254,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45093,43472,REED SPECIALIST RECRUITMENT LTD
Consultant Fees,45093,42218,REED SPECIALIST RECRUITMENT LTD
Police - Pathologists Fees,45093,3034.63,ALISON ARMOUR
Police - Pathologists Fees,45093,3013.03,ALISON ARMOUR
Police - Other Third Party Payments,45093,664,ALIVE NETWORK
Consolidated invoice suspense,45093,140943.17,REED CALIFORNIA
Consolidated invoice suspense,45093,144105.68,REED CALIFORNIA
Training Expenses (External),45093,2115,QA LTD
Programmed Service Contracts,45093,1976.75,PUMP SERVICE AND ENGINEERING LTD
Police - Other Third Party Payments,45093,5335,PRESTON MARRIOTT HOTEL
Police - Other Third Party Payments,45093,4445.83,PRESTON MARRIOTT HOTEL
Police - Other Third Party Payments,45093,575,PRESTON GRASSHOPPERS RUGBY FOOTBALL CLUB LTD
Police - Other Third Party Payments,45093,575,PRESTON GRASSHOPPERS RUGBY FOOTBALL CLUB LTD
Police - Planned Preventative Maintenance,45093,1480,PREMIER OF LYTHAM  LTD
Police - Planned Preventative Maintenance,45093,4090,PREMIER OF LYTHAM  LTD
Police Reactive Maintenance - Building Services,45093,604.6,PREMIER OF LYTHAM  LTD
Police - UWS,45093,44795.07,POLICE AND CRIME COMMISSIONER FOR CHESHIRE
Training Expenses (External),45093,1114.15,POLICE AND CRIME COMMISSIONER FOR AVON & SOMERSET
Training Expenses (External),45093,2912.5,PLUXEE UK LTD (FORMERLY SODEXO LTD)
Cleaning & Domestic General,45093,2480.69,PHS GROUP PLC
Cleaning & Domestic General,45093,2677.4900000000007,PHS GROUP PLC
Cleaning & Domestic General,45093,3829.7400000000007,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45093,1876.29,PHS GROUP PLC
Cleaning & Domestic General,45093,1876.29,PHS GROUP PLC
Cleaning & Domestic General,45093,1908.3699999999997,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45093,1918.98,PHS GROUP PLC
Cleaning & Domestic General,45093,1923.01,PHS GROUP PLC
Police - Waste Collection Charges - Clinical,45093,1718.9699999999998,PHS GROUP PLC
Police - Vehicle Workshop Parts,45093,1287.51,PARTS PLUS
Agency Staff,45093,1289.4,OCCUPATIONAL HEALTH STAFFING LTD
Agency Staff,45093,1310.89,OCCUPATIONAL HEALTH STAFFING LTD
Police - Other Third Party Payments,45093,1381.18,NEW ERA FOUNDATION
Police - Other Third Party Payments,45093,1382,NEW ERA FOUNDATION
Police - Horse Expenses,45093,756.97,ANIMAL RELATED SERVICES
Police - Horse Expenses,45093,928.8,ANIMAL RELATED SERVICES
Police - Dog Expenses,45093,750,ANIMAL RELATED SERVICES
Equipment General,45093,500,MODUFLEX
Police - Scientific Support Equipment,45093,824,LGC LTD
Rents - General,45093,2471.33,LANCASHIRE COUNTY DEVELOPMENTS (PROPERTY) LTD
Police - Other Third Party Payments,45093,24657.12,LANCASHIRE COUNTY COUNCIL (200398)
Police - Planned Preventative Maintenance,45093,3162,KENDRA ENERGY SOLUTIONS LTD
Waste Collection Charges,45093,720,JACKSON SKIPS & RECYCLING LTD
PCC Commissioning - Public Protection,45093,5000,HYNDBURN BOROUGH COUNCIL
Furniture - H&S,45093,976,GRESHAM OFFICE FURNITURE LTD
Police - Other Third Party Payments,45093,10256.2,GREATER MANCHESTER COMBINED AUTHORITY - GMP
Police - Other Specialist Operational Equipment,45093,2287.4,GMK LTD
Police Reactive Maintenance - Building Services,45093,1243.1,E-TEC ELECTRICAL LTD
Police Reactive Maintenance - Building Services,45093,1724.54,E-TEC ELECTRICAL LTD
Training Expenses (External),45093,2800,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45093,1960,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45093,4880,ENLIGHTEN TRAINING & CONSULTANCY LTD
Training Expenses (External),45093,3080,ENLIGHTEN TRAINING & CONSULTANCY LTD
Police - Trainer/Lecturer Fees,45093,3360,ENLIGHTEN TRAINING & CONSULTANCY LTD
Road Fund Licences,45093,2500,DVLA SWANSEA
Partnership Grants,45093,13501.25,CRIMESTOPPERS
Police - Other Third Party Payments,45093,2799.52,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45093,3098.18,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45093,2800,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45093,2709.42,CLARETS IN THE COMMUNITY LTD
Police - Other Third Party Payments,45093,2800,CLARETS IN THE COMMUNITY LTD
Police - Detained Persons - Other Expenses,45093,1296.2,CHARLES FELLOWS SUPPLIES LTD
Police - Detained Persons - Other Expenses,45093,3195,CHARLES FELLOWS SUPPLIES LTD
Police - FSS,45093,1030,CELLMARK
Police - FSS,45093,3563,CELLMARK
Police - FSS,45093,10126.6,CELLMARK
Police - FSS,45093,1037,CELLMARK
Police Reactive Maintenance - Building Fabric,45093,712,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Fabric,45093,1255,CCH JOINERY (PRESTON) LTD
Police Reactive Maintenance - Building Fabric,45093,592,CCH JOINERY (PRESTON) LTD
Police - Other Third Party Payments,45093,2300,BRR CONSULTING LTD
Training Expenses (External),45093,2044.1,BOND SOLON TRAINING LTD
Police Reactive Maintenance - Building Fabric,45093,4738.36,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45093,772.3600000000001,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Services,45093,862.35,ASHTON JOINERY & BUILDING SERVICES LTD
Police Reactive Maintenance - Building Fabric,45093,787.96,ASHTON JOINERY & BUILDING SERVICES LTD
Ext  Adapt  Improv  Etc,45093,16248.5,ASHTON JOINERY & BUILDING SERVICES LTD
