* Expenditure Category,* Date,TOTAL,* SUPPLIER FINAL
Police - Mobile Data,45170,6199.6,EVERYTHING EVERYWHERE LTD,451706199.6EVERYTHING EVERYWHERE LTD,451706199.6EVERYTHING EVERYWHERE LTD,1
Police - Mobile Data,45170,8830.39,EVERYTHING EVERYWHERE LTD,451708830.39EVERYTHING EVERYWHERE LTD,451708830.39EVERYTHING EVERYWHERE LTD,1
Telecommunications Equipment,45170,500,EVERYTHING EVERYWHERE LTD,45170500EVERYTHING EVERYWHERE LTD,45170500EVERYTHING EVERYWHERE LTD,1
Police - Horse Expenses,45170,1360,ANIMAL RELATED SERVICES,451701360ANIMAL RELATED SERVICES,451701360ANIMAL RELATED SERVICES,1
Police - Horse Expenses,45170,514.2300000000001,ANIMAL RELATED SERVICES,45170514.23ANIMAL RELATED SERVICES,45170514.23ANIMAL RELATED SERVICES,1
Police - Other Investigative Expenses,45170,600,ELLIOTT FORENSIC CONSULTING LTD,45170600ELLIOTT FORENSIC CONSULTING LTD,45170600ELLIOTT FORENSIC CONSULTING LTD,1
Police - Firearms Ammunition,45170,3500,EDGAR BROTHERS,451703500EDGAR BROTHERS,451703500EDGAR BROTHERS,1
Police - Other Specialist Operational Equipment,45170,1272,EDGAR BROTHERS,451701272EDGAR BROTHERS,451701272EDGAR BROTHERS,1
Police - Other Specialist Operational Equipment,45170,1595.22,EDGAR BROTHERS,451701595.22EDGAR BROTHERS,451701595.22EDGAR BROTHERS,1
Equipment General,45170,597.8,DRAEGER SAFETY UK LTD,45170597.8DRAEGER SAFETY UK LTD,45170597.8DRAEGER SAFETY UK LTD,1
Equipment General,45170,1304,COLLINS & SONS LOCKSMITHS,451701304COLLINS & SONS LOCKSMITHS,451701304COLLINS & SONS LOCKSMITHS,1
Police - Detained Persons - Other Expenses,45170,1953,CHILD ACTION NORTHWEST,451701953CHILD ACTION NORTHWEST,451701953CHILD ACTION NORTHWEST,1
Police - Other Third Party Payments,45170,1145.06,CHILD ACTION NORTHWEST,451701145.06CHILD ACTION NORTHWEST,451701145.06CHILD ACTION NORTHWEST,1
Police - Other Third Party Payments,45170,1336.88,CHILD ACTION NORTHWEST,451701336.88CHILD ACTION NORTHWEST,451701336.88CHILD ACTION NORTHWEST,1
Police - Other Third Party Payments,45170,1307.81,CHILD ACTION NORTHWEST,451701307.81CHILD ACTION NORTHWEST,451701307.81CHILD ACTION NORTHWEST,1
Police - Detained Persons - Other Expenses,45170,5112,CHARLES FELLOWS SUPPLIES LTD,451705112CHARLES FELLOWS SUPPLIES LTD,451705112CHARLES FELLOWS SUPPLIES LTD,1
Police - FSS,45170,4841.1,CELLMARK,451704841.1CELLMARK,451704841.1CELLMARK,1
Police - FSS,45170,4647.5,CELLMARK,451704647.5CELLMARK,451704647.5CELLMARK,1
Police - Other Third Party Payments,45170,2500,CALAMAT LTD,451702500CALAMAT LTD,451702500CALAMAT LTD,1
Police - Other Third Party Payments,45170,6080,CALAMAT LTD,451706080CALAMAT LTD,451706080CALAMAT LTD,1
Equipment General,45170,2240.48,BOXES AND PACKAGING (MANCHESTER) LIMITED,451702240.48BOXES AND PACKAGING (MANCHESTER) LIMITED,451702240.48BOXES AND PACKAGING (MANCHESTER) LIMITED,1
Equipment General,45170,1906,BLACKPOOL COUNCIL,451701906BLACKPOOL COUNCIL,451701906BLACKPOOL COUNCIL,1
Police - Detained Persons - Meals / Refreshments,45170,1163.42,BIDFOOD,451701163.42BIDFOOD,451701163.42BIDFOOD,1
Clothing & Uniform,45170,3138,B K S LEATHER,451703138B K S LEATHER,451703138B K S LEATHER,1
Clothing & Uniform,45170,3183,B K S LEATHER,451703183B K S LEATHER,451703183B K S LEATHER,2
Clothing & Uniform,45170,3183,B K S LEATHER,451703183B K S LEATHER,451703183B K S LEATHER,2
Equipment General,45170,3596.5,AVR GROUP LIMITED,451703596.5AVR GROUP LIMITED,451703596.5AVR GROUP LIMITED,1
Police Reactive Maintenance - Building Fabric,45170,1325.43,AUSTIN WATSON,451701325.43AUSTIN WATSON,451701325.43AUSTIN WATSON,1
Hire of Transport,45170,538.44,ARNOLD CLARK CAR & VAN RENTAL,45170538.44ARNOLD CLARK CAR & VAN RENTAL,45170538.44ARNOLD CLARK CAR & VAN RENTAL,1
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Vehicle Purchase,45175,28015.4,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517528015.4VOLKSWAGEN GROUP UNITED KINGDOM LTD,7
Police - Mobile Data,45175,750,VODAFONE LTD (215385),45175750VODAFONE LTD (215385),45175750VODAFONE LTD (215385),1
Consultant Fees,45175,22738.13,VICTIM SUPPORT LANCASHIRE,4517522738.13VICTIM SUPPORT LANCASHIRE,4517522738.13VICTIM SUPPORT LANCASHIRE,1
Catering Service (External),45175,680.74,TURNER PRICE LTD,45175680.74TURNER PRICE LTD,45175680.74TURNER PRICE LTD,1
Catering Service (External),45175,512.47,TURNER PRICE LTD,45175512.47TURNER PRICE LTD,45175512.47TURNER PRICE LTD,1
Catering Service (External),45175,1591.44,TURNER PRICE LTD,451751591.44TURNER PRICE LTD,451751591.44TURNER PRICE LTD,1
Catering Service (External),45175,580.7,TURNER PRICE LTD,45175580.7TURNER PRICE LTD,45175580.7TURNER PRICE LTD,1
Catering Service (External),45175,654.05,TIFFIN SANDWICHES LTD,45175654.05TIFFIN SANDWICHES LTD,45175654.05TIFFIN SANDWICHES LTD,1
Police - Scientific Support Equipment,45175,570,THIRD PARTY SUPPLIER,45175570THIRD PARTY SUPPLIER,45175570THIRD PARTY SUPPLIER,1
Window Cleaning,45175,718.96,THIRD PARTY SUPPLIER,45175718.96THIRD PARTY SUPPLIER,45175718.96THIRD PARTY SUPPLIER,1
Police - Counselling,45175,1120,THIRD PARTY SUPPLIER,451751120THIRD PARTY SUPPLIER,451751120THIRD PARTY SUPPLIER,1
Police - Counselling,45175,1520,THIRD PARTY SUPPLIER,451751520THIRD PARTY SUPPLIER,451751520THIRD PARTY SUPPLIER,1
Police - Counselling,45175,1400,THIRD PARTY SUPPLIER,451751400THIRD PARTY SUPPLIER,451751400THIRD PARTY SUPPLIER,1
Police - Other Third Party Payments,45175,2408.16,THE COPYRIGHT LICENSING AGENCY LIMITED,451752408.16THE COPYRIGHT LICENSING AGENCY LIMITED,451752408.16THE COPYRIGHT LICENSING AGENCY LIMITED,1
IT Consultancy,45175,140225,THE BRIDGE (IT RECRUITMENT) LIMITED,45175140225THE BRIDGE (IT RECRUITMENT) LIMITED,45175140225THE BRIDGE (IT RECRUITMENT) LIMITED,1
Delegated Grounds Maintenance,45175,586.42,SOCIETE GENERALE EQUIPMENT FINANCE LTD,45175586.42SOCIETE GENERALE EQUIPMENT FINANCE LTD,45175586.42SOCIETE GENERALE EQUIPMENT FINANCE LTD,1
Water,45175,21390.629999999994,SCOTTISH WATER BUSINESS STREAM,4517521390.63SCOTTISH WATER BUSINESS STREAM,4517521390.63SCOTTISH WATER BUSINESS STREAM,1
Water,45175,3110.19,SCOTTISH WATER BUSINESS STREAM,451753110.19SCOTTISH WATER BUSINESS STREAM,451753110.19SCOTTISH WATER BUSINESS STREAM,1
Equipment General,45175,3792.89,SCENESAFE,451753792.89SCENESAFE,451753792.89SCENESAFE,1
Equipment General,45175,1539,SCENESAFE,451751539SCENESAFE,451751539SCENESAFE,1
Equipment General,45175,891,SCENESAFE,45175891SCENESAFE,45175891SCENESAFE,1
Equipment General,45175,1024.8899999999999,SCENESAFE,451751024.89SCENESAFE,451751024.89SCENESAFE,1
Equipment General,45175,965,SCENESAFE,45175965SCENESAFE,45175965SCENESAFE,1
Computer Licences,45175,6852.58,SCC,451756852.58SCC,451756852.58SCC,1
Consultant Fees,45175,8224.67,REED SPECIALIST RECRUITMENT LTD,451758224.67REED SPECIALIST RECRUITMENT LTD,451758224.67REED SPECIALIST RECRUITMENT LTD,1
Police - Other Third Party Payments,45175,1041.67,AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,1095,AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,3016,AFC FYLDE COMMUNITY FOUNDATION,451753016AFC FYLDE COMMUNITY FOUNDATION,451753016AFC FYLDE COMMUNITY FOUNDATION,1
Police - Other Third Party Payments,45175,1095,AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,1041.67,AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,1095,AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,451751095AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,1041.67,AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,451751041.67AFC FYLDE COMMUNITY FOUNDATION,3
Police - Other Third Party Payments,45175,3065,AFC FYLDE COMMUNITY FOUNDATION,451753065AFC FYLDE COMMUNITY FOUNDATION,451753065AFC FYLDE COMMUNITY FOUNDATION,1
Police Reactive Maintenance - Building Services,45175,1476.44,PREMIER OF LYTHAM  LTD,451751476.44PREMIER OF LYTHAM  LTD,451751476.44PREMIER OF LYTHAM  LTD,1
Police - Firearms Ammunition,45175,6275,POINT SOUTH LIMITED,451756275POINT SOUTH LIMITED,451756275POINT SOUTH LIMITED,1
Police - Waste Collection Charges - Clinical,45175,1857.4399999999998,PHS GROUP PLC,451751857.44PHS GROUP PLC,451751857.44PHS GROUP PLC,1
Police - Vehicle Workshop Parts,45175,26760.47,OECONNECTION LTD,4517526760.47OECONNECTION LTD,4517526760.47OECONNECTION LTD,1
Agency Staff,45175,816.62,OCCUPATIONAL HEALTH STAFFING LTD,45175816.62OCCUPATIONAL HEALTH STAFFING LTD,45175816.62OCCUPATIONAL HEALTH STAFFING LTD,1
Consultant Fees,45175,112932.25,NHS LANCASHIRE AND SOUTH CUMBRIA ICB,45175112932.25NHS LANCASHIRE AND SOUTH CUMBRIA ICB,45175112932.25NHS LANCASHIRE AND SOUTH CUMBRIA ICB,1
Training Expenses (External),45175,1120,NDORS TRAINER,451751120NDORS TRAINER,451751120NDORS TRAINER,1
Training Expenses (External),45175,814,NDORS TRAINER,45175814NDORS TRAINER,45175814NDORS TRAINER,2
Training Expenses (External),45175,1280,NDORS TRAINER,451751280NDORS TRAINER,451751280NDORS TRAINER,2
Training Expenses (External),45175,567,NDORS TRAINER,45175567NDORS TRAINER,45175567NDORS TRAINER,1
Training Expenses (External),45175,814,NDORS TRAINER,45175814NDORS TRAINER,45175814NDORS TRAINER,2
Training Expenses (External),45175,2240,NDORS TRAINER,451752240NDORS TRAINER,451752240NDORS TRAINER,1
Training Expenses (External),45175,647,NDORS TRAINER,45175647NDORS TRAINER,45175647NDORS TRAINER,1
Training Expenses (External),45175,1701,NDORS TRAINER,451751701NDORS TRAINER,451751701NDORS TRAINER,1
Training Expenses (External),45175,1280,NDORS TRAINER,451751280NDORS TRAINER,451751280NDORS TRAINER,2
Training Expenses (External),45175,2581,NDORS TRAINER,451752581NDORS TRAINER,451752581NDORS TRAINER,1
Training Expenses (External),45175,880,NDORS TRAINER,45175880NDORS TRAINER,45175880NDORS TRAINER,1
Police - Mutual assistance,45175,518.61,MERSEYSIDE POLICE AUTHORITY,45175518.61MERSEYSIDE POLICE AUTHORITY,45175518.61MERSEYSIDE POLICE AUTHORITY,1
Police - Mutual assistance,45175,1707.68,MERSEYSIDE POLICE AUTHORITY,451751707.68MERSEYSIDE POLICE AUTHORITY,451751707.68MERSEYSIDE POLICE AUTHORITY,1
Police - Other Third Party Payments,45175,984.96,LANCASHIRE POLICE FEDERATION,45175984.96LANCASHIRE POLICE FEDERATION,45175984.96LANCASHIRE POLICE FEDERATION,1
Building Cleaning Contract (External),45175,105569.45000000007,LANCASHIRE COUNTY COUNCIL (200398),45175105569.45LANCASHIRE COUNTY COUNCIL (200398),45175105569.45LANCASHIRE COUNTY COUNCIL (200398),1
Police  - Additional Cleaning,45175,8798.86,LANCASHIRE COUNTY COUNCIL (200398),451758798.86LANCASHIRE COUNTY COUNCIL (200398),451758798.86LANCASHIRE COUNTY COUNCIL (200398),1
Police Reactive Maintenance - Building Services,45175,649.97,JAMES HARGREAVES (PLUMBERS' MERCHANTS) LTD,45175649.97JAMES HARGREAVES (PLUMBERS' MERCHANTS) LTD,45175649.97JAMES HARGREAVES (PLUMBERS' MERCHANTS) LTD,1
Police - Horse Expenses,45175,529.28,ANIMAL RELATED SERVICES,45175529.28ANIMAL RELATED SERVICES,45175529.28ANIMAL RELATED SERVICES,1
Police - Trainer/Lecturer Fees,45175,1680,ENLIGHTEN TRAINING & CONSULTANCY LTD,451751680ENLIGHTEN TRAINING & CONSULTANCY LTD,451751680ENLIGHTEN TRAINING & CONSULTANCY LTD,1
Police - Trainer/Lecturer Fees,45175,1400,ENLIGHTEN TRAINING & CONSULTANCY LTD,451751400ENLIGHTEN TRAINING & CONSULTANCY LTD,451751400ENLIGHTEN TRAINING & CONSULTANCY LTD,1
Agency Staff,45175,675,DRS. DIRECT,45175675DRS. DIRECT,45175675DRS. DIRECT,1
Police - Other Investigative Expenses,45175,585,DR STUART BRODY,45175585DR STUART BRODY,45175585DR STUART BRODY,1
Consolidated invoice suspense,45175,1291.77,CLARITY TRAVEL LIMITED,451751291.77CLARITY TRAVEL LIMITED,451751291.77CLARITY TRAVEL LIMITED,1
Consolidated invoice suspense,45175,3585.21,CLARITY TRAVEL LIMITED,451753585.21CLARITY TRAVEL LIMITED,451753585.21CLARITY TRAVEL LIMITED,1
Hire of Transport,45175,679.9300000000001,CAR-PORT UK,45175679.93CAR-PORT UK,45175679.93CAR-PORT UK,1
Hire of Transport,45175,783,CAR-PORT UK,45175783CAR-PORT UK,45175783CAR-PORT UK,2
Hire of Transport,45175,4437,CAR-PORT UK,451754437CAR-PORT UK,451754437CAR-PORT UK,1
Hire of Transport,45175,783,CAR-PORT UK,45175783CAR-PORT UK,45175783CAR-PORT UK,2
Exchange Phones,45175,6954.969999999999,BT UK BUSINESS ACCOUNTS,451756954.97BT UK BUSINESS ACCOUNTS,451756954.97BT UK BUSINESS ACCOUNTS,1
Police - Exchanges Phones - Call Charges,45175,2185.09,BT UK BUSINESS ACCOUNTS,451752185.09BT UK BUSINESS ACCOUNTS,451752185.09BT UK BUSINESS ACCOUNTS,1
Exchange Phones,45175,2345.73,BT UK BUSINESS ACCOUNTS,451752345.73BT UK BUSINESS ACCOUNTS,451752345.73BT UK BUSINESS ACCOUNTS,1
Exchange Phones,45175,705.54,BT UK BUSINESS ACCOUNTS,45175705.54BT UK BUSINESS ACCOUNTS,45175705.54BT UK BUSINESS ACCOUNTS,1
Exchange Phones,45175,2656.69,BT UK BUSINESS ACCOUNTS,451752656.69BT UK BUSINESS ACCOUNTS,451752656.69BT UK BUSINESS ACCOUNTS,1
Police - Other Specialist Operational Equipment,45175,2716,ARCO LTD,451752716ARCO LTD,451752716ARCO LTD,1
Police - Detained Persons - Meals / Refreshments,45175,2272.9,BIDFOOD,451752272.9BIDFOOD,451752272.9BIDFOOD,1
Lump Sum,45175,1713.27,AVC WISE LTD,451751713.27AVC WISE LTD,451751713.27AVC WISE LTD,1
Police Reactive Maintenance - Building Fabric,45175,3762,ASHTON JOINERY & BUILDING SERVICES LTD,451753762ASHTON JOINERY & BUILDING SERVICES LTD,451753762ASHTON JOINERY & BUILDING SERVICES LTD,1
Vehicle Purchase,45177,18903.84,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517718903.84VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517718903.84VOLKSWAGEN GROUP UNITED KINGDOM LTD,2
Vehicle Purchase,45177,18903.84,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517718903.84VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517718903.84VOLKSWAGEN GROUP UNITED KINGDOM LTD,2
Vehicle Purchase,45177,14688.79,VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517714688.79VOLKSWAGEN GROUP UNITED KINGDOM LTD,4517714688.79VOLKSWAGEN GROUP UNITED KINGDOM LTD,1
Catering Service (External),45177,921.81,TURNER PRICE LTD,45177921.81TURNER PRICE LTD,45177921.81TURNER PRICE LTD,1
Catering Service (External),45177,2109.73,TURNER PRICE LTD,451772109.73TURNER PRICE LTD,451772109.73TURNER PRICE LTD,1
Computer Licences,45177,34958,THIRD PARTY SUPPLIER,4517734958THIRD PARTY SUPPLIER,4517734958THIRD PARTY SUPPLIER,1
Computer Licences,45177,38558,THIRD PARTY SUPPLIER,4517738558THIRD PARTY SUPPLIER,4517738558THIRD PARTY SUPPLIER,1
Window Cleaning,45177,731.78,THIRD PARTY SUPPLIER,45177731.78THIRD PARTY SUPPLIER,45177731.78THIRD PARTY SUPPLIER,1
Computer Hardware,45177,950.83,THIRD PARTY SUPPLIER,45177950.83THIRD PARTY SUPPLIER,45177950.83THIRD PARTY SUPPLIER,1
IT Consultancy,45177,5186.86,THIRD PARTY SUPPLIER,451775186.86THIRD PARTY SUPPLIER,451775186.86THIRD PARTY SUPPLIER,1
Computer Equipment (Hardware),45177,1482.43,THIRD PARTY SUPPLIER,451771482.43THIRD PARTY SUPPLIER,451771482.43THIRD PARTY SUPPLIER,1
Agency Staff,45177,727.5,ACHIEVA GROUP LTD,45177727.5ACHIEVA GROUP LTD,45177727.5ACHIEVA GROUP LTD,1
Police - Statutory Maintenance,45177,2928,STONE TECHNICAL SERVICES GROUP LTD,451772928STONE TECHNICAL SERVICES GROUP LTD,451772928STONE TECHNICAL SERVICES GROUP LTD,1
Police - Health & Safety - Occ Health,45177,750,ST JAMES MEDICAL CENTRE,45177750ST JAMES MEDICAL CENTRE,45177750ST JAMES MEDICAL CENTRE,1
Agency Staff - Supply Teaching Staff,45177,579.88,ADECCO UK LTD,45177579.88ADECCO UK LTD,45177579.88ADECCO UK LTD,1
Agency Staff - Supply Teaching Staff,45177,838.83,ADECCO UK LTD,45177838.83ADECCO UK LTD,45177838.83ADECCO UK LTD,1
Agency Staff - Supply Teaching Staff,45177,569.53,ADECCO UK LTD,45177569.53ADECCO UK LTD,45177569.53ADECCO UK LTD,2
Agency Staff - Supply Teaching Staff,45177,569.53,ADECCO UK LTD,45177569.53ADECCO UK LTD,45177569.53ADECCO UK LTD,2
Equipment General,45177,934.4300000000001,SCENESAFE,45177934.43SCENESAFE,45177934.43SCENESAFE,1
