Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£600.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£600.00,Family Action Mill Race Centre,Corporate Director People,18+ Care,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£600.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£800.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£600.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,£400.00,Family Action Mill Race Centre,Corporate Director People,LDAS and Moving On Service,Adult Day Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,05/04/2024,"£12,065.00",The Godolphin School,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,19/04/2024,"£1,820.70",J D Recycling Limited,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,26/04/2024,"£7,668.00",Stanley Abbey Farms,Corporate Director Resources,Operational Portfolio (FM),Premises Rental,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£7,402.87",Telent Technology Service Ltd,Corporate Director Place,Highways Assets Manager,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£653.29,Telent Technology Service Ltd,Corporate Director Place,Highways Assets Manager,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,698.36",Telent Technology Service Ltd,Corporate Director Place,Highways Assets Manager,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,416.54",Telent Technology Service Ltd,Corporate Director Place,Highways Assets Manager,Purchase of Materials & Supplies,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,300.82",Telent Technology Service Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£84,639.35",Telent Technology Service Ltd,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£552.65,Viking Direct Ltd (0698025).,Chief Executive Directorates,Electoral Services,Stationery,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£12,085.71",Romney House Care Home,Corporate Director People,18+ Care,Adult Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£98,655.67",SENAD Group,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£402.00,Wiltshire Music Centre Trust Ltd,Corporate Director Place,Community Area Boards,Grants to Vol Orgs and Associations,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£10,950.38",Vysiion Ltd,Not Reported to Cabinet,Capital Project Codes,ICT Support,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,712.36",Digital ID_142611,Corporate Director Resources,Strategic Asset & Facilities Management,Stationery,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£549,864.31",Miles Macadam Limited,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£37,885.43",Miles Macadam Limited,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£31,645.38",Miles Macadam Limited,Not Reported to Cabinet,Capital Project Codes,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,113.60",Devizes Building Supplies Ltd,Corporate Director Place,Rights of Way & Countryside,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£896.23,Avon Security Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£6,095.83",Pewsey Vale Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,988.02",Pewsey Vale Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,541.67",Pewsey Vale Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,541.67",Pewsey Vale Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,165.11",Pewsey Vale Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£12,220.20",The Reading Agency,Corporate Director Place,Libraries,3rd Party Payments,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,225.00",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,225.00",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,541.67",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£9,782.90",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,225.00",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,225.00",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,152.78",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,708.38",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,513.09",Coachstyle Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£6,195.16",Barnes Coaches Ltd,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,438.40",Insight Direct UK Ltd,Corporate Director Resources,Information Services,Equipment Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,992.42",Salisbury Diocesan Board of Education,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,242.36",Sorbus International Limited,Corporate Director Place,Local Highways & Streetscene,Highways Planned Maintenance,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£362.00,Bristol Ambulance EMS,Corporate Director People,18+ Care,Other Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£8,264.81",Storm Environmental Limited,Corporate Director Resources,Capital Projects,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£33,207.15",Serenita (N. Notaro Homes),Corporate Director People,Better Care Fund,Adult Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£370.00,Asdan,Corporate Director People,Young Peoples Service,Staff Training - Gen,Employee Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£262.09,Fisher Scientific UK Ltd,Corporate Director Place,Heritage,Laboratory Test fees ,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£300.00,Perham Down Pre-school 439,Corporate Director People,Household Support Fund,Childcare,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£300.00,St Marys Under Fives 364,Corporate Director People,Household Support Fund,Childcare,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£525.00,Trauma Recovery Centre,Corporate Director People,Children in Care,Adoption Allowances,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£525.00,Trauma Recovery Centre,Corporate Director People,Children in Care,Adoption Allowances,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£261.36,Taylor Made Designs (UK) Ltd,Corporate Director Place,Leisure Centres,Clothing & Uniforms,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,880.00",Amicus Foster Care Limited,Corporate Director People,SEN Social Care,Contributions to transport-related provisions,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,760.00",Amicus Foster Care Limited,Corporate Director People,SEN Social Care,Contributions to transport-related provisions,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,280.00",Amicus Foster Care Limited,Corporate Director People,SEN Social Care,Contributions to transport-related provisions,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,008.00",Wessex Rural Crafts Ltd,Corporate Director Place,Local Highways & Streetscene,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,344.00",Wessex Rural Crafts Ltd,Corporate Director Place,Local Highways & Streetscene,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£18,564.00",Wessex Rural Crafts Ltd,Corporate Director Place,Local Highways & Streetscene,Equipment and Furniture,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,394.00",LG Futures,Corporate Director Resources,Accountancy,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£300.00,Bishopdown Farm Community Pre-sch,Corporate Director People,Household Support Fund,Childcare,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£10,740.86",Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,702.57",Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£8,489.70",Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£16,414.50",Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£42,954.42",Kier Facilities Services Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,812.35",Kier Facilities Services Ltd,Corporate Director Resources,Operational Portfolio (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,829.68",Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£7,440.00",Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£6,960.00",Horizon Supported Accommodation Limited,Corporate Director People,Placements,Supported Living,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£300.00,Braeside Education Centre,Corporate Director People,School Effectiveness,Premises Rental,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£557.04,Complete Pool Controls Ltd,Corporate Director Place,Leisure Centres - Insourced,Chemicals,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,335.01",BBSM Ltd,Corporate Director Resources,Commercial Services (FM),Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,200.00",Alison Smith Counselling,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£300.00,Alison Smith Counselling,Corporate Director People,Targeted Other,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£13,490.00",Ellisons Coaches,Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,303.80",Terrys Taxi (Wootton Bassett),Corporate Director Place,Mainstream Education Transport,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£4,800.00",Starfish Search Ltd,Corporate Director People,School Buildings & Admissions,Advertising Non Staff,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£587.96,Salisbury Cars,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,507.81",Salisbury Cars,Corporate Director People,Children in Care,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,400.00",UK S Futures,Corporate Director Place,leisure Culture and Communities Developm,Professional Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£895.68,Mister Uniform Ltd,Corporate Director People,Wiltshire Support at Home,Clothing & Uniforms,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,080.00",Florin G Popescu-GabysTaxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,820.00",Florin G Popescu-GabysTaxis,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£5,376.00",Black Sheep Countryside Management,Not Reported to Cabinet,NWD,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,094.00",J & T Weeks Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£565.00,Calne Wordfest,Corporate Director Place,Community Area Boards,Grants to Vol Orgs and Associations,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,000.00",LA SEN Network Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,000.00",LA SEN Network Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,000.00",LA SEN Network Ltd,Corporate Director People,SEND Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£23,760.00",Devport Consulting,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£10,560.00",Devport Consulting,Corporate Director Place,Sustainable Transport,Consultancy Fees,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£27,841.88",3Ti Energy Hubs Ltd,Not Reported to Cabinet,Capital Project Codes,Buildings Minor Alts,Premises Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,735.05",Enterprise Flex-E Rent,Corporate Director People,SEN Social Care,Pool car hire,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,623.12",Enterprise Flex-E Rent,Corporate Director People,SEN Social Care,Pool car hire,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,400.00",Weldmar Hospicecare,Corporate Director Resources,Resources & Commissioning,Other Grants,Supplies and Services
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£3,192.00",Taxi 4 You Mere,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,734.00",PortalPlanQuest Ltd,Corporate Director Place,Development Management,Planning Application,Income
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£775.75,Redjacket Specialist Care Limited,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£321.00,Redjacket Specialist Care Limited,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£511.72,Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£453.57,Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£523.35,Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,265.00",Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£333.00,Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,£333.00,Redjacket Specialist Care Limited,Corporate Director People,SEN Social Care,Client Support,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£18,372.48",Hills Municipal Collections Ltd,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£30,192.00",Hills Municipal Collections Ltd,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£39,432.96",Hills Municipal Collections Ltd,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£715,003.01",Hills Municipal Collections Ltd,Corporate Director Place,Waste Services,Waste Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£19,335.60",Acorn Care and Education Ltd,Corporate Director People,Placements,Childrens Residential Care,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£20,657.11",BP Rolls Limited,Corporate Director People,SEND Inclusion,Vehicle Maintenance,Transport Related
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£2,541.52",Rob's Taxi,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/04/2024,"£1,750.00",Rob's Taxi,Corporate Director People,SEND Inclusion,Transport Contracts,Third Party Payments
