Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,15/10/2024,17318778,Revenue - General Fund,SUPPLIER NAME REDACTED,50485,717.63
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,15/10/2024,17318781,Revenue - General Fund,SUPPLIER NAME REDACTED,52679,716
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,15/10/2024,17318791,Revenue - General Fund,SUPPLIER NAME REDACTED,53903,568.57
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,15/10/2024,17318794,Revenue - General Fund,SUPPLIER NAME REDACTED,50211,1038.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336164,Revenue - General Fund,SUPPLIER NAME REDACTED,50489,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336168,Revenue - General Fund,SUPPLIER NAME REDACTED,50674,656
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336187,Revenue - General Fund,SUPPLIER NAME REDACTED,50865,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336188,Revenue - General Fund,SUPPLIER NAME REDACTED,50217,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336194,Revenue - General Fund,SUPPLIER NAME REDACTED,50391,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336200,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,1593.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336207,Revenue - General Fund,SUPPLIER NAME REDACTED,50862,2173.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336241,Revenue - General Fund,SUPPLIER NAME REDACTED,50978,1034.35
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336243,Revenue - General Fund,SUPPLIER NAME REDACTED,51053,750.27
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336255,Revenue - General Fund,SUPPLIER NAME REDACTED,53827,656
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336276,Revenue - General Fund,SUPPLIER NAME REDACTED,50628,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,17/12/2024,17336290,Revenue - General Fund,SUPPLIER NAME REDACTED,54353,605
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327699,Revenue - General Fund,SUPPLIER NAME REDACTED,50554,716
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327700,Revenue - General Fund,SUPPLIER NAME REDACTED,50489,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327707,Revenue - General Fund,SUPPLIER NAME REDACTED,50613,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327709,Revenue - General Fund,SUPPLIER NAME REDACTED,50395,2513.63
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327719,Revenue - General Fund,SUPPLIER NAME REDACTED,50211,1038.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327727,Revenue - General Fund,SUPPLIER NAME REDACTED,50865,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327728,Revenue - General Fund,SUPPLIER NAME REDACTED,50217,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327734,Revenue - General Fund,SUPPLIER NAME REDACTED,50391,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327739,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,1593.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327741,Revenue - General Fund,SUPPLIER NAME REDACTED,50643,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327777,Revenue - General Fund,SUPPLIER NAME REDACTED,50280,941
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327778,Revenue - General Fund,SUPPLIER NAME REDACTED,50922,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327780,Revenue - General Fund,SUPPLIER NAME REDACTED,50978,1227.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327784,Revenue - General Fund,SUPPLIER NAME REDACTED,51053,988.27
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327800,Revenue - General Fund,SUPPLIER NAME REDACTED,52834,892
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327809,Revenue - General Fund,SUPPLIER NAME REDACTED,52133,1115.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327814,Revenue - General Fund,SUPPLIER NAME REDACTED,50485,702.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327818,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,588
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327820,Revenue - General Fund,SUPPLIER NAME REDACTED,50628,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327825,Revenue - General Fund,SUPPLIER NAME REDACTED,53903,588
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17327829,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,612
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17328132,Revenue - General Fund,SUPPLIER NAME REDACTED,54034,656.88
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/11/2024,17328140,Revenue - General Fund,SUPPLIER NAME REDACTED,54242,1188.58
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337651,Revenue - General Fund,SUPPLIER NAME REDACTED,50489,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337657,Revenue - General Fund,SUPPLIER NAME REDACTED,50613,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337664,Revenue - General Fund,SUPPLIER NAME REDACTED,50354,847.48
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337674,Revenue - General Fund,SUPPLIER NAME REDACTED,50217,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337686,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,1593.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337707,Revenue - General Fund,SUPPLIER NAME REDACTED,52118,1308
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337722,Revenue - General Fund,SUPPLIER NAME REDACTED,50280,1124
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337723,Revenue - General Fund,SUPPLIER NAME REDACTED,50922,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337725,Revenue - General Fund,SUPPLIER NAME REDACTED,50978,1517.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337728,Revenue - General Fund,SUPPLIER NAME REDACTED,51053,750.27
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337759,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,1988
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337760,Revenue - General Fund,SUPPLIER NAME REDACTED,50628,1008.98
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,19/12/2024,17337767,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,612
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319690,Revenue - General Fund,SUPPLIER NAME REDACTED,50354,755.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319695,Revenue - General Fund,SUPPLIER NAME REDACTED,50489,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319702,Revenue - General Fund,SUPPLIER NAME REDACTED,50613,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319715,Revenue - General Fund,SUPPLIER NAME REDACTED,50803,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319723,Revenue - General Fund,SUPPLIER NAME REDACTED,50217,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319733,Revenue - General Fund,SUPPLIER NAME REDACTED,50350,1038.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319736,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,1593.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319738,Revenue - General Fund,SUPPLIER NAME REDACTED,50643,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319778,Revenue - General Fund,SUPPLIER NAME REDACTED,50978,1227.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319801,Revenue - General Fund,SUPPLIER NAME REDACTED,53827,656
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319804,Revenue - General Fund,SUPPLIER NAME REDACTED,52834,892
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17319823,Revenue - General Fund,SUPPLIER NAME REDACTED,52679,-664.86
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17320128,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,1600
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,22/10/2024,17320134,Revenue - General Fund,SUPPLIER NAME REDACTED,51934,918
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338223,Revenue - General Fund,SUPPLIER NAME REDACTED,50613,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338224,Revenue - General Fund,SUPPLIER NAME REDACTED,50395,2513.63
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338237,Revenue - General Fund,SUPPLIER NAME REDACTED,50560,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338245,Revenue - General Fund,SUPPLIER NAME REDACTED,50391,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338247,Revenue - General Fund,SUPPLIER NAME REDACTED,50350,1038.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338258,Revenue - General Fund,SUPPLIER NAME REDACTED,50862,2173.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338287,Revenue - General Fund,SUPPLIER NAME REDACTED,50280,941
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338289,Revenue - General Fund,SUPPLIER NAME REDACTED,50922,997.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338291,Revenue - General Fund,SUPPLIER NAME REDACTED,50978,1257.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338293,Revenue - General Fund,SUPPLIER NAME REDACTED,51053,750.27
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338304,Revenue - General Fund,SUPPLIER NAME REDACTED,50913,1549.39
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338315,Revenue - General Fund,SUPPLIER NAME REDACTED,52133,1115.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338328,Revenue - General Fund,SUPPLIER NAME REDACTED,53903,588
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338331,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,612
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,24/12/2024,17338339,Revenue - General Fund,SUPPLIER NAME REDACTED,54353,605
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329097,Revenue - General Fund,SUPPLIER NAME REDACTED,51648,504.14
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329103,Revenue - General Fund,SUPPLIER NAME REDACTED,50754,596
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329104,Revenue - General Fund,SUPPLIER NAME REDACTED,50188,596
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329105,Revenue - General Fund,SUPPLIER NAME REDACTED,50340,678.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329106,Revenue - General Fund,SUPPLIER NAME REDACTED,50554,1192
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329107,Revenue - General Fund,SUPPLIER NAME REDACTED,50489,1356.84
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329109,Revenue - General Fund,SUPPLIER NAME REDACTED,50210,536
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329115,Revenue - General Fund,SUPPLIER NAME REDACTED,50395,3868.47
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329117,Revenue - General Fund,SUPPLIER NAME REDACTED,50481,536
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329120,Revenue - General Fund,SUPPLIER NAME REDACTED,50700,678.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329126,Revenue - General Fund,SUPPLIER NAME REDACTED,50803,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329131,Revenue - General Fund,SUPPLIER NAME REDACTED,50560,1235.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329152,Revenue - General Fund,SUPPLIER NAME REDACTED,50862,3166.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329165,Revenue - General Fund,SUPPLIER NAME REDACTED,52118,624
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329170,Revenue - General Fund,SUPPLIER NAME REDACTED,50975,676
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329192,Revenue - General Fund,SUPPLIER NAME REDACTED,50922,1276.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329201,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,826
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329204,Revenue - General Fund,SUPPLIER NAME REDACTED,53563,596
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329212,Revenue - General Fund,SUPPLIER NAME REDACTED,53649,596
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329217,Revenue - General Fund,SUPPLIER NAME REDACTED,52834,892
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329222,Revenue - General Fund,SUPPLIER NAME REDACTED,50629,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329233,Revenue - General Fund,SUPPLIER NAME REDACTED,53903,588
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329237,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,984
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,26/11/2024,17329239,Revenue - General Fund,SUPPLIER NAME REDACTED,54034,596
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,27/11/2024,17329627,Revenue - General Fund,SUPPLIER NAME REDACTED,52923,756
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320745,Revenue - General Fund,SUPPLIER NAME REDACTED,52833,694.5
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320758,Revenue - General Fund,SUPPLIER NAME REDACTED,50613,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320766,Revenue - General Fund,SUPPLIER NAME REDACTED,50354,686
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320779,Revenue - General Fund,SUPPLIER NAME REDACTED,50865,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320780,Revenue - General Fund,SUPPLIER NAME REDACTED,50217,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320792,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,1593.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320794,Revenue - General Fund,SUPPLIER NAME REDACTED,50643,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320832,Revenue - General Fund,SUPPLIER NAME REDACTED,50922,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320838,Revenue - General Fund,SUPPLIER NAME REDACTED,51053,750.27
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320852,Revenue - General Fund,SUPPLIER NAME REDACTED,53827,656
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320855,Revenue - General Fund,SUPPLIER NAME REDACTED,52834,892
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320863,Revenue - General Fund,SUPPLIER NAME REDACTED,50629,519.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320870,Revenue - General Fund,SUPPLIER NAME REDACTED,50485,702.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320877,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,-756
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17320878,Revenue - General Fund,SUPPLIER NAME REDACTED,50683,-956
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17321190,Revenue - General Fund,SUPPLIER NAME REDACTED,53549,1176
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17321197,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,713.71
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Foster Carer Standard Allowance,29/10/2024,17321201,Revenue - General Fund,SUPPLIER NAME REDACTED,52679,713.71
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,05/11/2024,17322622,Revenue - General Fund,SUPPLIER NAME REDACTED,50326,702.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,12/11/2024,17326306,Revenue - General Fund,SUPPLIER NAME REDACTED,51042,678.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,15/10/2024,17318783,Revenue - General Fund,SUPPLIER NAME REDACTED,52133,1780.87
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,17/12/2024,17336282,Revenue - General Fund,SUPPLIER NAME REDACTED,53172,801
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,19/11/2024,17327720,Revenue - General Fund,SUPPLIER NAME REDACTED,50803,798.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,19/12/2024,17337729,Revenue - General Fund,SUPPLIER NAME REDACTED,50800,536
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,26/11/2024,17329145,Revenue - General Fund,SUPPLIER NAME REDACTED,50694,2865.63
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,29/10/2024,17320765,Revenue - General Fund,SUPPLIER NAME REDACTED,50700,678.42
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Birthday Presents,29/10/2024,17320864,Revenue - General Fund,SUPPLIER NAME REDACTED,52133,1233.21
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Chidcare Fees,22/10/2024,17320130,Revenue - General Fund,SUPPLIER NAME REDACTED,50212,639.94
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Placement Fees,01/10/2024,17311984,Revenue - General Fund,SUPPLIER NAME REDACTED,50199,557.29
Children & Learning,CHIL,Children Looked After,CHF32,SCC Foster Carers,AC0240,Social Services,Fostering Placement Fees,01/10/2024,17312009,Revenue - General Fund,SUPPLIER NAME REDACTED,50631,896
