Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905566946,44852,****REDACTED PERSONAL INFO****,-6478.87
City Development,R&M - Building Works,R&M Technical Support,5101056089,44949,MASSEY COLDBECK ENGINEERING LTD,1875.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905848204,45070,MANCHESTER HOUSE NURSING CARE HOME-,6687.69
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905872620,45090,****REDACTED PERSONAL INFO****,-3973.09
Capital Regen,Capital Regen,Main contract,1905963727,45160,DOWHIGH LTD,7493.35
Neighbourhoods,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101086151,45251,FURNITURE RESOURCE CENTRE LTD,1464.28
City Development,Training (General),Indirect Employee Expenses,5101087583,45264,SAFE WATER TRAINING SEA SCHOOL LTD,750
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906104593,45265,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906104594,45265,REGENCY INVESTMENTS LTD,-17465.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906104595,45265,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906104597,45265,REGENCY INVESTMENTS LTD,2555.56
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101088701,45273,SEGURO RECRUITMENT LTD,2726
Strategy & Change Di,IT Equip&Comm-Purch,Computing,5101089539,45280,CENTERPRISE INTERNATIONAL LTD,34222.5
Children & Young Peo,Private Contractors,Agency & Contract Services,1906125244,45280,LOCAL SOLUTIONS,18900
City Development,R&M - Building Works,R&M Technical Support,5101089890,45287,MASSEY COLDBECK ENGINEERING LTD,3559.14
City Development,R&M - Building Works,R&M Technical Support,5101090044,45289,MASSEY COLDBECK ENGINEERING LTD,5602.89
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906140009,45293,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906140010,45293,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906140012,45293,REGENCY INVESTMENTS LTD,2555.56
Strategy & Change Di,IT Equip&Comm-Purch,Computing,5101091022,45300,CENTERPRISE INTERNATIONAL LTD,3802.56
Children & Young Peo,Non Employ Prof Fees,Professional Fees,5101091210,45301,RACE EQUALITY FOUNDATION,9750
Neighbourhoods,Private Contractors,Agency & Contract Services,5101091588,45303,ATKINSREALIS LIMITED,7150
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906159307,45306,****REDACTED PERSONAL INFO****,-4848.26
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906167773,45313,****REDACTED PERSONAL INFO****,-508.23
Strategy & Change Di,IT Equip&Comm-Purch,Computing,5101092728,45313,CENTERPRISE INTERNATIONAL LTD,6100
City Development,R&M - Building Works,R&M Technical Support,5101093143,45316,MASSEY COLDBECK ENGINEERING LTD,1544.6
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101093308,45317,BOLD COMMUNICATIONS LTD,595
Neighbourhoods,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101093312,45317,MI HUB LTD T/A YAFFY,2576
Children & Young Peo,Other Sch Pays-Prima,Agency & Contract Services,1906177109,45320,PLANTATION PRIMARY SCHOOL,3000
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906180329,45321,REGENCY INVESTMENTS LTD,2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906180330,45321,REGENCY INVESTMENTS LTD,-2233
Adult Services & Hea,Private Contractors,Agency & Contract Services,1906180332,45321,REGENCY INVESTMENTS LTD,2555.56
Adult Services & Hea,Counsel Fees,Professional Fees,1906180493,45322,****REDACTED PERSONAL INFO****,1000
Neighbourhoods,Charges For Services,Fees and Charges,1906180494,45322,ASSOCIATION  OF TOWN CENTRE MANAGEM,995
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101093637,45322,PONTVILLE SCHOOL,6465.83
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101093794,45322,SIEMENS BUILDING TECHNOLOGIES,6468.03
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101093815,45322,SIEMENS BUILDING TECHNOLOGIES,6174.9
City Development,Counsel Fees,Professional Fees,1906182019,45323,****REDACTED COMMERCIALLY SENSITIVE****,1950
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101093880,45323,ACCOUNTABLE RECRUITMENT LTD,1420.65
Strategy & Change Di,Agency Non Admn/Cler,Other Manual,5101094007,45323,ACCOUNTABLE RECRUITMENT LTD,909.72
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101093948,45323,CHADWICKS (LIVERPOOL) LTD,654.95
Neighbourhoods,VoluntaryAssoc.17/18,Agency & Contract Services,5101093909,45323,COMMUNITY SAFE (UK) LTD,2200
Neighbourhoods,Library Materials (G,Library Materials,1906181941,45323,DANDY BOOKSELLERS LTD,2500
Strategy & Change Di,Consultancy,Professional Fees,5101093913,45323,FW CONSULTING,9345.73
Neighbourhoods,Software (General),Computing,5101093836,45323,IMPERIAL CIVIL ENFORCEMENT SOLUTION,13900
Neighbourhoods,Telephone (General),Communications,5101093835,45323,IMPERIAL CIVIL ENFORCEMENT SOLUTION,5328.9
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101093986,45323,J P LENNARD LTD,645.26
City Development,R&M - Building Works,R&M Technical Support,5101093874,45323,JOHN ADDLEY LTD,3980
Neighbourhoods,Rodent & Pest Contro,Cleaning & Domestic Supplies,5101093841,45323,KILLGERM CHEMICALS LTD,1701
Finance & Resources,ProfessionalServices,Professional Fees,5101093988,45323,LAVAT CONSULTING LTD T/A PSTAX,5000
Capital Regen,Capital Regen,Main contract,5101093849,45323,LIVERPOOL STREETSCENE SERVICES LIMI,681.35
Capital Regen,Capital Regen,Misc- General,5101093843,45323,LIVERPOOL STREETSCENE SERVICES LIMI,625.46
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101093855,45323,LIVERPOOL STREETSCENE SERVICES LIMI,337.5
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101093855,45323,LIVERPOOL STREETSCENE SERVICES LIMI,1012.5
Neighbourhoods,Agency Admin/Cleric,Professional,1906185034,45323,MATRIX SCM LTD,1149.88
Neighbourhoods,Agency Admin/Cleric,Professional,1906185097,45323,MATRIX SCM LTD,829.12
Neighbourhoods,Agency Admin/Cleric,Professional,1906185113,45323,MATRIX SCM LTD,585.14
Neighbourhoods,Agency Admin/Cleric,Professional,1906185114,45323,MATRIX SCM LTD,1043.78
Neighbourhoods,Agency Admin/Cleric,Professional,1906185116,45323,MATRIX SCM LTD,725.48
Neighbourhoods,Agency Admin/Cleric,Professional,1906185117,45323,MATRIX SCM LTD,725.48
Neighbourhoods,Agency Admin/Cleric,Professional,1906185118,45323,MATRIX SCM LTD,723.59
Neighbourhoods,Agency Admin/Cleric,Professional,1906185120,45323,MATRIX SCM LTD,651.21
Neighbourhoods,Agency Admin/Cleric,Professional,1906185122,45323,MATRIX SCM LTD,729.17
Neighbourhoods,Agency Admin/Cleric,Professional,1906185196,45323,MATRIX SCM LTD,2024.4
Neighbourhoods,Agency Admin/Cleric,Professional,1906185049,45323,MATRIX SCM LTD,3595.25
Neighbourhoods,Agency Admin/Cleric,Professional,1906185063,45323,MATRIX SCM LTD,1709.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185064,45323,MATRIX SCM LTD,3595.25
Neighbourhoods,Agency Admin/Cleric,Professional,1906185094,45323,MATRIX SCM LTD,653.92
Neighbourhoods,Agency Admin/Cleric,Professional,1906185098,45323,MATRIX SCM LTD,670.56
Neighbourhoods,Agency Admin/Cleric,Professional,1906185208,45323,MATRIX SCM LTD,681.72
Neighbourhoods,Agency Admin/Cleric,Professional,1906185078,45323,MATRIX SCM LTD,2174.92
Neighbourhoods,Agency Admin/Cleric,Professional,1906185090,45323,MATRIX SCM LTD,665.6
Neighbourhoods,Agency Admin/Cleric,Professional,1906185092,45323,MATRIX SCM LTD,537.44
Neighbourhoods,Agency Admin/Cleric,Professional,1906185093,45323,MATRIX SCM LTD,520.8
Neighbourhoods,Agency Admin/Cleric,Professional,1906185095,45323,MATRIX SCM LTD,4540.8
Neighbourhoods,Agency Admin/Cleric,Professional,1906185192,45323,MATRIX SCM LTD,3506.3
Neighbourhoods,Agency Admin/Cleric,Professional,1906185017,45323,MATRIX SCM LTD,4230.95
Neighbourhoods,Agency Admin/Cleric,Professional,1906185205,45323,MATRIX SCM LTD,2620.33
Neighbourhoods,Agency Admin/Cleric,Professional,1906185273,45323,MATRIX SCM LTD,3047.02
Children & Young Peo,Agency Admin/Cleric,Professional,1906185137,45323,MATRIX SCM LTD,1492.22
City Development,Agency Admin/Cleric,Professional,1906185037,45323,MATRIX SCM LTD,570.24
City Development,Agency Admin/Cleric,Professional,1906185148,45323,MATRIX SCM LTD,595.7
City Development,Agency Admin/Cleric,Professional,1906185111,45323,MATRIX SCM LTD,505.8
City Development,Agency Admin/Cleric,Professional,1906184987,45323,MATRIX SCM LTD,646.3
City Development,Agency Admin/Cleric,Professional,1906185175,45323,MATRIX SCM LTD,646.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906185067,45323,MATRIX SCM LTD,1598.45
Children & Young Peo,Agency Admin/Cleric,Professional,1906185031,45323,MATRIX SCM LTD,818.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906185139,45323,MATRIX SCM LTD,1046.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185228,45323,MATRIX SCM LTD,710.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906185311,45323,MATRIX SCM LTD,1722
Children & Young Peo,Agency Admin/Cleric,Professional,1906185347,45323,MATRIX SCM LTD,823.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185254,45323,MATRIX SCM LTD,583.28
City Development,Agency Admin/Cleric,Professional,1906185262,45323,MATRIX SCM LTD,1257.27
City Development,Agency Admin/Cleric,Professional,1906185004,45323,MATRIX SCM LTD,2816.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906185082,45323,MATRIX SCM LTD,1319.5
Neighbourhoods,Agency Admin/Cleric,Professional,1906185152,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185195,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185201,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185202,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185206,45323,MATRIX SCM LTD,595.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906185214,45323,MATRIX SCM LTD,595.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906185220,45323,MATRIX SCM LTD,1319.5
Neighbourhoods,Agency Admin/Cleric,Professional,1906185225,45323,MATRIX SCM LTD,595.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906185277,45323,MATRIX SCM LTD,1019.2
Neighbourhoods,Agency Admin/Cleric,Professional,1906185326,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185339,45323,MATRIX SCM LTD,1021.65
Neighbourhoods,Agency Admin/Cleric,Professional,1906185343,45323,MATRIX SCM LTD,1021.65
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185011,45323,MATRIX SCM LTD,1057.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185197,45323,MATRIX SCM LTD,1057.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185342,45323,MATRIX SCM LTD,1057.35
Neighbourhoods,Agency Admin/Cleric,Professional,1906184981,45323,MATRIX SCM LTD,1119.72
Neighbourhoods,Agency Admin/Cleric,Professional,1906185025,45323,MATRIX SCM LTD,1866.2
Neighbourhoods,Agency Admin/Cleric,Professional,1906185062,45323,MATRIX SCM LTD,1866.2
City Development,Agency Admin/Cleric,Professional,1906185033,45323,MATRIX SCM LTD,724.78
City Development,Agency Admin/Cleric,Professional,1906185242,45323,MATRIX SCM LTD,646.8
City Development,Agency Admin/Cleric,Professional,1906185243,45323,MATRIX SCM LTD,912.98
City Development,Agency Admin/Cleric,Professional,1906185245,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185246,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185247,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185250,45323,MATRIX SCM LTD,646.8
City Development,Agency Admin/Cleric,Professional,1906185251,45323,MATRIX SCM LTD,646.8
City Development,Agency Admin/Cleric,Professional,1906185252,45323,MATRIX SCM LTD,646.8
City Development,Agency Admin/Cleric,Professional,1906185255,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185256,45323,MATRIX SCM LTD,584.68
City Development,Agency Admin/Cleric,Professional,1906185258,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185259,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185260,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185261,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185263,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185264,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185266,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185267,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185268,45323,MATRIX SCM LTD,528.64
City Development,Agency Admin/Cleric,Professional,1906185269,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185270,45323,MATRIX SCM LTD,660.8
City Development,Agency Admin/Cleric,Professional,1906185297,45323,MATRIX SCM LTD,603.12
City Development,Agency Admin/Cleric,Professional,1906185299,45323,MATRIX SCM LTD,683.15
City Development,Agency Admin/Cleric,Professional,1906185300,45323,MATRIX SCM LTD,581.58
City Development,Agency Admin/Cleric,Professional,1906185302,45323,MATRIX SCM LTD,603.12
City Development,Agency Admin/Cleric,Professional,1906185303,45323,MATRIX SCM LTD,603.12
City Development,Agency Admin/Cleric,Professional,1906185304,45323,MATRIX SCM LTD,861.6
City Development,Agency Admin/Cleric,Professional,1906185306,45323,MATRIX SCM LTD,753.9
Neighbourhoods,Agency Admin/Cleric,Professional,1906185314,45323,MATRIX SCM LTD,1230.96
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185313,45323,MATRIX SCM LTD,1778.04
City Development,Agency Admin/Cleric,Professional,1906185022,45323,MATRIX SCM LTD,1320
City Development,Agency Admin/Cleric,Professional,1906185052,45323,MATRIX SCM LTD,1563.31
City Development,Agency Admin/Cleric,Professional,1906185168,45323,MATRIX SCM LTD,1628
City Development,Agency Admin/Cleric,Professional,1906185171,45323,MATRIX SCM LTD,1928.08
City Development,Agency Admin/Cleric,Professional,1906185189,45323,MATRIX SCM LTD,1320
City Development,Agency Admin/Cleric,Professional,1906185321,45323,MATRIX SCM LTD,1049.25
City Development,Agency Admin/Cleric,Professional,1906185182,45323,MATRIX SCM LTD,956.2
City Development,Agency Admin/Cleric,Professional,1906185015,45323,MATRIX SCM LTD,3947.25
City Development,Agency Admin/Cleric,Professional,1906185016,45323,MATRIX SCM LTD,3157.8
City Development,Agency Admin/Cleric,Professional,1906185164,45323,MATRIX SCM LTD,1412.28
City Development,Agency Admin/Cleric,Professional,1906185170,45323,MATRIX SCM LTD,3947.25
City Development,Agency Admin/Cleric,Professional,1906185276,45323,MATRIX SCM LTD,2578.08
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185108,45323,MATRIX SCM LTD,1333.54
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185144,45323,MATRIX SCM LTD,1311.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185193,45323,MATRIX SCM LTD,686
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185194,45323,MATRIX SCM LTD,686
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185046,45323,MATRIX SCM LTD,1283.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185087,45323,MATRIX SCM LTD,1665.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185103,45323,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185125,45323,MATRIX SCM LTD,1342.32
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185150,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185222,45323,MATRIX SCM LTD,1681.75
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185338,45323,MATRIX SCM LTD,1348.48
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185203,45323,MATRIX SCM LTD,961.63
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185244,45323,MATRIX SCM LTD,1576.49
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185257,45323,MATRIX SCM LTD,1526.42
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185290,45323,MATRIX SCM LTD,952.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185295,45323,MATRIX SCM LTD,685.63
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185003,45323,MATRIX SCM LTD,3323.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185038,45323,MATRIX SCM LTD,5060.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185172,45323,MATRIX SCM LTD,2659.16
Children & Young Peo,Agency Admin/Cleric,Professional,1906185018,45323,MATRIX SCM LTD,686
Children & Young Peo,Agency Admin/Cleric,Professional,1906185070,45323,MATRIX SCM LTD,686
Children & Young Peo,Agency Admin/Cleric,Professional,1906185217,45323,MATRIX SCM LTD,1613.15
Children & Young Peo,Agency Admin/Cleric,Professional,1906185309,45323,MATRIX SCM LTD,1614.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185310,45323,MATRIX SCM LTD,1648.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906185058,45323,MATRIX SCM LTD,1320.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185147,45323,MATRIX SCM LTD,817.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906185335,45323,MATRIX SCM LTD,1252.48
Children & Young Peo,Agency Admin/Cleric,Professional,1906184999,45323,MATRIX SCM LTD,637.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906185135,45323,MATRIX SCM LTD,1327.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906185088,45323,MATRIX SCM LTD,1748.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185155,45323,MATRIX SCM LTD,1577.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185238,45323,MATRIX SCM LTD,1546.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906185282,45323,MATRIX SCM LTD,1657.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906185333,45323,MATRIX SCM LTD,1545.95
Children & Young Peo,Agency Admin/Cleric,Professional,1906184992,45323,MATRIX SCM LTD,1599.8
Children & Young Peo,Agency Admin/Cleric,Professional,1906185068,45323,MATRIX SCM LTD,1660.5
Children & Young Peo,Agency Admin/Cleric,Professional,1906185123,45323,MATRIX SCM LTD,1589.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906185329,45323,MATRIX SCM LTD,1382.72
Children & Young Peo,Agency Admin/Cleric,Professional,1906185332,45323,MATRIX SCM LTD,1764
Children & Young Peo,Agency Admin/Cleric,Professional,1906185348,45323,MATRIX SCM LTD,1596.35
Children & Young Peo,Agency Admin/Cleric,Professional,1906185129,45323,MATRIX SCM LTD,2897.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906185207,45323,MATRIX SCM LTD,1210.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906185224,45323,MATRIX SCM LTD,1438.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185127,45323,MATRIX SCM LTD,1509.56
Children & Young Peo,Agency Admin/Cleric,Professional,1906185166,45323,MATRIX SCM LTD,1243.02
Children & Young Peo,Agency Admin/Cleric,Professional,1906185190,45323,MATRIX SCM LTD,562.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185191,45323,MATRIX SCM LTD,1328.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906185274,45323,MATRIX SCM LTD,669.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185312,45323,MATRIX SCM LTD,691.52
Children & Young Peo,Agency Admin/Cleric,Professional,1906185340,45323,MATRIX SCM LTD,681.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185010,45323,MATRIX SCM LTD,671.3
Children & Young Peo,Agency Admin/Cleric,Professional,1906185021,45323,MATRIX SCM LTD,686.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185041,45323,MATRIX SCM LTD,1918.32
Children & Young Peo,Agency Admin/Cleric,Professional,1906185050,45323,MATRIX SCM LTD,1863.75
Children & Young Peo,Agency Admin/Cleric,Professional,1906185066,45323,MATRIX SCM LTD,1136.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185102,45323,MATRIX SCM LTD,1831.55
Children & Young Peo,Agency Admin/Cleric,Professional,1906185105,45323,MATRIX SCM LTD,1583.9
Children & Young Peo,Agency Admin/Cleric,Professional,1906185109,45323,MATRIX SCM LTD,1731.36
Children & Young Peo,Agency Admin/Cleric,Professional,1906185110,45323,MATRIX SCM LTD,1722
Children & Young Peo,Agency Admin/Cleric,Professional,1906185124,45323,MATRIX SCM LTD,2122
Children & Young Peo,Agency Admin/Cleric,Professional,1906185128,45323,MATRIX SCM LTD,3110.16
Children & Young Peo,Agency Admin/Cleric,Professional,1906185130,45323,MATRIX SCM LTD,3887.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185131,45323,MATRIX SCM LTD,3887.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185132,45323,MATRIX SCM LTD,3887.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185140,45323,MATRIX SCM LTD,1866.56
Children & Young Peo,Agency Admin/Cleric,Professional,1906185143,45323,MATRIX SCM LTD,3683.2
Children & Young Peo,Agency Admin/Cleric,Professional,1906185159,45323,MATRIX SCM LTD,2362.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185169,45323,MATRIX SCM LTD,558.39
Children & Young Peo,Agency Admin/Cleric,Professional,1906185180,45323,MATRIX SCM LTD,2013.19
Children & Young Peo,Agency Admin/Cleric,Professional,1906185200,45323,MATRIX SCM LTD,1954.07
Children & Young Peo,Agency Admin/Cleric,Professional,1906185229,45323,MATRIX SCM LTD,2842
Children & Young Peo,Agency Admin/Cleric,Professional,1906185231,45323,MATRIX SCM LTD,2562.6
Children & Young Peo,Agency Admin/Cleric,Professional,1906185280,45323,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1906185286,45323,MATRIX SCM LTD,2017.88
Children & Young Peo,Agency Admin/Cleric,Professional,1906185289,45323,MATRIX SCM LTD,2122
Children & Young Peo,Agency Admin/Cleric,Professional,1906185291,45323,MATRIX SCM LTD,2011.84
Children & Young Peo,Agency Admin/Cleric,Professional,1906185292,45323,MATRIX SCM LTD,1970.27
Children & Young Peo,Agency Admin/Cleric,Professional,1906185305,45323,MATRIX SCM LTD,1936.58
Children & Young Peo,Agency Admin/Cleric,Professional,1906185308,45323,MATRIX SCM LTD,2106.76
Children & Young Peo,Agency Admin/Cleric,Professional,1906185325,45323,MATRIX SCM LTD,3580.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185327,45323,MATRIX SCM LTD,3580.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185328,45323,MATRIX SCM LTD,3580.85
Children & Young Peo,Agency Admin/Cleric,Professional,1906185334,45323,MATRIX SCM LTD,1632.32
Children & Young Peo,Agency Admin/Cleric,Professional,1906185353,45323,MATRIX SCM LTD,1820.25
Children & Young Peo,Agency Admin/Cleric,Professional,1906185354,45323,MATRIX SCM LTD,1814.4
Children & Young Peo,Agency Admin/Cleric,Professional,1906185013,45323,MATRIX SCM LTD,1632.15
Children & Young Peo,Agency Admin/Cleric,Professional,1906185218,45323,MATRIX SCM LTD,1632.15
Children & Young Peo,Agency Admin/Cleric,Professional,1906185346,45323,MATRIX SCM LTD,2117.7
Children & Young Peo,Agency Admin/Cleric,Professional,1906185213,45323,MATRIX SCM LTD,1343.43
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185084,45323,MATRIX SCM LTD,1209.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185281,45323,MATRIX SCM LTD,582.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185007,45323,MATRIX SCM LTD,915.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185057,45323,MATRIX SCM LTD,1688.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185059,45323,MATRIX SCM LTD,1333.62
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185073,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185085,45323,MATRIX SCM LTD,1646.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185101,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185184,45323,MATRIX SCM LTD,1784.7
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185198,45323,MATRIX SCM LTD,626.76
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185235,45323,MATRIX SCM LTD,1682.42
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185350,45323,MATRIX SCM LTD,1502.08
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185048,45323,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185053,45323,MATRIX SCM LTD,1648.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185054,45323,MATRIX SCM LTD,773.13
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185056,45323,MATRIX SCM LTD,858.45
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185074,45323,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185075,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185076,45323,MATRIX SCM LTD,1642.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185079,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185091,45323,MATRIX SCM LTD,1318.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185188,45323,MATRIX SCM LTD,1677.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185211,45323,MATRIX SCM LTD,878.56
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185284,45323,MATRIX SCM LTD,1057.84
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185318,45323,MATRIX SCM LTD,1300.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185051,45323,MATRIX SCM LTD,1704.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185071,45323,MATRIX SCM LTD,1347.9
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185157,45323,MATRIX SCM LTD,1311.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185315,45323,MATRIX SCM LTD,1050.28
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185352,45323,MATRIX SCM LTD,1656.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1906185047,45323,MATRIX SCM LTD,904.4
