Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Neighbourhoods,Misc. Expenses - Gen,General Services Expenses,5101045676,44834,LIVERPOOL STREETSCENE SERVICES LIMI,6643
Capital Regen,Capital Regen,Misc- General,5101045675,44834,LIVERPOOL STREETSCENE SERVICES LIMI,1420
Neighbourhoods,Electricity (General,Energy Costs,1700046366,44911,SCOTTISH POWER LTD,-6702.62
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101058666,44974,K P SUMNER LTD,-990
Neighbourhoods,Publications (Genera,Printing & Office Expenses,5101060966,44999,WARRINGTON BOROUGH COUNCIL,18791
City Development,Events,General Services Expenses,5101061201,45000,ARENA AND CONVENTION CENTRE LIVERPO,883.28
City Development,"Misc Supp, Tool, Equ",General Supplies,5101062058,45007,YORKSHIRE PURCHASING ORGANISATION,509.85
Children & Young Peo,Furniture(Not Office,General Supplies,5101062288,45009,POSTURITE (UK) LTD,549.25
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101062288,45009,POSTURITE (UK) LTD,278.3
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101062733,45013,OPENING THE BOOK LTD,9962.5
Neighbourhoods,Electricity (General,Energy Costs,1905802349,45035,SCOTTISH POWER LTD,5600
City Development,Events,General Services Expenses,5101065300,45041,BLAKEMORE FOODSERVICE,929.71
City Development,Conference (General),Expenses,5101066282,45051,IN PARTNERSHIP WITH LTD,4890
City Law & Governanc,Furniture(Not Office,General Supplies,5101067749,45065,CHILDWALL TABLE & CHAIR HIRE,2280
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101067977,45068,BLISS RECRUITMENT LTD (QUBA SOLUTIO,8064
City Development,R&M - Building Works,R&M Technical Support,5101067917,45068,SPLASHTACULAR UK LTD,1925
City Development,R&M - Building Works,R&M Technical Support,5101067882,45068,SPLASHTACULAR UK LTD,1890
City Development,R&M - Building Works,R&M Technical Support,5101068008,45069,MASSEY COLDBECK ENGINEERING LTD,1825
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101068859,45082,PROSPERO GROUP LTD,2802
Children & Young Peo,Counsel Fees,Professional Fees,1905864440,45082,****REDACTED PERSONAL INFO****,1500
City Development,R&M - Building Works,R&M Technical Support,5101068878,45082,LEYMAC ENGINEERING SERVICES LTD,1047
Neighbourhoods,Training (General),Indirect Employee Expenses,5101068876,45082,THE RAPID RESULTS COLLEGE LTD,966
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905861289,45082,****REDACTED PERSONAL INFO****,-1766.6
City Development,R&M - Building Works,R&M Technical Support,5101069126,45083,RSM AIR CONDITIONING & REFRIGERATIO,9948
Neighbourhoods,Electricity (General,Energy Costs,1905865551,45083,SCOTTISH POWER LTD,742.66
Chief Operating Offi,Consultancy,Professional Fees,5101069383,45084,KJP UK LTD t/a ONE CONSULTING GROUP,1470
City Development,Events,General Services Expenses,5101069479,45085,MERSEY MEDICAL SERVICES LTD,7112.5
City Development,R&M - Building Works,R&M Technical Support,5101069448,45085,HARCON SERVICES LTD,3215
City Development,R&M - Building Works,R&M Technical Support,5101069449,45085,HARCON SERVICES LTD,2925
City Development,R&M - Building Works,R&M Technical Support,5101069738,45086,LEA BUILDING SERVICES LIMITED,769.5
City Development,R&M - Building Works,R&M Technical Support,5101070111,45090,SPECIALISED CANVAS SERVICES LTD,1658.7
Capital Regen,Capital Regen,Misc- General,5101070088,45090,BROXAP LTD,1034
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905872647,45090,****REDACTED PERSONAL INFO****,-2400
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905872623,45090,****REDACTED PERSONAL INFO****,-4768.55
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101070490,45092,INSIGHT DIRECT (UK) LIMITED,10621.01
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101070873,45097,INSIGHT DIRECT (UK) LIMITED,18872.07
City Development,R&M - Building Works,R&M Technical Support,5101070828,45097,SPECIALISED CANVAS SERVICES LTD,801.3
Neighbourhoods,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101070970,45098,LOCAL SOLUTIONS,6560
City Development,Events,General Services Expenses,5101070902,45098,JOHN SUTCH CRANES LTD,1093
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905882552,45098,****REDACTED PERSONAL INFO****,-2026.5
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101071135,45099,BLISS RECRUITMENT LTD (QUBA SOLUTIO,8314
Capital Regen,Capital Regen,Main contract,5101071130,45099,AECOM LTD,4793.29
City Development,R&M - Building Works,R&M Technical Support,5101071046,45099,MASSEY COLDBECK ENGINEERING LTD,1685
City Development,R&M - Building Works,R&M Technical Support,5101071230,45100,LEA BUILDING SERVICES LIMITED,4260
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101071325,45100,INSIGHT DIRECT (UK) LIMITED,1121.76
Children & Young Peo,Voluntary Assoc.1617,Agency & Contract Services,5101071282,45100,SEGURO RECRUITMENT LTD,863
City Development,Consultancy,Professional Fees,5101071334,45102,WATER AUDIT SURVEYS LTD,600
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101071348,45103,INSIGHT DIRECT (UK) LIMITED,841.09
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,1700047755,45103,PROSPERO GROUP LTD,-3949.8
Chief Operating Offi,IT Equip&Comm-Purch,Computing,5101071595,45104,INSIGHT DIRECT (UK) LIMITED,57464.5
Capital Regen,Capital Regen,Misc- General,5101071630,45104,EA SPACES LTD T/A ENVISAGE ASSOCIAT,9588.21
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905890949,45104,****REDACTED PERSONAL INFO****,-890.35
Capital Regen,Capital Regen,Misc- General,5101071658,45105,BEECHWOOD INDUSTRIES LTD,11910.8
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101071693,45105,VI-SPA EXPERIENCE ROOMS LIMITED,2432
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101071764,45106,SIEMENS BUILDING TECHNOLOGIES,20750.18
Neighbourhoods,"Alarms, CCTV, etc",Security & Insurance,5101071767,45106,SIEMENS BUILDING TECHNOLOGIES,19357.43
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101071971,45107,SEGURO RECRUITMENT LTD,770
City Development,R&M - Building Works,R&M Technical Support,5101071987,45107,RSM AIR CONDITIONING & REFRIGERATIO,602.76
Capital Regen,Capital Regen,Misc- General,5101072158,45110,MX DISPLAY LTD,1275.84
City Development,R&M - Building Works,R&M Technical Support,5101072153,45110,PHOENIX CONTROL SYSTEMS LTD,1105
Neighbourhoods,Events,General Services Expenses,5101072114,45110,BUZZLOGIC LTD,600
Children & Young Peo,Private Contractors,Agency & Contract Services,5101072275,45111,TORRINGTON DRIVE COMMUNITY ASSOCIAT,9324.36
Chief Operating Offi,Postages (General),Communications,5101072212,45111,ROYAL MAIL,6646.16
Chief Operating Offi,Postages (General),Communications,5101072286,45111,ROYAL MAIL,5192.14
City Development,R&M - Building Works,R&M Technical Support,5101072294,45111,MASSEY COLDBECK ENGINEERING LTD,4989.3
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101072285,45111,LIVERPOOL ROAD SURFACING LTD,4950
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101072382,45111,KAINOS SOFTWARE LTD,4375
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072264,45111,QUICK STAY PROPERTY SOLUTIONS,3150
Finance & Resources,Consultancy,Professional Fees,5101072381,45111,HAYS SPECIALIST RECRUITMENT LTD,2950
Finance & Resources,ProfessionalServices,Professional Fees,5101072310,45111,HAYS SPECIALIST RECRUITMENT LTD,2331.9
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905900193,45111,****REDACTED PERSONAL INFO****,2115.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101072314,45111,OKO MEDICAL LTD,1971.31
Adult Services & Hea,Funerals (General),General Services Exp Social Svs Clients,5101072219,45111,FUNERAL SERVICES LTD - NETHERTON,1706
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101072232,45111,LIVERPOOL STREETSCENE SERVICES LIMI,1500
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905900967,45111,****REDACTED PERSONAL INFO****,1488
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905900186,45111,****REDACTED PERSONAL INFO****,1409.32
Children & Young Peo,Educ.Equip.(Purchase,B.S.M. & Educational Equipment,5101072392,45111,PHONAK UK LTD,968.63
City Development,R&M - Building Works,R&M Technical Support,5101072379,45111,NTC BUILDING CONTRACTORS LTD,935
City Development,Project Funding,General Services Expenses,5101072340,45111,CRAWFORD HOUSE COMMUNITY PARTNERSHI,850
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905900947,45111,****REDACTED PERSONAL INFO****,658.88
City Development,R&M - Building Works,R&M Technical Support,5101072378,45111,NTC BUILDING CONTRACTORS LTD,650
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905900616,45111,****REDACTED PERSONAL INFO****,-7964.77
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101072405,45112,PENNA PLC,25960
Neighbourhoods,Agency Admin/Cleric,Professional,5101072394,45112,PENNA PLC,16490.5
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101072558,45112,NTC BUILDING CONTRACTORS LTD,13760
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101072480,45112,NATASHA BE LTD,13071
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101072492,45112,AMBIENT SPAS LTD,12000
City Development,Photocpy/Photog/Prnt,Printing & Office Expenses,5101072557,45112,MOCHA PRODUCTIONS LTD,9997.5
City Law & Governanc,Software (General),Computing,5101072479,45112,CIVICA UK LTD - DUDLEY,6957.5
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101072462,45112,MAJAS SWITCHGEAR LTD,5580
Capital Regen,Capital Regen,Misc- General,5101072527,45112,LIVERPOOL STREETSCENE SERVICES LIMI,5000
City Development,R&M - Building Works,R&M Technical Support,5101072495,45112,CLAN CONTRACTING LTD,4810
Children & Young Peo,Car Parking Charges,Expenses,5101072536,45112,TASKERS DIY,4333.33
Chief Operating Offi,Stationery (General),Printing & Office Expenses,5101072556,45112,PREMIER PAPER GROUP,2746.9
Children & Young Peo,"Misc Supp, Tool, Equ",General Supplies,5101072461,45112,MAJAS SWITCHGEAR LTD,2268
Neighbourhoods,Printing (Outside),Printing & Office Expenses,5101072539,45112,ALSOPRINT LIMITED,2160
City Law & Governanc,Consultancy,Professional Fees,5101072398,45112,PENNA PLC,2006
City Development,R&M - Building Works,R&M Technical Support,5101072482,45112,NTC BUILDING CONTRACTORS LTD,1870
City Development,Events,General Services Expenses,5101072483,45112,NOTHIN BUT THE MUSIC LTD,1631.74
City Development,Agency Non Admn/Cler,Other Manual,5101072393,45112,HAYS SPECIALIST RECRUITMENT LTD,1542.8
Neighbourhoods,"Misc Supp, Tool, Equ",General Supplies,5101072560,45112,PHYSICAL COMPANY LTD,1439.07
Chief Operating Offi,Conference (General),Expenses,5101072464,45112,LIVERPOOL QUAKERS,639
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101072519,45112,LIVERPOOL STREETSCENE SERVICES LIMI,595.81
Neighbourhoods,Environmental Servs.,R & M Private Contractors,5101072502,45112,LIVERPOOL STREETSCENE SERVICES LIMI,505.43
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072681,45113,CITY CARE AGENCY LTD,68515.78
Neighbourhoods,Private Contractors,Agency & Contract Services,5101072749,45113,WSP UK LTD - BASINGSTOKE,23500
Chief Operating Offi,Agency Admin/Cleric,Professional,5101072753,45113,PENNA PLC,23364
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072678,45113,BRITANNIA RADIO CARS MERSEYSIDE LTD,11903.4
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072746,45113,BLISS RECRUITMENT LTD (QUBA SOLUTIO,10000
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072694,45113,TRANSPORT SOLUTIONS GROUP UK LTD,7329.8
Capital Regen,Capital Regen,Fees,5101072772,45113,AECOM LTD,6304.66
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101072684,45113,CITY CARE AGENCY LTD,6264
Neighbourhoods,Consultancy,Professional Fees,5101072652,45113,CJ FOUNDS ASSOCIATES LTD,4400
Finance & Resources,Consultancy,Professional Fees,5101072743,45113,VIVID RESOURCING A DIVISION OF G2V,3675
Neighbourhoods,Agency Non Admn/Cler,Other Manual,5101072685,45113,TRANSPORT SOLUTIONS GROUP UK LTD,3670
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072597,45113,QUICK STAY PROPERTY SOLUTIONS,2800
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072747,45113,BLISS RECRUITMENT LTD (QUBA SOLUTIO,2096
Adult Services & Hea,Funerals (General),General Services Exp Social Svs Clients,5101072573,45113,FUNERAL SERVICES LTD - NETHERTON,1624
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072591,45113,QUICK STAY PROPERTY SOLUTIONS,1575
City Development,Clothing & Uniforms,"Clothing & Uniforms, Laundry",5101072567,45113,WILD THANG LTD,1152
Children & Young Peo,Stationery (General),Printing & Office Expenses,5101072706,45113,WILD THANG LTD,914.75
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072742,45113,SEGURO RECRUITMENT LTD,770
Neighbourhoods,Non Employ Prof Fees,Professional Fees,5101072711,45113,PUBLIC ANALYST SCIENTIFIC SERVICES,542.85
Chief Operating Offi,Software (General),Computing,5101072928,45114,BYTES SOFTWARE SERVICES,160544.64
Neighbourhoods,Private Contractors,Agency & Contract Services,5101072886,45114,YUNEX LTD,76108.65
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101072858,45114,NATIONAL MUSEUMS LIVERPOOL,55000
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101072872,45114,LIVERPOOL ADVOCACY RIGHTS INFORMATI,49029.32
Adult Services & Hea,Vol Non Profit Orgs,Agency & Contract Services,1905904105,45114,NEW START LTD,31926.5
Adult Services & Hea,Charitable Organisti,Agency & Contract Services,1905904104,45114,SALVATION ARMY HOUSING ASSOCIATION,27144.86
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072834,45114,COMPUTER CAB (LIVERPOOL) LTD,26932.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101072867,45114,MARY SEACOLE HOUSE,16046.03
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072810,45114,A1 TAXIS (FIRMDIAL LTD/RAREHIRE LTD,15750
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072940,45114,R&R RECRUITMENT NORTHWEST LTD,14000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072941,45114,R&R RECRUITMENT NORTHWEST LTD,14000
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072820,45114,R&R RECRUITMENT NORTHWEST LTD,8400
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072823,45114,R&R RECRUITMENT NORTHWEST LTD,8400
Adult Services & Hea,Adaptations-Private,General Services Exp Social Svs Clients,5101072857,45114,MORRIS & ALEXANDER LTD,6142
Adult Services & Hea,Private Contractors,Agency & Contract Services,5101072843,45114,LIVERPOOL ROOTS TRUST LTD,6031.77
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072822,45114,R&R RECRUITMENT NORTHWEST LTD,5600
Children & Young Peo,Misc. Expenses - Gen,General Services Expenses,1905907176,45114,****REDACTED COMMERCIALLY SENSITIVE****,5370.5
Neighbourhoods,Agency Admin/Cleric,Professional,1905906447,45114,MATRIX SCM LTD,5077.14
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906513,45114,MATRIX SCM LTD,5060.45
Finance & Resources,Consultancy,Professional Fees,5101072878,45114,ALLEN LANE LTD,4975
Neighbourhoods,Agency Admin/Cleric,Professional,1905906527,45114,MATRIX SCM LTD,4540.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906555,45114,MATRIX SCM LTD,4158.3
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072939,45114,BLISS RECRUITMENT LTD (QUBA SOLUTIO,3360
Neighbourhoods,Agency Admin/Cleric,Professional,1905906487,45114,MATRIX SCM LTD,3339.2
City Development,Software (General),Computing,5101072885,45114,CVENT EUROPE LTD,3187.5
Finance & Resources,ProfessionalServices,Professional Fees,5101072919,45114,MICHAEL PAGE INTERNATIONAL,3053.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905906531,45114,MATRIX SCM LTD,2897.55
Children & Young Peo,Agency Admin/Cleric,Professional,1905906657,45114,MATRIX SCM LTD,2694.35
City Law & Governanc,Agency Admin/Cleric,Professional,1905906553,45114,MATRIX SCM LTD,2603.65
City Law & Governanc,Agency Admin/Cleric,Professional,1905906541,45114,MATRIX SCM LTD,2601.56
City Development,R&M - Building Works,R&M Technical Support,5101072789,45114,MASSEY COLDBECK ENGINEERING LTD,2486.82
Children & Young Peo,Agency Admin/Cleric,Professional,1905906514,45114,MATRIX SCM LTD,2397.9
Finance & Resources,ProfessionalServices,Professional Fees,5101072901,45114,CASTLEFIELD RECRUITMENT LTD,2250
Children & Young Peo,Agency Admin/Cleric,Professional,1905906468,45114,MATRIX SCM LTD,2232.27
Children & Young Peo,Agency Admin/Cleric,Professional,1905906500,45114,MATRIX SCM LTD,2166.05
Children & Young Peo,Agency Admin/Cleric,Professional,1905906499,45114,MATRIX SCM LTD,2155.65
Children & Young Peo,Private Contractors,Agency & Contract Services,5101072954,45114,ADVANCED CCA - CHORLEY,2152.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905906498,45114,MATRIX SCM LTD,2151.65
City Law & Governanc,Agency Admin/Cleric,Professional,1905906574,45114,MATRIX SCM LTD,2151.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906501,45114,MATRIX SCM LTD,2147.28
Children & Young Peo,Agency Admin/Cleric,Professional,1905906452,45114,MATRIX SCM LTD,2077.84
Children & Young Peo,Agency Admin/Cleric,Professional,1905906454,45114,MATRIX SCM LTD,2068.67
Children & Young Peo,Agency Admin/Cleric,Professional,1905906467,45114,MATRIX SCM LTD,1988.64
Children & Young Peo,Agency Admin/Cleric,Professional,1905906690,45114,MATRIX SCM LTD,1814.4
City Development,Agency Admin/Cleric,Professional,1905906518,45114,MATRIX SCM LTD,1804.15
Children & Young Peo,Agency Admin/Cleric,Professional,1905906595,45114,MATRIX SCM LTD,1802.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905906438,45114,MATRIX SCM LTD,1792.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906585,45114,MATRIX SCM LTD,1792
Children & Young Peo,Agency Admin/Cleric,Professional,1905906442,45114,MATRIX SCM LTD,1772.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905906465,45114,MATRIX SCM LTD,1761.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906493,45114,MATRIX SCM LTD,1729.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906675,45114,MATRIX SCM LTD,1695.92
Children & Young Peo,Agency Admin/Cleric,Professional,1905906607,45114,MATRIX SCM LTD,1687.35
Children & Young Peo,Agency Admin/Cleric,Professional,1905906559,45114,MATRIX SCM LTD,1670.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906560,45114,MATRIX SCM LTD,1670.2
City Development,Agency Admin/Cleric,Professional,1905906542,45114,MATRIX SCM LTD,1628
Children & Young Peo,Agency Admin/Cleric,Professional,1905906551,45114,MATRIX SCM LTD,1615.1
Chief Operating Offi,Agency Admin/Cleric,Professional,1905906615,45114,MATRIX SCM LTD,1604.65
Chief Operating Offi,Agency Admin/Cleric,Professional,1905906684,45114,MATRIX SCM LTD,1604.65
Children & Young Peo,Agency Admin/Cleric,Professional,1905906562,45114,MATRIX SCM LTD,1598.45
Finance & Resources,ProfessionalServices,Professional Fees,5101072902,45114,CASTLEFIELD RECRUITMENT LTD,1575
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072884,45114,QUICK STAY PROPERTY SOLUTIONS,1575
Children & Young Peo,VoluntaryAssoc.17/18,Agency & Contract Services,5101072936,45114,QUICK STAY PROPERTY SOLUTIONS,1575
Children & Young Peo,External Hire (Gener,Hire & Operating Leases,5101072824,45114,COMPUTER CAB (LIVERPOOL) LTD,1565.72
Neighbourhoods,Bus Hire (General),Hire & Operating Leases,5101072838,45114,TRANSPORT SOLUTIONS GROUP UK LTD,1550.6
Children & Young Peo,Agency Admin/Cleric,Professional,1905906530,45114,MATRIX SCM LTD,1546.3
Children & Young Peo,Agency Admin/Cleric,Professional,1905906519,45114,MATRIX SCM LTD,1545.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905906627,45114,MATRIX SCM LTD,1542.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905906628,45114,MATRIX SCM LTD,1542.1
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906672,45114,MATRIX SCM LTD,1537.8
Children & Young Peo,Agency Admin/Cleric,Professional,1905906534,45114,MATRIX SCM LTD,1509.54
Children & Young Peo,Agency Admin/Cleric,Professional,1905906533,45114,MATRIX SCM LTD,1502.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905906496,45114,MATRIX SCM LTD,1500.72
City Development,Agency Admin/Cleric,Professional,1905906543,45114,MATRIX SCM LTD,1486.96
Children & Young Peo,Agency Admin/Cleric,Professional,1905906593,45114,MATRIX SCM LTD,1470.72
Children & Young Peo,Agency Admin/Cleric,Professional,1905906536,45114,MATRIX SCM LTD,1455.2
Children & Young Peo,Agency Admin/Cleric,Professional,1905906520,45114,MATRIX SCM LTD,1441.84
Children & Young Peo,Agency Admin/Cleric,Professional,1905906522,45114,MATRIX SCM LTD,1430.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906554,45114,MATRIX SCM LTD,1417.58
City Law & Governanc,Agency Admin/Cleric,Professional,1905906589,45114,MATRIX SCM LTD,1415.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905906444,45114,MATRIX SCM LTD,1414
Children & Young Peo,Agency Admin/Cleric,Professional,1905906561,45114,MATRIX SCM LTD,1407.7
Children & Young Peo,Agency Admin/Cleric,Professional,1905906658,45114,MATRIX SCM LTD,1399.9
Children & Young Peo,Agency Admin/Cleric,Professional,1905906462,45114,MATRIX SCM LTD,1375.95
Children & Young Peo,Agency Admin/Cleric,Professional,1905906492,45114,MATRIX SCM LTD,1370.6
Neighbourhoods,Agency Admin/Cleric,Professional,1905906577,45114,MATRIX SCM LTD,1365.31
Children & Young Peo,Agency Admin/Cleric,Professional,1905906471,45114,MATRIX SCM LTD,1346.1
Children & Young Peo,Agency Admin/Cleric,Professional,1905906591,45114,MATRIX SCM LTD,1328.25
Children & Young Peo,Agency Admin/Cleric,Professional,1905906597,45114,MATRIX SCM LTD,1320.9
City Development,Agency Admin/Cleric,Professional,1905906641,45114,MATRIX SCM LTD,1303.79
Neighbourhoods,Agency Admin/Cleric,Professional,1905906556,45114,MATRIX SCM LTD,1291.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906623,45114,MATRIX SCM LTD,1267.56
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906525,45114,MATRIX SCM LTD,1262.77
Neighbourhoods,Agency Admin/Cleric,Professional,1905906474,45114,MATRIX SCM LTD,1260.99
Children & Young Peo,Agency Admin/Cleric,Professional,1905906538,45114,MATRIX SCM LTD,1243.02
Children & Young Peo,Agency Admin/Cleric,Professional,1905906685,45114,MATRIX SCM LTD,1168.46
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906629,45114,MATRIX SCM LTD,1141.37
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906679,45114,MATRIX SCM LTD,1130.05
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906495,45114,MATRIX SCM LTD,1118.43
City Law & Governanc,Agency Admin/Cleric,Professional,1905906570,45114,MATRIX SCM LTD,1115.14
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906686,45114,MATRIX SCM LTD,1106.45
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906568,45114,MATRIX SCM LTD,1101.52
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906576,45114,MATRIX SCM LTD,1101.52
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906567,45114,MATRIX SCM LTD,1090.39
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906439,45114,MATRIX SCM LTD,1087.83
Children & Young Peo,Agency Admin/Cleric,Professional,1905906440,45114,MATRIX SCM LTD,1077.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906488,45114,MATRIX SCM LTD,1076.95
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906599,45114,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906582,45114,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906614,45114,MATRIX SCM LTD,1047.2
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906665,45114,MATRIX SCM LTD,1047.2
City Development,Agency Admin/Cleric,Professional,1905906604,45114,MATRIX SCM LTD,1044.28
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906682,45114,MATRIX SCM LTD,1025.2
Chief Operating Offi,Agency Admin/Cleric,Professional,1905906626,45114,MATRIX SCM LTD,1023.05
City Development,Agency Admin/Cleric,Professional,1905906446,45114,MATRIX SCM LTD,1016.51
Children & Young Peo,Agency Admin/Cleric,Professional,1905906512,45114,MATRIX SCM LTD,1016.14
Neighbourhoods,R&M - Building Works,R&M Technical Support,5101072827,45114,BRENNTAG UK GROUP LTD,1011.31
City Development,Agency Admin/Cleric,Professional,1905906600,45114,MATRIX SCM LTD,1007
City Law & Governanc,Agency Admin/Cleric,Professional,1905906441,45114,MATRIX SCM LTD,1003.8
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906448,45114,MATRIX SCM LTD,998.81
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906563,45114,MATRIX SCM LTD,982.61
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906529,45114,MATRIX SCM LTD,971.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906537,45114,MATRIX SCM LTD,951.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906449,45114,MATRIX SCM LTD,945.35
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906605,45114,MATRIX SCM LTD,944.16
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906616,45114,MATRIX SCM LTD,938.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906565,45114,MATRIX SCM LTD,936.76
City Development,Agency Admin/Cleric,Professional,1905906547,45114,MATRIX SCM LTD,936.25
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906688,45114,MATRIX SCM LTD,934.5
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906571,45114,MATRIX SCM LTD,932.52
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906523,45114,MATRIX SCM LTD,932.4
Children & Young Peo,Agency Admin/Cleric,Professional,1905906491,45114,MATRIX SCM LTD,932.05
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906517,45114,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906464,45114,MATRIX SCM LTD,925.4
Adult Services & Hea,Agency Admin/Cleric,Professional,1905906516,45114,MATRIX SCM LTD,925.4
