Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description
1264,2024-09-09 00:00:00,0016958768,INV,4078.62,ST LUKES PRE SCHOOL,00505200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1265,2024-09-09 00:00:00,0016958770,INV,4325.48,ST MARYS DAY NURSERY,00571700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1266,2024-09-09 00:00:00,0016958771,INV,781.2,ST NICHOLAS PLAYGROUP,00498300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1267,2024-09-09 00:00:00,0016958772,INV,5491.69,ST. STEPHEN'S PLAYGROUP,00862200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1268,2024-09-09 00:00:00,0016958773,INV,6282.22,ST WILLIAMS PRE-SCHOOL,03117500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1269,2024-09-09 00:00:00,0016958740,INV,1549.8,NICOLA MADIGAN,03836300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1270,2024-09-09 00:00:00,0016958777,INV,385.35,TANYA KEEGAN,14348100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1271,2024-09-09 00:00:00,0016958780,INV,15743.39,HUNDRED OF HOO NURSERY,00204100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1272,2024-09-09 00:00:00,0016958781,INV,770.7,THERASA GENREY,03951600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1273,2024-09-09 00:00:00,0016958785,INV,770.7,TRACEY JARVIS,03960800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1274,2024-09-09 00:00:00,0016958786,INV,1173.38,TRACI BURBIDGE,03826600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1275,2024-09-09 00:00:00,0016958787,INV,790.65,MISS TRACY STEDMAN,03656700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1276,2024-09-09 00:00:00,0016958769,INV,5469.98,ST MARKS PLAYGROUP,00496900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1277,2024-09-09 00:00:00,0016958774,INV,1950.38,STACEYS LITTLE STARS,04143400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1278,2024-09-09 00:00:00,0016958775,INV,385.35,SUSAN JACOBS,14508900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1279,2024-09-09 00:00:00,0016958778,INV,1163.93,TEENY FEET DAY NURSERY,03930600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1280,2024-09-09 00:00:00,0016958782,INV,4969.18,TINY TUGS DAY NURSERY,02321000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1281,2024-09-09 00:00:00,0016958751,INV,4725,PLAY A WAY DAY CARE CENTRE,00497800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1282,2024-09-09 00:00:00,0016958784,INV,5593,TOP OF THE HILL PRE SCHOOL,00452400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1283,2024-09-09 00:00:00,0016958788,INV,770.7,TRISHA BENNETT,14310900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1284,2024-09-09 00:00:00,0016958790,INV,385.35,VANESSA LOCKWOOD,04109500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1285,2024-09-09 00:00:00,0016958791,INV,2957.07,VICTORIA PLAYGROUP,00469500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1286,2024-09-09 00:00:00,0016958798,INV,539.49,ZOE LATTIMORE,13654100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,44000,Vol Assoc.
1287,2024-09-09 00:00:00,0016958648,INV,1572.9,BLIGH PRIMARY SCHOOL,04185400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1288,2024-09-09 00:00:00,0016958677,INV,1239.84,DEANWOOD PRIMARY SCH ACADEMY,04116100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1289,2024-09-09 00:00:00,0016958696,INV,2353.05,HOO ST WERBURGH PRIMARY ACADEMY,04105800,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1290,2024-09-09 00:00:00,0016958779,INV,18530.93,ACADEMY OF WOODLANDS,13795300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1291,2024-09-10 00:00:00,0016959018,INV,297.82,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1292,2024-09-10 00:00:00,0016959019,INV,297.84,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1293,2024-09-10 00:00:00,0016959020,INV,369.6,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1294,2024-09-10 00:00:00,0016959021,INV,369.6,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1295,2024-09-10 00:00:00,0016959022,INV,385,PARKWOOD PRE-SCHOOL,01031700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1296,2024-09-10 00:00:00,0016959023,INV,446.6,2JS PRESCHOOL - STROOD,01245300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1297,2024-09-10 00:00:00,0016959012,INV,441.47,ALL SAINTS C OF E PRIMARY ACADEMY,03986300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1298,2024-09-10 00:00:00,0016959025,INV,243.94,RIVERSIDE PRIMARY SCH - ACADEMY,04141200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1299,2024-09-10 00:00:00,0016959025,INV,423.5,RIVERSIDE PRIMARY SCH - ACADEMY,04141200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1300,2024-09-10 00:00:00,0016959025,INV,269.5,RIVERSIDE PRIMARY SCH - ACADEMY,04141200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1301,2024-09-10 00:00:00,0016959025,INV,269.5,RIVERSIDE PRIMARY SCH - ACADEMY,04141200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1302,2024-09-10 00:00:00,0016959025,INV,410.57,RIVERSIDE PRIMARY SCH - ACADEMY,04141200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1303,2024-09-10 00:00:00,0016959009,INV,1386,SWALLOW RISERS (AFTER SCHOOL CLUB),02183100,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1304,2024-09-10 00:00:00,0016959010,INV,423.5,TEMPLE MILL PRIMARY ( ACADEMY),04009000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1305,2024-09-10 00:00:00,0016959011,INV,441.47,ALL SAINTS C OF E PRIMARY ACADEMY,03986300,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1306,2024-09-03 00:00:00,0041336180,INV,8939,NATIONAL AUTISTIC SOCIETY,00816700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,31400,Books Pubs & Newspapers
1307,2024-09-03 00:00:00,0041335790,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1308,2024-09-03 00:00:00,0041335900,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1309,2024-09-30 00:00:00,0041336138,INV,1100,CG PSYCHOLOGY SERVICES LTD,04201400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1310,2024-09-03 00:00:00,0041336172,INV,1400,REMEDY RECRUITMENT GROUP LTD,03704900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1311,2024-09-03 00:00:00,0041336214,INV,2800,REMEDY RECRUITMENT GROUP LTD,03704900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1312,2024-09-30 00:00:00,0041337751,INV,2800,SEVEN RESOURCING LTD,03500200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1313,2024-09-05 00:00:00,0041336203,INV,1100,CASCADE PSYCHOLOGY LTD,14393500,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1314,2024-09-30 00:00:00,0041337729,INV,2200,DEANNE BELL PSYCHOLOGY LTD,14364700,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35000,HR Approved Ag
1315,2024-09-24 00:00:00,0041337459,INV,1100,PSYCHOLOGY COLLABORATIVE LTD,04201600,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1316,2024-09-05 00:00:00,0041336281,INV,166666.67,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1317,2024-09-16 00:00:00,0041336839,INV,25383.23,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1318,2024-09-09 00:00:00,0019049825,INV,25971.75,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1319,2024-09-09 00:00:00,0019049826,INV,25971.75,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1320,2024-09-10 00:00:00,0019049831,INV,2009.25,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1321,2024-09-10 00:00:00,0019049833,INV,282.83,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1322,2024-09-10 00:00:00,0019049835,INV,2009.25,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1323,2024-09-24 00:00:00,0019051893,INV,24953.25,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1324,2024-09-10 00:00:00,0019049855,INV,420,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1325,2024-09-10 00:00:00,0019049856,INV,630,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1326,2024-09-10 00:00:00,0019049857,INV,420,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1327,2024-09-10 00:00:00,0019049858,INV,1050,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1328,2024-09-10 00:00:00,0019049859,INV,630,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1329,2024-09-10 00:00:00,0019049860,INV,1050,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1330,2024-09-10 00:00:00,0019049861,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1331,2024-09-10 00:00:00,0019049862,INV,420,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1332,2024-09-10 00:00:00,0019049863,INV,840,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1333,2024-09-10 00:00:00,0019049864,INV,414,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1334,2024-09-10 00:00:00,0019049854,INV,420,WILL ADAMS ACADEMY,14337200,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1335,2024-09-10 00:00:00,0019049834,INV,9166.63,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1336,2024-09-10 00:00:00,0019049832,INV,1105.26,ROWANS AP ACADEMY,04158000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,45000,PaymentstoOthe
1337,2024-09-05 00:00:00,0041336282,INV,4166.5,RESET-21 CIC,14483100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1338,2024-09-05 00:00:00,0041336283,INV,833.33,RESET-21 CIC,14483100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1339,2024-09-16 00:00:00,0041336818,INV,6545,SERVECO LTD,14214900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1340,2024-09-23 00:00:00,0041337272,INV,7500,PATHWAYS TO INDEPENDENCE,03912100,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1341,2024-09-16 00:00:00,0041336837,INV,13762.11,THE FORWARD TRUST,14410900,CHILDREN AND ADULTS,PUBLIC HEALTH,PUBLIC HEALTH,46000,Priv Contract
1342,2024-09-03 00:00:00,0041336126,INV,430,TRANSOFT SOLUTIONS LTD,00952400,CHILDREN AND ADULTS,EDUCATION,EDUCATION,36402,Computer Soft
1343,2024-09-24 00:00:00,0041337480,INV,3000,POLE POSITION TRAINING,14529000,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1344,2024-09-16 00:00:00,0041336796,INV,1557.08,UNIVERSITY OF KENT ACADEMIES TRUST,13748200,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,00100,Teachers Pay
1345,2024-09-16 00:00:00,0014902409,INV,64353.12,TEACHERS PENSIONS,00867700,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,07201,Prem Retire Added Annual Pens
1346,2024-09-16 00:00:00,0014902409,INV,64353.12,TEACHERS PENSIONS,00867700,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,07201,Prem Retire Added Annual Pens
1347,2024-09-16 00:00:00,0014902409,INV,64353.13,TEACHERS PENSIONS,00867700,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,07201,Prem Retire Added Annual Pens
1348,2024-09-09 00:00:00,0041336371,INV,494.45,WARD SECURITY LTD,02875900,CHILDREN AND ADULTS,EDUCATION,EDUCATION,35200,Special Fees
1349,2024-09-09 00:00:00,0016958507,INV,12107.5,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1350,2024-09-09 00:00:00,0016958507,INV,18177.92,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1351,2024-09-09 00:00:00,0016958507,INV,12425,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1352,2024-09-09 00:00:00,0016958507,INV,33273,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1353,2024-09-09 00:00:00,0016958507,INV,5945.63,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1354,2024-09-09 00:00:00,0016958507,INV,64483,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1355,2024-09-09 00:00:00,0016958507,INV,4800,LUTON PRIMARY ACADEMY,14478000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,47000,PaymentstoMedw
1356,2024-09-24 00:00:00,0041337471,INV,237.29,KING CHARLES HOTEL LTD.,01030100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,13103,RentsExternal
1357,2024-09-24 00:00:00,0041337471,INV,0.16,KING CHARLES HOTEL LTD.,01030100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,13103,RentsExternal
1358,2024-09-24 00:00:00,0041337471,INV,0.05,KING CHARLES HOTEL LTD.,01030100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,31900,Refreshmentsat
1359,2024-09-24 00:00:00,0041337471,INV,80,KING CHARLES HOTEL LTD.,01030100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,31900,Refreshmentsat
1360,2024-09-09 00:00:00,0041336479,INV,240,WINCHMORE TUTORS LTD,04084400,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,35200,Special Fees
1361,2024-09-09 00:00:00,0041336480,INV,360,WINCHMORE TUTORS LTD,04084400,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,35200,Special Fees
1362,2024-09-12 00:00:00,0041336674,INV,212,REMEDY RECRUITMENT GROUP LTD,03704900,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,35200,Special Fees
1363,2024-09-09 00:00:00,0014620498,INV,1755,TUITION EXTRA KENT LTD,14199000,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,35200,Special Fees
1364,2024-09-09 00:00:00,0016959008,INV,940,ST MARGARETS C OF E JUNIOR ACADEMY,03986400,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1365,2024-09-16 00:00:00,0019051086,INV,7000,ST GREGORY'S CATHOLIC PRIMARY SCHOOL,14507600,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1366,2024-09-16 00:00:00,0019051088,INV,376.47,BARNSOLE PRIMARY TRUST,04150700,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1367,2024-09-09 00:00:00,0016959004,INV,560,ORCHARDS ACADEMY,04024700,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1368,2024-09-09 00:00:00,0016959006,INV,2558,FULSTON MANOR SCHOOL,03594500,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1369,2024-09-09 00:00:00,0016959007,INV,1703.75,ACADEMY OF WOODLANDS,13795300,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1370,2024-09-09 00:00:00,0016959000,INV,300,DANECOURT SCHOOL (ACADEMY),03986100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1371,2024-09-09 00:00:00,0016959001,INV,540,DANECOURT SCHOOL (ACADEMY),03986100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1372,2024-09-09 00:00:00,0016959002,INV,440,DANECOURT SCHOOL (ACADEMY),03986100,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1373,2024-09-09 00:00:00,0016959003,INV,392,LYNN GROVE ACADEMY,14408900,CHILDREN AND ADULTS,SCH RETAINED FUNDING & GRANTS,SCH RETAINED FUNDING & GRANTS,45000,PaymentstoOthe
1374,2024-09-19 00:00:00,0019051517,INV,1325,WARREN WOOD PRIMARY SCHOOL,03891300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,45000,PaymentstoOthe
1375,2024-09-19 00:00:00,0019051518,INV,1325,NAPIER CP & NURSERY ACADEMY,03899400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,45000,PaymentstoOthe
1376,2024-09-26 00:00:00,0019051946,INV,1209.6,BYRON PRIMARY SCHOOL,04013800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,45000,PaymentstoOthe
1377,2024-09-26 00:00:00,0019051947,INV,560,LADY JOANNA THORNHILL PRIMARY SCHOOL,14298800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,45000,PaymentstoOthe
1378,2024-09-16 00:00:00,0041336827,INV,392.27,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,18700,Operational Costs Premises
1379,2024-09-23 00:00:00,0014902274,CRN,-1593.415,COMMERCIAL SERVICES KENT LTD,03740100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,25100,Leased Car Charges
1380,2024-09-23 00:00:00,0014902274,CRN,-438.33,COMMERCIAL SERVICES KENT LTD,03740100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,25100,Leased Car Charges
1381,2024-09-30 00:00:00,0041337812,INV,250.85,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1382,2024-09-26 00:00:00,0041337108,INV,312.73,SITA SUEZ,02751500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,18700,Operational Costs Premises
1383,2024-09-26 00:00:00,0041337110,INV,215.58,SITA SUEZ,02751500,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,18700,Operational Costs Premises
1384,2024-09-26 00:00:00,0041337612,INV,872.83,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,18700,Operational Costs Premises
1385,2024-09-19 00:00:00,0041337106,INV,304.81,JAX FIRST AID LTD,14248700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1386,2024-09-02 00:00:00,0041335966,INV,227.7,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,33070,Medway Norse SLA
1387,2024-09-02 00:00:00,0041336066,INV,402.6,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,33070,Medway Norse SLA
1388,2024-09-19 00:00:00,0041337241,INV,359,PRINTERLAND.CO.UK,14348800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,36400,Computer Exps
1389,2024-09-19 00:00:00,0041337105,INV,4440,PAULA WILLIAMS,13738100,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1390,2024-09-26 00:00:00,0041337403,INV,475,GILLINGHAM FOOTBALL CLUB LTD,03872300,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1391,2024-09-12 00:00:00,0041336817,INV,5040,CHATHAM HISTORIC DOCKYARD TRUST,00082400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1392,2024-09-19 00:00:00,0041336243,INV,1275,SOAR TRAMPOLINE PARK,13708900,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1393,2024-09-16 00:00:00,0041336816,INV,450,JD MOBILE DISCOS,14536700,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1394,2024-09-26 00:00:00,0041336798,INV,1386.67,ORIGINAL BOWLING COMPANY LTD,03953000,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1395,2024-09-05 00:00:00,0041335834,INV,1209,PREMIER PRINT AND PROMOTIONS LTD,03787400,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1396,2024-09-26 00:00:00,0041337664,INV,550,WESTBURY SIGNS LTD,03232600,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1397,2024-09-16 00:00:00,0041336811,INV,660,NIGHT CAP IT LLC,14536800,CHILDREN AND ADULTS,CHILDRENS SERVICES,CHILDRENS SERVICES,31100,Equip/Furn/Mat
1398,2024-09-09 00:00:00,0041335964,INV,800,MEDWAY NORSE LTD,03759400,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1399,2024-09-02 00:00:00,0041336111,INV,540,STREETGAMES UK LTD,13674600,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1400,2024-09-05 00:00:00,0041336369,INV,275,PICKLED PEPPER PRODUCTIONS LTD,14246500,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1401,2024-09-05 00:00:00,0041336424,INV,8400,DR TILLY PAZ,14382500,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1402,2024-09-09 00:00:00,0041336507,INV,2318,LITTLE YOGA WARRIORS LTD,14527700,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1403,2024-09-16 00:00:00,0041337022,INV,4584.43,LOVELAND LIMITED,14382300,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
1404,2024-09-19 00:00:00,0041337059,INV,14779,RIVERMEAD SOLUTIONS CIC,14391700,CHILDREN AND ADULTS,ADDITIONAL GOVERNMENT GRANTS,ADDITIONAL GOVERNMENT GRANTS,46000,Priv Contract
