Body Name,Date Paid,Transaction Number,Amount,Invoice Date,Supplier Name,Supplier Type,Invoice Number,Account,Transaction Type,Transaction Type Description,Supplier Reporting,Expense Area,Cost Centre Description ,Service Area Categorisation,Service Division Categorisation,Expense Type
West Northamptonshire Council,24-May-23,51400288784,"-£84,228.30",08-Feb-23,UNIT4,TRADE SUPPLIER,2000014195,D4110,II,Incoming Invoice Posting,,Business Systems Portfolio Projects,Income Management Solution Project,"Digital, Technology & Innovation",Shared Services Business Systems & Change,Professional Fees and Hired Services
West Northamptonshire Council,26-May-23,51400307716,"-£52,106.68",02-May-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-37f,B0500,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - UNITARY CHARGE,Assets and Environment,A&E Works,Specialist Works and Repairs
West Northamptonshire Council,24-May-23,51400299066,"-£43,884.18",09-May-23,West Northants Norse Limited,TRADE SUPPLIER,52CR-000325,E2000,II,Incoming Invoice Posting,,Refuse and recycling [DDC],Norse Jv,Waste Service,"Refuse, Recycling & Collection [DDC]",Payments to Other Local Authorities
West Northamptonshire Council,25-May-23,51400294268,"-£26,430.34",31-Mar-23,Wicksteed Leisure Ltd,COMPANY,0000819453.CR,XB060,II,Incoming Invoice Posting,,Parks & Open Spaces [NBC],Parks / Allotments / Cemeteries  Enhancements,Assets and Environment Capital,Parks & Open Spaces [NBC],Environmental Works
West Northamptonshire Council,22-May-23,51400304966,"-£23,500.00",22-May-23,EAST HUNSBURY PRIMARY ACADEMY,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],East Hunsbury Primary Academy,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400304831,"-£22,917.00",22-May-23,HEADLANDS PRIMARY SCHOOL,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Headlands Primary School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,19-May-23,51400301819,"-£21,650.85",12-May-23,Weston Favell Retail Properties Limited Charge Account T/A Ashdown Phillips & Partners Ltd,COMPANY,SAO 150523 - reconciliation,B2010,SPV,AP VAT Spreadsheet Import - Payments,,PS&E Operational Property Running Costs,Premise Running Costs,Assets and Environment,A&E Property and Estates Management,Service Charges
West Northamptonshire Council,19-May-23,51400291440,"-£19,449.98",25-Jan-23,Weston Favell Retail Properties Limited Rent Account T/A Ashdown Phillips & Partners Ltd,COMPANY,SC Bal Cr YE 2022,B2010,SPV,AP VAT Spreadsheet Import - Payments,,PS&E Operational Property Running Costs,Premise Running Costs,Assets and Environment,A&E Property and Estates Management,Service Charges
West Northamptonshire Council,24-May-23,51400306940,"-£16,200.00",23-May-23,Admire Healthcare Limited -Apollo House,CARE ESTABLISHMENT,N1929337 P134744-00015,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,05-May-23,51400289082,"-£14,864.20",13-Apr-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,502742,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,24-May-23,51400306257,"-£13,571.43",23-May-23,PRIME LIFE LIMITED,CARE ESTABLISHMENT,WN15241 P134691-00002,E7140,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability RES ST [NCC],Support with Memory & Cognition Res other Short Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Rehabilitation And Respite Care
West Northamptonshire Council,24-May-23,51400305881,"-£12,301.20",22-May-23,Together for Mental Wellbeing,COMPANY,NT984466 P134469-00003,E7170,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Suppported Living
West Northamptonshire Council,22-May-23,51400305025,"-£11,678.00",22-May-23,MONKSMOOR PARK CE PRIMARY SCHOOL,EDUCATION,30MONTHLYTRANSFERSMAY23 CFR I06,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Monksmoor CE Primary School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305152,"-£11,000.00",22-May-23,Hunsbury Park Primary School,EDUCATION,09MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Hunsbury Park Primary School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,25-May-23,51400294273,"-£10,913.52",19-Oct-22,Wicksteed Leisure Ltd,COMPANY,0000819670.CR,XB060,II,Incoming Invoice Posting,,Parks & Open Spaces [NBC],Parks / Allotments / Cemeteries  Enhancements,Assets and Environment Capital,Parks & Open Spaces [NBC],Environmental Works
West Northamptonshire Council,19-May-23,51400301818,"-£9,899.90",09-Feb-23,Weston Favell Retail Properties Limited Rent Account T/A Ashdown Phillips & Partners Ltd,COMPANY,SC 04-22-03-23 YE Uplift reversal,B2010,SPV,AP VAT Spreadsheet Import - Payments,,PS&E Operational Property Running Costs,Premise Running Costs,Assets and Environment,A&E Property and Estates Management,Service Charges
West Northamptonshire Council,22-May-23,51400304917,"-£9,375.00",22-May-23,SIMON DE SENLIS PRIMARY ACADEMY,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Simon De Senlis Academy,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,05-May-23,51400289080,"-£9,215.03",13-Apr-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,502741,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,19-May-23,51400300642,"-£8,316.00",17-May-23,THE CARE BUREAU,CARE ESTABLISHMENT,N1144221 P134193-00022,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,26-May-23,51400307724,"-£7,920.90",03-Apr-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-28a,B2005,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - LETTINGS,Assets and Environment,A&E Works,Casual hire of facilities
West Northamptonshire Council,26-May-23,51400307725,"-£7,920.90",03-Apr-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-28b,B2005,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - LETTINGS,Assets and Environment,A&E Works,Casual hire of facilities
West Northamptonshire Council,12-May-23,51400299348,"-£7,857.14",11-May-23,B & M CARE  (Templemore),CARE ESTABLISHMENT,N2210753 P134140-00001,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,22-May-23,51400305210,"-£7,750.00",22-May-23,GLOUCESTER NURSERY SCHOOL,NURSERY,35MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Gloucester Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305207,"-£7,750.00",22-May-23,WALLACE ROAD NURSERY,NURSERY,35MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Wallace Road Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305198,"-£7,750.00",22-May-23,CAMROSE SURESTART CHILDRENS CENTRE,CARE ESTABLISHMENT,35MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Camrose Centre,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305204,"-£7,750.00",22-May-23,WHITEHILLS NURSERY SCHOOL,NURSERY,35MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Whitehills Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305201,"-£7,750.00",22-May-23,PARKLANDS NURSERY SCHOOL & C CENTRE,NURSERY,35MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Parklands Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400304761,"-£7,500.00",22-May-23,MALCOLM ARNOLD ACADEMY,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Malcolm Arnold Academy,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400304807,"-£7,222.00",22-May-23,THE PARKER E-ACT ACADEMY,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],"William Parker School, A Specialist Humanities College",Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,19-May-23,51400301073,"-£7,209.00",17-May-23,PRECIOUS HOPE HEALTH AND HOMECARE LTD,CARE ESTABLISHMENT,WN15843 P134238-00020,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,02-May-23,51400284080,"-£7,200.00",16-Feb-23,CANON (UK) LTD,TRADE SUPPLIER,2.30885E+12,D3000,II,Incoming Invoice Posting,,PS&E Staffing & Resources,[CLOSED] Strategic Asset Management (40900005),Assets and Environment,A&E Property and Estates Management,Printing
West Northamptonshire Council,26-May-23,51400307738,"-£7,199.38",25-May-23,Access UK Limited t/a Adam,COMPANY,SI23954,C6400,SPS,AP Spreadsheet Import - Payments,,Social Care & Health Transport,Social Care & Health Transport,Highways & Transport Service WNC,Passenger Transport WNC,Social Care Transport
West Northamptonshire Council,24-May-23,51400306553,"-£6,120.00",23-May-23,Minster Care Services Ltd,CARE ESTABLISHMENT,WN15051 P134750-00028,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES ST [NCC],Physical Support Res other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,05-May-23,51400289081,"-£6,000.00",13-Apr-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,502743,C6005,SPS,AP Spreadsheet Import - Payments,,Sustainable Travel WNC,Bus Subsidy-3rd Party Funded Contracts,Highways & Transport Service WNC,Transport Strategy & Development WNC,Support - subsidised bus routes
West Northamptonshire Council,22-May-23,51400304779,"-£5,833.00",22-May-23,CAROLINE CHISHOLM SCHOOL (ACADEMY),EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Caroline Chisholm,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,24-May-23,51400306542,"-£5,785.72",23-May-23,Minster Care Services Ltd,CARE ESTABLISHMENT,N2211064 P134750-00017,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Physical Support Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,19-May-23,51400300579,"-£5,735.30",17-May-23,MEGA RESOURCES LTD,CARE ESTABLISHMENT,N0533261 P134191-00003,E7140,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Rehabilitation And Respite Care
West Northamptonshire Council,19-May-23,51400300671,"-£5,382.00",17-May-23,THE CARE BUREAU,CARE ESTABLISHMENT,N2211769 P134193-00052,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400301514,"-£5,220.00",17-May-23,THE CARE BUREAU,CARE ESTABLISHMENT,N2211719 P134193-00051,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,22-May-23,51400304837,"-£4,861.00",22-May-23,SPRING LANE PRIMARY SCHOOL,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],Spring Lane Primary School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,19-May-23,51400300594,"-£4,171.13",17-May-23,MEGA RESOURCES LTD,CARE ESTABLISHMENT,N2310177 P134191-00018,E7140,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Rehabilitation And Respite Care
West Northamptonshire Council,19-May-23,51400300850,"-£4,068.00",17-May-23,SANCTUARY OASIS LTD,CARE ESTABLISHMENT,N0316517 P134229-00006,E7150,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Domiciliary Care
West Northamptonshire Council,24-May-23,51400306728,"-£3,967.68",23-May-23,ST MATTHEWS LIMITED - (KINGSTHORPE GRANGE),CARE ESTABLISHMENT,WN15692 P134659-00013,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,24-May-23,51400306826,"-£3,553.57",23-May-23,MERRIFIELD HOUSE,CARE ESTABLISHMENT,N2310015 P134623-00015,E7145,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES ST [NCC],Physical Support Res other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Residential Care
West Northamptonshire Council,22-May-23,51400304910,"-£3,472.00",22-May-23,Peterborough Diocese Education Trust t/a St James CE Primary School,EDUCATION,07MONTHLYTRANSFERSMAY23 CFR I03,E6000,SPS,AP Spreadsheet Import - Payments,,Academies [NCC],St James CofE Infant School,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,24-May-23,51400306741,"-£3,142.86",23-May-23,THE COTTAGE NURSING HOME LTD,CARE ESTABLISHMENT,WN15761 P134749-00007,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,26-May-23,51400301593,"-£3,074.40",17-May-23,G M LAWRENCE ELECTRICAL LTD,COMPANY,CN-5518,B0000,II,Incoming Invoice Posting,,Property Management [NBC],Hard Facilities Management,Assets and Environment,A&E Works,Building Repair and Maintenance
West Northamptonshire Council,19-May-23,51400300439,"-£2,986.06",17-May-23,Compassion First Care,CARE ESTABLISHMENT,N2210555 P134274-00001,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Support with Memory & Cognition CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,22-May-23,51400305206,"-£2,743.00",22-May-23,WALLACE ROAD NURSERY,NURSERY,34MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Wallace Road Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305197,"-£2,743.00",22-May-23,CAMROSE SURESTART CHILDRENS CENTRE,CARE ESTABLISHMENT,34MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Camrose Centre,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305200,"-£2,743.00",22-May-23,PARKLANDS NURSERY SCHOOL & C CENTRE,NURSERY,34MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Parklands Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305203,"-£2,743.00",22-May-23,WHITEHILLS NURSERY SCHOOL,NURSERY,34MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Whitehills Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,22-May-23,51400305209,"-£2,743.00",22-May-23,GLOUCESTER NURSERY SCHOOL,NURSERY,34MONTHLYTRANSFERSMAY23 CFR I01,E6000,SPS,AP Spreadsheet Import - Payments,,Individual Schools Budgets (DSG) [NCC],Gloucester Nursery Sch,Schools Block,Schools Block [NCC],Payments to Other Establishments
West Northamptonshire Council,30-May-23,51400307803,"-£2,553.88",26-May-23,Redacted Personal Data,SERVICE USER,N0540861 P134842-00003,F1100,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Direct Payments
West Northamptonshire Council,02-May-23,51400297423,"-£2,532.00",28-Apr-23,Redacted Personal Data,INDIVIDUAL,DS961838 P133951-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,TR Transitions CCP LT [NCC],Learning Disability Support CCP Long Term TR,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,05-May-23,51400294810,"-£2,451.36",24-Apr-23,CDW Limited UK,COMPANY,PSCN244858,D5015,II,Incoming Invoice Posting,,DTI Contracts,Centralised IT Services Budgets - ex NCC,"Digital, Technology & Innovation",DTI Contracts,Computer hardware - purchase
West Northamptonshire Council,09-May-23,51400298436,"-£2,429.93",05-May-23,Redacted Personal Data,SERVICE USER,N1824187 P134095-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Client Care Contributions
West Northamptonshire Council,19-May-23,51400301365,"-£2,291.08",17-May-23,Cera Care Operations Limited,CARE ESTABLISHMENT,N2113340 P134267-00035,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400300321,"-£2,249.24",17-May-23,K C CARERS LTD,CARE ESTABLISHMENT,N1936760 P134199-00020,E7150,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400300863,"-£1,998.00",17-May-23,SANCTUARY OASIS LTD,CARE ESTABLISHMENT,N2211128 P134229-00019,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400300860,"-£1,944.00",17-May-23,SANCTUARY OASIS LTD,CARE ESTABLISHMENT,N2210643 P134229-00016,E7150,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400301403,"-£1,798.32",17-May-23,SOUTH NORTHANTS HOME CARE LTD,CARE ESTABLISHMENT,NT986238 P134249-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400301460,"-£1,625.60",17-May-23,Xperience Recruitment Ltd,COMPANY,N2310062 P134279-00014,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,24-May-23,51400306500,"-£1,606.42",23-May-23,Crown Care X Ltd,CARE ESTABLISHMENT,NT950392 P134751-00026,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Support with Memory & Cognition Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,19-May-23,51400300905,"-£1,530.00",17-May-23,EMPATHY CARE LTD,CARE ESTABLISHMENT,NT832037 P134222-00019,E7150,CPN,Social Care West Northampton Council CareCost Payments,,PD Physical Disability CCP LT [NCC],Physical Support CCP Long Term PD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Domiciliary Care
West Northamptonshire Council,24-May-23,51400307008,"-£1,428.57",23-May-23,FOUR SEASONS (BAMFORD) LIMITED,CARE ESTABLISHMENT,WN15953 P134683-00021,E7130,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People RES LT [NCC],Physical Support Res Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Nursing Care
West Northamptonshire Council,19-May-23,51400300726,"-£1,386.00",17-May-23,FARJ SERVICES LTD,CARE ESTABLISHMENT,N2112553 P134214-00009,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400301450,"-£1,300.48",17-May-23,Xperience Recruitment Ltd,COMPANY,N2019450 P134279-00003,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP ST [NCC],Physical Support CCP other Short Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,05-May-23,51400294809,"-£1,278.60",24-Apr-23,CDW Limited UK,COMPANY,PSCN244859,D5015,II,Incoming Invoice Posting,,DTI Contracts,Centralised IT Services Budgets - ex NCC,"Digital, Technology & Innovation",DTI Contracts,Computer hardware - purchase
West Northamptonshire Council,19-May-23,51400300514,"-£1,259.84",17-May-23,EMPATHY CARE LTD,CARE ESTABLISHMENT,WN16383 P134203-00008,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Support with Memory & Cognition CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,19-May-23,51400301512,"-£1,240.96",17-May-23,INTEGRAL CARE SOLUTIONS LTD,CARE ESTABLISHMENT,N2212246 P134276-00005,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,26-May-23,51400307717,"-£1,200.00",02-May-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-38,B8000,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - SCHOOL FREE MEALS,Assets and Environment,A&E Works,Contributions to premises related provisions
West Northamptonshire Council,12-May-23,51400299443,"-£1,199.60",12-May-23,Access UK Limited t/a Adam,COMPANY,SI23822,C6400,SPS,AP Spreadsheet Import - Payments,,Social Care & Health Transport,Social Care & Health Transport,Highways & Transport Service WNC,Passenger Transport WNC,Social Care Transport
West Northamptonshire Council,05-May-23,51400294808,"-£1,195.20",24-Apr-23,CDW Limited UK,COMPANY,PSCN244856,D5015,II,Incoming Invoice Posting,,DTI Contracts,Centralised IT Services Budgets - ex NCC,"Digital, Technology & Innovation",DTI Contracts,Computer hardware - purchase
West Northamptonshire Council,22-May-23,51400304542,"-£1,134.24",19-May-23,Redacted Personal Data,SERVICE USER,N2210552 P134362-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Client Care Contributions
West Northamptonshire Council,26-May-23,51400307715,"-£1,104.85",02-May-23,NORTHAMPTON SCHOOLS LTD,EDUCATION,2023-37e,B0500,SPV,AP VAT Spreadsheet Import - Payments,,Northampton Schools PFI,Northampton PFI Contract - UNITARY CHARGE,Assets and Environment,A&E Works,Specialist Works and Repairs
West Northamptonshire Council,22-May-23,51400304459,"-£1,104.64",19-May-23,Redacted Personal Data,SERVICE USER,NT966368 P134362-00002,J6200,CPO,Social Care West Northampton Council Direct Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Client Care Contributions
West Northamptonshire Council,05-May-23,51400298004,"-£1,097.10",04-May-23,STAGECOACH SERVICES LTD,TRADE SUPPLIER,495588,C6005,SPS,AP Spreadsheet Import - Payments,,Home to School Transport WNC,Home to school transport - Mainstream,Highways & Transport Service WNC,Passenger Transport WNC,Support - subsidised bus routes
West Northamptonshire Council,30-May-23,51400307802,"-£1,082.99",26-May-23,Redacted Personal Data,SERVICE USER,DS941906 P134842-00002,J6200,CPN,Social Care West Northampton Council CareCost Payments,,LD Learning Disability CCP LT [NCC],Learning Disability Support CCP Long Term LD,Adult Services,Specialist and Complex - Working Age Adults [NCC],Client Care Contributions
West Northamptonshire Council,05-May-23,51400284376,"-£1,072.00",09-Jun-22,CDW Limited UK,COMPANY,PSCN225979,D5015,II,Incoming Invoice Posting,,DTI Contracts,Centralised IT Services Budgets - ex NCC,"Digital, Technology & Innovation",DTI Contracts,Computer hardware - purchase
West Northamptonshire Council,05-May-23,51400291280,"-£1,052.57",18-Apr-23,CDW Limited UK,COMPANY,PSCN244425,D5015,II,Incoming Invoice Posting,,DTI Contracts,Centralised IT Services Budgets - ex NCC,"Digital, Technology & Innovation",DTI Contracts,Computer hardware - purchase
West Northamptonshire Council,19-May-23,51400300367,"-£1,047.06",17-May-23,SINCERITY HEALTH CARE LTD,CARE ESTABLISHMENT,N2211876 P134200-00019,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
West Northamptonshire Council,17-May-23,51400300008,-£980.36,16-May-23,LUMSDEN LIVING LTD,CARE ESTABLISHMENT,N1928795 P134183-00001,E7170,CPN,Social Care West Northampton Council CareCost Payments,,MH Mental Health CCP LT [NCC],Mental Health Support CCP Long Term MH,Adult Services,Specialist and Complex - Mental Health [NCC],Suppported Living
West Northamptonshire Council,19-May-23,51400301322,-£965.20,17-May-23,Xperience Recruitment Ltd,COMPANY,N2211691 P134278-00013,E7150,CPN,Social Care West Northampton Council CareCost Payments,,OP South Older People CCP LT [NCC],Physical Support CCP Long Term OP South,Adult Services,Specialist and Complex - Older People [NCC],Domiciliary Care
