Supplier,Purpose of Spend,Date,Net Amount,Order Reference,Procurement Code,Type
ASHE GREEN CIVIL ENGINEERS LTD,Construction - Permanent Structures,16/05/2024,"£2,336.00",PO00042085,BUILD06,Purchase order

LAW ABSOLUTE,Temporary Staff,16/05/2024,"£1,395.00",PO00042087,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,16/05/2024,"£1,395.00",PO00042088,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,16/05/2024,"£1,395.00",PO00042089,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,16/05/2024,"£1,395.00",PO00042090,HR2,Purchase order

COUNTRYSIDE AUTOMATION LTD,Electrical Services,16/05/2024,£560.00,PO00042093,BUILD10,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,16/05/2024,£453.25,PO00042094,CAT2,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,16/05/2024,"£2,296.71",PO00042095,SECUR4,Purchase order

PGR Timber Ltd,Building Materials,16/05/2024,£631.92,PO00042096,MAT,Purchase order

W & H ROMAC LTD,Building Repairs,16/05/2024,£310.45,PO00042099,BUILD07,Purchase order

Essex Pride,Promotional Advertising,16/05/2024,£750.00,PO00042106,ADVRT1,Purchase order

Trafalgar Releasing Limited,Performing Arts,16/05/2024,£273.34,PO00042107,PERFORM,Purchase order

MARIO PRODUCTIONS,Performing Arts,16/05/2024,"£7,485.82",PO00042108,PERFORM,Purchase order

ESSEX SUPPLIES (UK) LTD,Performing Arts,16/05/2024,£263.98,PO00042109,PERFORM,Purchase order

M J FENCING LTD,Street Furniture,17/05/2024,£890.00,PO00042110,STFURN,Purchase order

Knight Kavanagh & Page Ltd,Consultancy,17/05/2024,"£11,755.40",PO00042112,CONSULT,Purchase order

CHANDLER MATERIAL SUPPLIES LTD,Construction - Permanent Structures,17/05/2024,£281.00,PO00042113,BUILD06,Purchase order

RE-GEN,Building Repairs,17/05/2024,£440.00,PO00042115,BUILD07,Purchase order

DCRS LTD,Homelessness Provision,17/05/2024,£390.00,PO00042117,HOMEPROV,Purchase order

SPALDINGS (UK) LIMITED,Digital Maintenance & Support,17/05/2024,"£1,314.90",PO00042119,DIGIT6,Purchase order

LANDSCAPE SUPPLY COMPANY,Horticultural Chemicals,17/05/2024,"£1,035.88",PO00042120,HORT1,Purchase order

THE ANGLIA SIGN CASTING LTD,Crematorium Equipment,17/05/2024,£327.73,PO00042122,CREM1,Purchase order

JACOBS CERTIFICATED BAILIFFS,Debt Collection & Recovery,17/05/2024,"£1,228.18",PO00042124,DEBT,Purchase order

DIRECT TYRE MANAGEMENT LTD,Vehicle Maintenance,17/05/2024,£473.60,PO00042125,VEHIC8,Purchase order

REDACTED,Public Relations,17/05/2024,£275.00,PO00042128,PR,Purchase order

FISK FIRE MAINTENANCE LIMITED,Property Management,17/05/2024,£442.00,PO00042130,PROP4,Purchase order

SB3 ELECTRICAL SERVICES LTD,Property Maintenance,17/05/2024,£670.00,PO00042131,PROP3,Purchase order

COOLER AID LIMITED,Vending Services,17/05/2024,£432.00,PO00042139,VEND,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,17/05/2024,"£1,332.50",PO00042144,CAT2,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,17/05/2024,"£1,170.00",PO00042145,CAT2,Purchase order

PLENTY OF THYME,Catering Supplies - Food & Drink,17/05/2024,£350.00,PO00042146,CAT2,Purchase order

ONE FROM THE HEART,Performing Arts,17/05/2024,"£1,519.20",PO00042147,PERFORM,Purchase order

BARBOUR LOGIC LTD,Software,17/05/2024,"£37,064.00",PO00042148,DIGIT7,Purchase order

NORTHUMBRIAN WATER LIMITED,Property Maintenance,17/05/2024,£390.00,PO00042150,PROP3,Purchase order

HOUND ENVELOPES LTD,Stationary,17/05/2024,£270.00,PO00042152,STAT1,Purchase order

MEDWAY GALVANISING COMPANY LTD T/A JOSEPH ASH MEDWAY,Playground Maintenance,20/05/2024,"£2,058.50",PO00042154,PLAY2,Purchase order

GB SPORT & LEISURE,Sports Equipment,20/05/2024,£946.00,PO00042156,SPORT2,Purchase order

LAW ABSOLUTE,Temporary Staff,20/05/2024,"£1,395.00",PO00042166,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,20/05/2024,"£2,590.00",PO00042167,HR2,Purchase order

MEDIGOLD HEALTH CONSULTANCY LIMITED,Healthcare Fees,20/05/2024,"£2,943.25",PO00042171,HEALTH3,Purchase order

THE BIG WORD GROUP (LEEDS),Homelessness Provision,20/05/2024,£469.40,PO00042173,HOMEPROV,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,20/05/2024,"£3,710.00",PO00042174,HOMEPROV,Purchase order

TMP (UK) LTD,Statutory Advertising,20/05/2024,£498.85,PO00042182,ADVRT2,Purchase order

Elm Valley Foods Ltd,Performing Arts,20/05/2024,£409.86,PO00042189,PERFORM,Purchase order

CHELMSFORD IMPROVEMENT DISTRICT LIMITED,Debt Collection & Recovery,21/05/2024,"£399,847.00",PO00042190,DEBT,Purchase order

Fieldfisher LLP,Legal Advice,21/05/2024,"£2,918.91",PO00042191,LEGAL4,Purchase order

NEW ERA FUELS LIMITED,Fuel,21/05/2024,"£30,646.00",PO00042195,FUEL1,Purchase order

ANDERSON AND CO TARMACADAM,Bitumen & Roadsurface Dressing,21/05/2024,"£2,054.00",PO00042197,ROAD,Purchase order

BRITISH PARKING ASSOCIATION,Street & Traffic Mgt Planning,21/05/2024,"£1,015.00",PO00042200,TRAFF3,Purchase order

PALM RECYCLING LIMITED,Paper,21/05/2024,£300.00,PO00042204,PAPER,Purchase order

PALM RECYCLING LIMITED,Paper,21/05/2024,£726.20,PO00042205,PAPER,Purchase order

OPTIMUM OILS LTD,Vehicles Parts,21/05/2024,£299.10,PO00042206,VEHIC7,Purchase order

CHELMSFORD PEST CONTROL,Pest Control,21/05/2024,£635.00,PO00042207,PEST,Purchase order

ANDERSON AND CO TARMACADAM,Bitumen & Roadsurface Dressing,21/05/2024,"£1,375.00",PO00042212,ROAD,Purchase order

ASTUTIS LTD,Training / Course Fees,21/05/2024,"£2,050.00",PO00042215,TRG1,Purchase order

Senbla Ltd,Performing Arts,22/05/2024,"£6,872.30",PO00042224,PERFORM,Purchase order

REDACTED,Temporary Staff,22/05/2024,"£1,400.00",PO00042233,HR2,Purchase order

VIP SECURITY (ESSEX) LTD,Temporary Staff,22/05/2024,£275.25,PO00042234,HR2,Purchase order

BRIDGE ACADEMY TRUST,Election Services,22/05/2024,£360.00,PO00042236,LEGAL2,Purchase order

The TCM Group,Healthcare - Counselling,22/05/2024,"£1,650.00",PO00042237,HEALTH5,Purchase order

NEW ERA FUELS LIMITED,Fuel,22/05/2024,"£22,401.00",PO00042238,FUEL1,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Workwear,22/05/2024,£603.00,PO00042239,PPE1,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,22/05/2024,£350.00,PO00042240,HOMEPROV,Purchase order

Dynamic New Anglian Networks,Homelessness Provision,22/05/2024,£317.12,PO00042241,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042243,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£720.00,PO00042244,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£480.00,PO00042245,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042246,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042247,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042248,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042249,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042250,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£560.00,PO00042251,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042252,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042253,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042254,HOMEPROV,Purchase order

WATLING JCB LTD,Vehicle Maintenance,22/05/2024,"£1,953.40",PO00042266,VEHIC8,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042269,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042270,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042271,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042272,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,22/05/2024,£420.00,PO00042273,HOMEPROV,Purchase order

ESSEX & SUFFOLK WATER,Building Repairs,22/05/2024,£505.56,PO00042274,BUILD07,Purchase order

NC RANGE SITE LIMITED,DFGS Grant,22/05/2024,"£5,277.00",PO00042279,DFGS,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,23/05/2024,"£52,500.27",PO00042280,WASTE2,Purchase order

COMPLETE CONSTRUCTION,Property Maintenance,23/05/2024,£595.00,PO00042285,PROP3,Purchase order

BIRKETTS LLP,Property Management,23/05/2024,"£1,275.00",PO00042286,PROP4,Purchase order

GEMCO EQUIPMENT LTD,Vehicle Tools and Equipment,23/05/2024,£435.00,PO00042287,VEHIC10,Purchase order

HYDRAHOSE SERVICE LTD,Vehicle Maintenance,23/05/2024,£332.58,PO00042294,VEHIC8,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,23/05/2024,"£1,197.00",PO00042296,SECUR4,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,23/05/2024,£343.80,PO00042297,SECUR4,Purchase order

PROPERTY STOP,Homelessness Provision,23/05/2024,"£26,550.00",PO00042298,HOMEPROV,Purchase order

PROPERTY STOP,Homelessness Provision,23/05/2024,"£25,110.00",PO00042299,HOMEPROV,Purchase order

TERBERG MATECK UK LTD,Vehicles Parts,23/05/2024,"£1,118.78",PO00042309,VEHIC7,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,23/05/2024,£555.00,PO00042310,CLEAN1,Purchase order

KI SOUND & LIGHT LIMITED,Property Maintenance,23/05/2024,"£5,537.60",PO00042318,PROP3,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,24/05/2024,"£8,045.50",PO00042337,HOMEPROV,Purchase order

SAFE PARTNERSHIP LIMITED,Homelessness Provision,24/05/2024,£410.00,PO00042338,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£5,670.00",PO00042339,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,235.00",PO00042340,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£5,015.00",PO00042341,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,585.00",PO00042342,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£5,320.00",PO00042343,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£5,880.00",PO00042344,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,130.00",PO00042345,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,760.00",PO00042346,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,290.00",PO00042347,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£5,190.00",PO00042348,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£3,955.00",PO00042349,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,24/05/2024,"£4,925.00",PO00042350,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,24/05/2024,£420.00,PO00042351,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,24/05/2024,£420.00,PO00042352,HOMEPROV,Purchase order

TMP (UK) LTD,Statutory Advertising,24/05/2024,£673.15,PO00042356,ADVRT2,Purchase order

WiFi Wars Ltd,Performing Arts,24/05/2024,"£1,323.92",PO00042358,PERFORM,Purchase order

Subish Ltd,Performing Arts,24/05/2024,"£5,487.82",PO00042360,PERFORM,Purchase order

AVC WISE LTD,Pension Funds,24/05/2024,£556.89,PO00042362,PENSION,Purchase order

ESSEX COUNTY COUNCIL,Waste Disposal Services,24/05/2024,"£52,660.20",PO00042365,WASTE2,Purchase order

DIAL A JET DRAINAGE LTD,Building Repairs,24/05/2024,£890.00,PO00042367,BUILD07,Purchase order

REDACTED,Performing Arts,24/05/2024,£550.00,PO00042370,PERFORM,Purchase order

Spirit Of Ukraine LTD,Homelessness Provision,24/05/2024,£250.00,PO00042371,HOMEPROV,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,24/05/2024,"£1,157.05",PO00042379,CLEAN1,Purchase order

VANITORIALS LTD,Cleaning Supplies,24/05/2024,£445.39,PO00042383,CLEAN1,Purchase order

Zoo and Wildlife Solutions Ltd,Training / Course Fees,24/05/2024,£990.00,PO00042385,TRG1,Purchase order

ESSEX SUPPLIES (UK) LTD,Cleaning Supplies,24/05/2024,£415.06,PO00042387,CLEAN1,Purchase order

PRETTYS,Legal Advice,28/05/2024,"£23,295.50",PO00042395,LEGAL4,Purchase order

HAYS MONTROSE,Temporary Staff,28/05/2024,£646.41,PO00042396,HR2,Purchase order

The Rent Guarantee Company Ltd,Homelessness Provision,28/05/2024,"£3,710.00",PO00042402,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,28/05/2024,£420.00,PO00042404,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,28/05/2024,£560.00,PO00042405,HOMEPROV,Purchase order

FLOWBIRD SMART CITY UK LIMITED,Software,28/05/2024,£816.00,PO00042406,DIGIT7,Purchase order

HOUSING ACTION MANAGEMENT LIMITED,Homelessness Provision,28/05/2024,"£8,520.50",PO00042414,HOMEPROV,Purchase order

BRADLEY FAULKNER GROUND MAINTENANCE,Pest Control,28/05/2024,£300.00,PO00042416,PEST,Purchase order

LAPWING MARKETING,Museums & Galleries,28/05/2024,£260.00,PO00042425,MUSEUM,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,28/05/2024,"£1,055.62",PO00042428,VEHIC7,Purchase order

DENNIS EAGLE LTD,Vehicles Parts,28/05/2024,"£1,065.77",PO00042429,VEHIC7,Purchase order

J D ROBERTSON & CO LTD,Fuel,28/05/2024,£542.50,PO00042430,FUEL1,Purchase order

AUTO JET,Vehicle Maintenance,28/05/2024,"£1,460.00",PO00042434,VEHIC8,Purchase order

AUTO JET,Vehicle Maintenance,28/05/2024,"£1,155.00",PO00042435,VEHIC8,Purchase order

OPEN ROAD,Public Safety & Control,28/05/2024,"£26,666.00",PO00042441,SECUR5,Purchase order

TRINITY MUSIC-DRAMA FELLOWSHIP,Performing Arts,29/05/2024,"£22,065.87",PO00042457,PERFORM,Purchase order

COLLECTIVE AGENTS,Performing Arts,29/05/2024,"£2,208.00",PO00042458,PERFORM,Purchase order

J ODDY & SONS,Timber,29/05/2024,£330.45,PO00042462,TIMBER,Purchase order

BARRY KING TRADING AS ENHANCED SECURITY SOLUTIONS,Building Security,29/05/2024,"£1,289.50",PO00042464,SECUR1,Purchase order

TOTALKARE H D W S LTD,Vehicle Tools and Equipment,29/05/2024,"£2,004.30",PO00042465,VEHIC10,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042474,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042475,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042476,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042477,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042478,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,29/05/2024,£420.00,PO00042479,HOMEPROV,Purchase order

ATE (UK) LIMITED,Vehicles Parts,29/05/2024,£348.45,PO00042480,VEHIC7,Purchase order

WALLGATE LTD,Washroom Sanitation Services,29/05/2024,"£5,928.00",PO00042481,CLEAN4,Purchase order

Building Cost Information Service Ltd,Subscriptions,29/05/2024,"£2,323.00",PO00042484,SUBS,Purchase order

SHARPE PRITCHARD LLP,Consultancy,29/05/2024,"£7,058.86",PO00042485,CONSULT,Purchase order

ZURICH INSURANCE PLC,Insurance,29/05/2024,"£7,244.19",PO00042486,INSURE,Purchase order

POINT 13 MEDIA,Promotional Advertising,29/05/2024,£660.00,PO00042490,ADVRT1,Purchase order

LANDSCAPE SUPPLY COMPANY,Vehicle Tools and Equipment,29/05/2024,"£2,098.80",PO00042491,VEHIC10,Purchase order

CHIPSIDE LTD,Software,30/05/2024,"£1,530.00",PO00042498,DIGIT7,Purchase order

Blackwater Tree Specialists,Tree Management Services,30/05/2024,£285.00,PO00042501,TREE,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£5,380.00",PO00042504,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£5,670.00",PO00042505,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£5,420.00",PO00042506,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£4,540.00",PO00042507,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£5,335.00",PO00042508,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£4,570.00",PO00042510,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£6,480.00",PO00042511,HOMEPROV,Purchase order

S B SKIP HIRE,Street Cleaning Services,30/05/2024,£850.00,PO00042517,CLEAN5,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,30/05/2024,"£2,590.00",PO00042519,HR2,Purchase order

SELLICK PARTNERSHIP,Temporary Staff,30/05/2024,"£2,590.00",PO00042520,HR2,Purchase order

LAW ABSOLUTE,Temporary Staff,30/05/2024,"£1,395.00",PO00042521,HR2,Purchase order

CORPORATE MAILING SOLUTIONS,Election Services,30/05/2024,"£75,330.00",PO00042522,LEGAL2,Purchase order

REDACTED,Burial & Cremation,30/05/2024,£968.00,PO00042525,CREM4,Purchase order

REDACTED,Burial & Cremation,30/05/2024,"£2,420.00",PO00042526,CREM4,Purchase order

REDACTED,Legal Advocacy,30/05/2024,"£4,125.00",PO00042527,LEGAL1,Purchase order

VPS (UK) LIMITED,Property Management,30/05/2024,£490.00,PO00042530,PROP4,Purchase order

BADDOW ROAD SUPPLIES LTD,Recycling Services,30/05/2024,"£4,458.78",PO00042533,RECYCL1,Purchase order

BADDOW ROAD SUPPLIES LTD,Street Cleaning Services,30/05/2024,"£1,724.10",PO00042535,CLEAN5,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£4,810.00",PO00042539,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£4,760.00",PO00042540,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£4,235.00",PO00042541,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£5,040.00",PO00042542,HOMEPROV,Purchase order

Nickolds Property Management,Homelessness Provision,30/05/2024,"£3,955.00",PO00042543,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,30/05/2024,£420.00,PO00042544,HOMEPROV,Purchase order

New Hope Rentals,Homelessness Provision,30/05/2024,£420.00,PO00042545,HOMEPROV,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,30/05/2024,£250.00,PO00042546,HOMEPROV,Purchase order

WATLING JCB LTD,Vehicle Maintenance,30/05/2024,"£10,941.67",PO00042551,VEHIC8,Purchase order

ESSEX SUPPLIES (UK) LTD,Water (Utility),30/05/2024,£670.00,PO00042552,WATER,Purchase order

BADDOW ROAD SUPPLIES LTD,Vehicles Parts,30/05/2024,£661.45,PO00042554,VEHIC7,Purchase order

BADDOW ROAD SUPPLIES LTD,PPE Workwear,30/05/2024,"£3,178.81",PO00042555,PPE1,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,30/05/2024,£445.00,PO00042556,VEHIC7,Purchase order

7 2 7 TRUCK & VAN PARTS SPECIALIST,Vehicles Parts,30/05/2024,£710.98,PO00042557,VEHIC7,Purchase order

POINT 13 MEDIA,Promotional Advertising,30/05/2024,"£1,635.00",PO00042561,ADVRT1,Purchase order

NEWLYN,Parking Fines Collection,30/05/2024,"£1,942.48",PO00042566,FINES,Purchase order

EQUITA LTD,Parking Fines Collection,31/05/2024,£656.77,PO00042568,FINES,Purchase order

TELESHORE UK LTD,Crematorium Equipment,31/05/2024,"£1,378.50",PO00042570,CREM1,Purchase order

CHEMASTIC LTD,Crematorium Maintenance,31/05/2024,£295.00,PO00042571,CREM2,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,31/05/2024,"£1,406.73",PO00042572,VEHIC8,Purchase order

ERNST & YOUNG LLP,Auditing - Accounts,31/05/2024,"£11,000.00",PO00042573,AUDIT1,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,31/05/2024,"£1,292.38",PO00042576,VEHIC8,Purchase order

New Hope Rentals,Homelessness Provision,31/05/2024,£420.00,PO00042577,HOMEPROV,Purchase order

P TUCKWELL LTD,Vehicle Maintenance,31/05/2024,"£1,072.55",PO00042578,VEHIC8,Purchase order

G & B FINCH SOILS,Aggregates,31/05/2024,£351.00,PO00042579,AGGRG,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,31/05/2024,"£1,485.00",PO00042581,SECUR4,Purchase order

Chignal Facilities Management Limited,DFGS Grant,31/05/2024,"£6,085.00",PO00042583,DFGS,Purchase order

STANNAH STAIRLIFTS,DFGS Grant,31/05/2024,"£6,309.00",PO00042584,DFGS,Purchase order

LAMPWICK CARE LIMITED,Homelessness Provision,31/05/2024,£428.93,PO00042585,HOMEPROV,Purchase order

ANGLIAN WATER,Water (Utility),31/05/2024,£295.48,PO00042592,WATER,Purchase order

Anglia Ruskin University,Training / Course Fees,31/05/2024,£460.00,PO00042595,TRG1,Purchase order

VIP SECURITY (ESSEX) LTD,Security Personnel,31/05/2024,£517.50,PO00042597,SECUR4,Purchase order

ECLIPSE SECURITY UK LTD,Security Personnel,31/05/2024,£369.00,PO00042599,SECUR4,Purchase order

E.ON NEXT COVENTRY,GENEXPENSE,22/05/2024,£264.58,,,Procurement card

SR*19739 - Certified Product Owner training (KW),TRAINING EXPENSES,22/05/2024,£285.66,,,Procurement card

DVLA,VEHICLE TAX,22/05/2024,£337.50,,,Procurement card

DVLA,VEHICLE TAX,22/05/2024,£337.50,,,Procurement card

DVLA,VEHICLE TAX,22/05/2024,£337.50,,,Procurement card

DVLA,VEHICLE TAX,22/05/2024,£337.50,,,Procurement card

"FACEBK ADS > May H&F, Get in May.",ADVERTISING,22/05/2024,£400.00,,,Procurement card

WWW.BRITISHGAS.CO. BRITISHGAS.CO,GENEXPENSE,22/05/2024,£432.54,,,Procurement card

VYOND-GOANIMATEINC. 188-836-0963,PCARDTRAN,22/05/2024,£533.92,,,Procurement card

NET WORLD SPORTS ,GROUNDS MAINTENANCE MATERIALS,22/05/2024,£783.82,,,Procurement card

Service of water pump sets by KSB,GENEXPENSE,22/05/2024,£881.68,,,Procurement card

EUROLOOS CHELMSFORD ,GENEXPENSE,22/05/2024,£894.00,,,Procurement card

SP DJI STORE OFFICIAL NOTTINGHAM,PCARDTRAN,22/05/2024,£979.00,,,Procurement card

SR*19708 - Power BI Desktop for Technical Users training course.,TRAINING EXPENSES,22/05/2024,"£3,168.00",,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,14/05/2024,£254.55,,,Procurement card

4 digit red 57mm clock/timer,NEW EQUIPMENT,14/05/2024,£255.60,,,Procurement card

"16A Ts, BNC couplers",NEW EQUIPMENT,14/05/2024,£287.47,,,Procurement card

AO RETAIL LIMITED .,PCARDTRAN,14/05/2024,£424.00,,,Procurement card

EUROLOOS CHELMSFORD,GENEXPENSE,14/05/2024,£600.00,,,Procurement card

EUROLOOS CHELMSFORD,GENEXPENSE,14/05/2024,£600.00,,,Procurement card

CARECO 03330155000,PCARDTRAN,14/05/2024,"£3,827.98",,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,07/05/2024,£265.95,,,Procurement card

annual subscription for iStock images,PRINTING & STATIONARY,07/05/2024,£273.60,,,Procurement card

FACEBK FB.ME/ADS,ADVERTISING,07/05/2024,£278.41,,,Procurement card

AMZNBUSINESS H547X3VG4 AMAZON.CO.UK,NEW EQUIPMENT,07/05/2024,£279.99,,,Procurement card

"CANVA - sports team, annual subscription",GENEXPENSE,07/05/2024,£296.89,,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,07/05/2024,£307.95,,,Procurement card

PROCONFERENCES.COM 01932 752685,TRAINING EXPENSES,07/05/2024,£309.60,,,Procurement card

AW Membership,EMPLOYEE SUBSCRIPTIONS,07/05/2024,£330.00,,,Procurement card

"GOOGLE ADS, April 2024",ADVERTISING,07/05/2024,£331.82,,,Procurement card

BMW SERVICE AND MOT FOR CIVIC CAR,VEHICLE REPAIRS,07/05/2024,£388.03,,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,07/05/2024,£395.13,,,Procurement card

WWW.JOEANDSEPHS.CO.UK WATFORD,GENEXPENSE,07/05/2024,£435.46,,,Procurement card

PVD Membership,EMPLOYEE SUBSCRIPTIONS,07/05/2024,£436.00,,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,07/05/2024,£450.23,,,Procurement card

TRAVELODG TRAVELODGE,GENEXPENSE,07/05/2024,£451.18,,,Procurement card

600mm stage skirt,NEW EQUIPMENT,07/05/2024,£570.60,,,Procurement card

MCT Osmo Pocket Video Camera,NEW EQUIPMENT,07/05/2024,£619.00,,,Procurement card

GREENHILLS NURSERY LTD LEICESTER,GROUNDS MAINTENANCE MATERIALS,07/05/2024,£768.20,,,Procurement card

Printing of Local Plan IIA Document,PRINTING & STATIONARY,07/05/2024,"£1,523.38",,,Procurement card

EDFENERGY CUST PLC,Utilities Gas,28/05/2024,"£128,963.52",,,Direct Debit

NATWEST ONECARD,Banking,15/05/2024,"£47,125.77",,,Direct Debit

NPOWER,Utilities Gas,20/05/2024,"£29,953.84",,,Direct Debit

PITNEY BOWES,Postage,31/05/2024,"£15,178.76",,,Direct Debit

NPOWER,Utilities Gas,03/05/2024,"£15,166.03",,,Direct Debit

PITNEY BOWES,Postage,01/05/2024,"£10,124.90",,,Direct Debit

BARCLAYCARD,Banking,10/05/2024,"£9,797.22",,,Direct Debit

SPEKTRIX LIMITED,Telecoms,15/05/2024,"£8,832.65",,,Direct Debit

NPOWER,,16/05/2024,"£7,546.44",,,Direct Debit

ANGLIAN WATER BUSI,Fuel,23/05/2024,"£7,216.08",,,Direct Debit

