Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,4.00
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,5.45
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,10.02
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,9.58
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,5.76
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,13.70
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,34.16
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,41.88
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,15.80
099498253,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,34.88
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,5.54
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,6.52
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,20.28
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,12.30
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,25.18
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,5.06
099498251,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,7.08
099498260,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,41.88
099498260,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,39.40
099498260,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,59.40
099498259,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,23.28
099498259,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,3.09
099498259,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,5.43
099498259,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,14/08/2023,25.18
100461250,Streetsmart,Streetsmart,Refuse Collection,Supplies and Services,Equipment,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,487.92
101857236,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,6.73
100962808,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,49.12
100962808,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,26.00
100516234,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,51.86
100516234,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,81.51
098969233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,"Equipment, Fixtures & Fittings",TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,8.73
100516234,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,30.41
101857236,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,49.98
101857236,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,63.65
101857236,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,102.08
101857236,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,29.44
101857236,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,39.52
100991278,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,53.36
100991278,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,116.40
100974508,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,8.01
100991387,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,9.84
100963531,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,18.56
100962525,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,4.54
100962525,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,42.00
100962525,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,7.58
100962615,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,4.18
100962615,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,78.52
100516234,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,241.33
100516234,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,4.11
100516234,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,11.46
099962233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,3.72
098978233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,68.45
098970233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,150.60
098969233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,28.37
098969233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,1.66
098969233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,31.62
098967233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,22.61
098967233,Void Repairs,Supervision & Management,Void Property Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,42.04
101857236,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,430.44
101857236,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,20.00
101857236,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,55.97
101857236,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,"1,818.36"
101857236,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,33.79
100989243,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,36.06
100989243,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,2.24
100989243,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,1.60
100989243,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,18.56
100989243,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,930.36
100963742,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,53.28
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,13.74
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,4.35
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,10.75
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,45.75
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,9.48
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,16.03
100963703,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,263.22
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,3.28
100963702,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,24.96
100963431,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,2.76
100963431,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,13.25
100963431,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,24.00
100963431,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,123.76
100963431,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,732.85
100962851,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,95.80
101122249,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,25/08/2023,3.02
101122249,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,25/08/2023,1.60
101122249,Other Repairs,Repairs,Delivery Team & Overheads,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,25/08/2023,90.92
098978233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,80.10
098966233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,143.88
098966233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,105.67
098965234,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,69.26
098965234,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,12.81
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,171.69
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,386.67
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,80.00
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,60.43
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,326.67
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,15.31
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,10.24
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,57.90
098962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,28.00
098968233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,20.22
098967233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,39.93
098970233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,16.07
098965234,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,8.27
098998250,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,59.97
098998250,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,16.97
099962233,Other Repairs,Repairs,Asbestos Services,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,47.10
099962233,Planned Maintenance Programme,HRA Capital Financing,Aids & Adaptations,Capital,Contractor Payments,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,220.64
101857236,Streetsmart,Streetsmart,Waterside Fleet Overhead,Supplies and Services,Equipment,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,22.34
100962265,Other Repairs,Repairs,Unallocated job costs from OPEN system,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,6.44
098978233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,26.32
098962233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,116.11
100516234,Other Repairs,Repairs,Cyclical Maintenance,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,55.46
100516234,Other Repairs,Repairs,Cyclical Maintenance,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,18/08/2023,19.80
100968233,Streetsmart,Streetsmart,Coate Water,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,7.50
098978233,Highways Inspections & Maintenance,Highway Operations and Car Parking,Streetlighting,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,09/08/2023,25.42
100974498,Streetsmart,Streetsmart,Street Cleaning,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,108.00
099962233,Streetsmart,Streetsmart,Street Cleaning,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,641.66
101857236,Streetsmart,Streetsmart,Refuse Collection,Supplies and Services,Equipment,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,30/08/2023,80.00
100963879,Streetsmart,Streetsmart,Refuse Collection,Supplies and Services,Equipment,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,23/08/2023,325.32
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,20.99
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,14.01
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,5.02
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,322.51
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,11.49
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,25.32
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,678.81
099962233,Responsive Repairs,Repairs,Responsive Repairs,Supplies and Services,Materials,TRAVIS PERKINS TRADING COMPANY LTD.,NN5 ,16/08/2023,122.35
