Authority,Departments,Spending area,Expense type,Posting date,Doc ref,Amount,Cap / Rev,Supplier name (Amended)
Hampshire County Council,Adults' Health and Care,ACM-HOSPITAL Southampton,Furniture,45132,2216099875,666,R,Back Care Solutions Limited
Hampshire County Council,Adults' Health and Care,ACM-OA NE Rushmoor,Other Expenses,45135,3111297872,2700,R,Adult Services
Hampshire County Council,Adults' Health and Care,Adults Services Partnership Grant,Grant Aid and Donations,45117,6500016043,14103,R,The Vine Centre
Hampshire County Council,Adults' Health and Care,Adults Services Partnership Grant,Grant Aid and Donations,45131,2216097960,30000,R,Unity
Hampshire County Council,Adults' Health and Care,Advocacy,Payments to Private Contractors,45112,3111287850,57332.88,R,VoiceAbility
Hampshire County Council,Adults' Health and Care,Advocacy,Payments to Private Contractors,45112,3111287851,6636.8,R,VoiceAbility
Hampshire County Council,Adults' Health and Care,Advocacy,Payments to Private Contractors,45112,3111287852,6636.72,R,VoiceAbility
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Other Services,45118,2216074026,5454.73,R,Lingland Interpreters
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Payments to Other Local Authorities,45133,2216102836,85000,R,EASTLEIGH BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Payments to Voluntary bodies,45120,3111290110,700,R,Adult Services
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Payments to Voluntary bodies,45120,3111290111,869,R,Adult Services
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Payments to Voluntary bodies,45120,2216078221,15648.39,R,Basingstoke Voluntary Action
Hampshire County Council,Adults' Health and Care,Afghan Hotels Wraparound Funding ( Afgha,Payments to Voluntary bodies,45128,2216097054,34300,R,Basingstoke Voluntary Action
Hampshire County Council,Adults' Health and Care,AHC Transformation Recruitment,Staff Advertising - General,45135,2216104604,735,R,Monster Worldwide Ltd
Hampshire County Council,Adults' Health and Care,AMHP,Educational and Vocational Training,45117,2216072766,1750,R,Edge Training and Consultancy Ltd
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-LD Hart & Rushmoor,Social Care - Direct Payments,45126,2216091584,683.95,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-MH South East,Social Care - Direct Payments,45126,2216089793,529.3,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-MH South East,Social Care - Direct Payments,45126,2216090184,554.01,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Bas Deane & EHN,Social Care - Direct Payments,45125,2216087045,597.14,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Bas Deane & EHN,Social Care - Direct Payments,45133,2216101865,6377.14,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Fareham & Gosp,Social Care - Direct Payments,45126,2216088834,683.42,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Fareham & Gosp,Social Care - Direct Payments,45126,2216089631,1286.72,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Fareham & Gosp,Social Care - Direct Payments,45126,2216089835,827.3,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Fareham & Gosp,Social Care - Direct Payments,45126,2216090304,902.9,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Hart & Rushmoor,Social Care - Direct Payments,45117,2216071664,547.44,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Havant & EHS,Social Care - Direct Payments,45126,2216091498,1081.63,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC New Forest,Social Care - Direct Payments,45134,2216103577,848.57,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC New Forest,Social Care - Direct Payments,45134,2216104106,591.84,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45118,2216073528,804.96,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45126,2216089054,807.11,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45126,2216090217,897.67,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45126,2216091479,550.03,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Carers Sup-DP-PSSSMC Winch & TVN,Social Care - Direct Payments,45135,2216107223,952.76,R,PERSONAL PAYMENTS
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45112,3111287869,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45112,3111287870,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45112,3111287871,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Children 0-5,Payments to Health Authorities,45112,3111287872,370136.98,R,Southern Health NHS Foundation Trus
Hampshire County Council,Adults' Health and Care,Condition Specific Training,Educational and Vocational Training,45138,3111304983,875,R,Adult Services
Hampshire County Council,Adults' Health and Care,Connect to Support,Advertising (non staff),45111,2216064466,1135,R,McConnells (Midlands) Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45126,2216092059,11250,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45138,2216108089,10000,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,IT Software,45138,2216108092,2000,R,PCG UK Ltd
Hampshire County Council,Adults' Health and Care,Connect to Support,Staff Advertising - General,45120,2216078599,722.5,R,Monster Worldwide Ltd
Hampshire County Council,Adults' Health and Care,COVID-19,Cleaning services,45125,2216087184,650,R,TOUGHMUCK LTD
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Medical and Counselling Fees,45132,2216100977,106000,R,Midlands Partnership NHS FT
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Medical and Counselling Fees,45132,2216100978,153000,R,Midlands Partnership NHS FT
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45112,3111287806,321516.97,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45112,3111287807,314527.48,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45112,3111287810,492861.36,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,DAAT - Drugs & Alcohol Treatment,Payments to Health Authorities,45112,3111287814,158419.72,R,Inclusion Drug Alcohol and Psycholo
Hampshire County Council,Adults' Health and Care,Direct Payment Support Service,Payments to Private Contractors,45112,3111287816,17183.56,R,ENHAM
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Private Contractors,45112,3111287845,27227.92,R,THE HAMPTON TRUST
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45112,3111287805,526028,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45112,3111287843,146308.96,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Domestic Abuse,Payments to Voluntary bodies,45112,3111287844,165632.12,R,SOUTHERN DOMESTIC ABUSE SERVICE
Hampshire County Council,Adults' Health and Care,Employment Services-MH/LD/PD,Other Services,45111,2216064832,54550.78,R,WAYS INTO WORK CIC
Hampshire County Council,Adults' Health and Care,Extra Care Housing-Non Del,Payments to main contractor,45114,3111289180,950000,C,Adult Services
Hampshire County Council,Adults' Health and Care,Governance & Assurance SMT,Payments to Voluntary bodies,45120,2216078568,62378.5,R,SeAp Advocacy
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45110,2216062939,765,R,Blueleaf Limited
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45111,2216064913,765,R,Blueleaf Limited
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45128,2216095865,2223.6,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45111,2216065013,544.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45113,2216067806,544.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Disability Aids and Equipment,45120,2216078085,702.6,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45114,2216070871,777,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45126,2216092010,2174,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45126,2216092010,1710.7,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45126,2216092117,3658.3,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45126,2216092117,1829.15,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Equipment,45126,2216092117,1326,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Hamilton Rd Site,Uniform Business Rates,45133,3500255278,3635,R,BASINGSTOKE & DEANE BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45135,2216107029,1875,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Disability Aids and Equipment,45135,2216107029,2600,R,BATHEX LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45127,2216094561,797.5,R,BND ABRASIVES & TAPES LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Materials,45131,2216097851,539.2,R,DAVID COVER & SON LTD
Hampshire County Council,Adults' Health and Care,Hamp Equip Service - Technicians,Uniform Business Rates,45133,3500255333,1262,R,FAREHAM BOROUGH COUNCIL
Hampshire County Council,Adults' Health and Care,Hampshire Adults Safeguarding Board,Management Consultant Fees,45121,2216078979,2187.5,R,Personal Payments
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45124,2216081375,4437.49,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45124,2216081448,3271.55,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45124,2216081469,5093.2,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45126,2216091920,2824.51,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Cleaning Materials,45126,2216091921,4230.49,R,UltraV Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45117,2216073078,525,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45124,2216081742,5675,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216095915,2900,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216095923,900,R,Aidapt Bathrooms Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216077981,1075,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45124,2216081452,985,R,ASTOR-BANNERMAN LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,1274.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,2222,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,1414,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,1246.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,1778.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078375,1678.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,1274.5,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,1111,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,1414,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,623.25,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,1067.1,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078382,1007.1,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103517,700.2,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103650,5953.05,R,Cefndy Healthcare & Manufacturing
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070978,2930.8,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45119,2216075617,4748.25,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45119,2216075617,2730,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45127,2216094103,9496.5,R,Direct Healthcare Group
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45112,2216066714,1057,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216096512,2790,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45120,2216078368,1350,R,GB UK Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45111,2216064316,9950,R,Herida Healthcare Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45121,2216078930,1125,R,Herida Healthcare Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45121,2216078930,3950,R,Herida Healthcare Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45121,2216079046,2565,R,Invacare Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45117,2216072169,1715,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45117,2216072169,735,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45117,2216072169,1715,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45135,2216107016,4939.5,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45135,2216107016,1349.5,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45135,2216107016,1662.5,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45135,2216107016,3360,R,NRS Healthcare
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216069260,2725,R,OTS LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216095952,608.1,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216095952,730.15,R,Performance Health International Lt
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45113,2216068032,11858,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45119,2216075414,5929,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45112,2216065908,890.45,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45112,2216066580,1797.97,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45117,2216072287,1098.06,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45119,2216075665,600.4,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45119,2216075666,788.52,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45126,2216092327,1278.71,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216097042,2188.63,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216097079,3132.46,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103534,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103534,1203,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103534,2364.6,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45134,2216103534,597.36,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45110,2216063566,750,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45111,2216064267,12100,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45111,2216064490,9450,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45111,2216064490,1050,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45111,2216064509,2555,R,SCAN MOBILITY LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070840,1137.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070840,2860,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070840,4570,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070840,3980,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45114,2216070840,505.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216097374,1137.5,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Disability Aids and Equipment,45128,2216097374,572,R,SMITCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45128,2216095979,2007.66,R,ARJO LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45117,2216071777,977.4,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45121,2216080001,927.5,R,DRIVE DEVILBISS HEALTHCARE LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45119,2216075853,972.18,R,Invacare Ltd
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45113,2216067918,894.4,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45114,2216070450,1295,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45114,2216070972,1292,R,IVANHOE BATTERIES
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077693,1750,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077694,3900,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077701,2125,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077701,2125,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077701,17100,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077701,1000,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45120,2216077701,1750,R,LIFTECH SYSTEMS (SE) LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45110,2216062954,972.2,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Equipment,45126,2216091930,972.2,R,PRISM MEDICAL UK
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45132,2216100305,1232.63,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,General Refuse Collection and Disposal,45132,2216100310,1206.53,R,GRUNDON WASTE MANAGEMENT LTD
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,IT Software,45120,2216077712,2995,R,Creative Software Solutions
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,IT Software,45120,2216077712,4995,R,Creative Software Solutions
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111291780,1900.87,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111291782,1684.49,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111291786,1827.92,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111292004,981.3,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111292008,976.42,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Electricity,45131,3111292012,944.2,R,NPOWER
Hampshire County Council,Adults' Health and Care,Hampshire Equipment Service Store,Non System - Gas,45131,3111291434,708.33,R,TOTALENERGIES GAS & POWER LIMITED
Hampshire County Council,Adults' Health and Care,HCC Care Trans & Bus Mgmnt,IT Software,45138,2216108155,5736.69,R,Nourish Care Systems Ltd
Hampshire County Council,Adults' Health and Care,HCC Care Trans & Bus Mgmnt,IT Software,45138,2216108155,3979.5,R,Nourish Care Systems Ltd
Hampshire County Council,Adults' Health and Care,HCC Care Trans & Bus Mgmnt,IT Software,45138,2216108155,19669,R,Nourish Care Systems Ltd
Hampshire County Council,Adults' Health and Care,Health Check Support,Advertising (non staff),45120,2216077594,1500,R,Nation Digital Ltd
Hampshire County Council,Adults' Health and Care,Health Watch Contracts,Hired and Contracted Services,45120,2216078070,20500,R,VoiceAbility
Hampshire County Council,Adults' Health and Care,Health Watch Contracts,Hired and Contracted Services,45120,2216078072,16800,R,VoiceAbility
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45112,2216065901,549.53,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,HICES - Continuing Health Care,Disability Aids and Equipment,45113,2216067623,2202.12,R,Pressure Care Management Limited
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45120,2216077278,603,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45120,2216077318,603,R,G & S SMIRTHWAITE LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45119,2216075657,2856,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45119,2216075660,2738,R,JAMES LECKEY DESIGN LTD
Hampshire County Council,Adults' Health and Care,HICES - Early Years,Disability Aids and Equipment,45131,2216099091,4053,R,JENX LIMITED
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45128,2216096885,1437,R,ASTOR-BANNERMAN LTD
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45134,2216104012,579,R,JOERNS HEALTHCARE
Hampshire County Council,Adults' Health and Care,HICES - Education,Disability Aids and Equipment,45118,2216073407,1260.99,R,Medisave (UK) Ltd
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45119,2216075412,578,R,ACCORA LTD
Hampshire County Council,Adults' Health and Care,HICES - Non-Contractural Referrals,Disability Aids and Equipment,45128,2216097092,3124,R,ACCORA LTD
