Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  8,,,,,,,,,
Start Date: 15 October 2023,,,,,,,,,
End Date: 11 November 2023,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195943,08/11/2023,"£2,776.20",,,,
LONDON UNDERGROUND LTD,ARBIL LTD,Plant & Equipment Purchases,1005/5110354490,03/11/2023,"£2,776.13",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193068,25/10/2023,"£2,775.60",,,,
SURFACE TRANSPORT CORP,MediaEdge:CIA,Advertising,1002/5110346459,31/10/2023,"£2,775.05",,,,
RAIL FOR LONDON LIMITED,Simply 4 Group Ltd,Professional Engineering Services,1020/5110341801,25/10/2023,"£2,775.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194149,01/11/2023,"£2,775.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195362,08/11/2023,"£2,775.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269646,18/10/2023,"£2,774.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900269648,18/10/2023,"£2,774.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270045,25/10/2023,"£2,774.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270362,01/11/2023,"£2,774.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270364,01/11/2023,"£2,774.75",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270990,08/11/2023,"£2,774.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191960,18/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191972,18/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192020,18/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192150,18/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192289,18/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193185,25/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193194,25/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193800,25/10/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194334,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194473,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194504,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194531,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194541,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194646,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194791,01/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195543,08/11/2023,"£2,772.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195777,08/11/2023,"£2,772.96",,,,
TFL CORPORATE,BURGES SALMON LLP,Legal Fees,1001/5110342717,18/10/2023,"£2,766.50",,,,
LONDON UNDERGROUND LTD,COMECH METROLOGY,Plant & Equipment Purchases,1005/5110347459,20/10/2023,"£2,766.41",,,,
LONDON UNDERGROUND LTD,Alstom Engineering & Services LTD,Fleet,1005/5110331263,08/11/2023,"£2,765.34",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Uniforms,1005/5110340929,01/11/2023,"£2,763.80",,,,
TFL CORPORATE,QA Ltd,Staff Training,1001/5110354480,02/11/2023,"£2,763.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191888,18/10/2023,"£2,762.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193130,25/10/2023,"£2,762.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195726,08/11/2023,"£2,762.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195727,08/11/2023,"£2,762.25",,,,
LONDON UNDERGROUND LTD,Pablon Tools Limited,Pumps & Drainage,1005/5110353629,01/11/2023,"£2,760.23",,,,
LONDON UNDERGROUND LTD,Cleshar Contract Services Limited,Maintenance Materials,1005/5110333084,19/10/2023,"£2,760.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192698,18/10/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193247,25/10/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193809,25/10/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194454,01/11/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194538,01/11/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195607,08/11/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196096,08/11/2023,"£2,758.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194002,25/10/2023,"£2,754.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194433,01/11/2023,"£2,754.20",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270965,08/11/2023,"£2,754.18",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270986,08/11/2023,"£2,754.18",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,N/A,1031/5110337988,25/10/2023,"£2,754.00",,,,
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,N/A,1005/5110346167,18/10/2023,"£2,753.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192562,18/10/2023,"£2,752.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193929,25/10/2023,"£2,752.50",,,,
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110356875,09/11/2023,"£2,750.00",,,,
TFL CORPORATE,Hays Specialist Recruitment Ltd,Management & Support Consultancy,1001/5110335961,25/10/2023,"£2,750.00",,,,
TFL CORPORATE,Hays Specialist Recruitment Ltd,Management & Support Consultancy,1001/5110342073,01/11/2023,"£2,750.00",,,,
RAIL FOR LONDON LIMITED,Grant Thornton UK LLP,Professional Engineering Services,1020/5110336406,06/11/2023,"£2,750.00",,,,
SURFACE TRANSPORT CORP,AECOM Limited,Professional Engineering Services,1002/5110343723,01/11/2023,"£2,750.00",,,,
LONDON UNDERGROUND LTD,Reed Specialist Recruitment Ltd,Agency Staff,1005/1900270909,08/11/2023,"£2,749.39",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192301,18/10/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192611,18/10/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193298,25/10/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193888,25/10/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194495,01/11/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194803,01/11/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195840,08/11/2023,"£2,748.96",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192569,18/10/2023,"£2,742.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194061,25/10/2023,"£2,742.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195286,01/11/2023,"£2,742.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196046,08/11/2023,"£2,742.84",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196387,08/11/2023,"£2,742.84",,,,
CYCLE HIRE SCHEME,City of Westminster,Franchise/Concession Fixed Fee,1016/5110341127,25/10/2023,"£2,741.67",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191847,18/10/2023,"£2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192563,18/10/2023,"£2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193975,25/10/2023,"£2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194865,01/11/2023,"£2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196198,08/11/2023,"£2,740.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191939,18/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192044,18/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192045,18/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192614,18/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192637,18/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193290,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193460,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193567,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193937,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194069,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194079,25/10/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194231,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194515,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194767,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194858,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195010,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195111,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195222,01/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195436,08/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196104,08/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196109,08/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196264,08/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196320,08/11/2023,"£2,740.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192359,18/10/2023,"£2,739.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194543,01/11/2023,"£2,739.30",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193412,25/10/2023,"£2,738.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192357,18/10/2023,"£2,737.26",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194384,01/11/2023,"£2,737.26",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194978,01/11/2023,"£2,737.26",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195631,08/11/2023,"£2,737.26",,,,
LONDON TRANSPORT MUSEUM,MUSEO OPERA SANTA CROCE,Computer Consumables,1011/3000005362,03/11/2023,"£2,737.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193855,25/10/2023,"£2,736.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194818,01/11/2023,"£2,736.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195960,08/11/2023,"£2,736.36",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192462,18/10/2023,"£2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193813,25/10/2023,"£2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194269,01/11/2023,"£2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195330,08/11/2023,"£2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195904,08/11/2023,"£2,735.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192019,18/10/2023,"£2,735.02",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195525,08/11/2023,"£2,735.02",,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901698455,01/11/2023,"£2,735.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192635,18/10/2023,"£2,732.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192687,18/10/2023,"£2,732.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193612,25/10/2023,"£2,732.76",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192018,18/10/2023,"£2,731.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193528,25/10/2023,"£2,731.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194437,01/11/2023,"£2,731.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195524,08/11/2023,"£2,731.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192560,18/10/2023,"£2,731.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193931,25/10/2023,"£2,731.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195147,01/11/2023,"£2,731.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196015,08/11/2023,"£2,731.50",,,,
SURFACE TRANSPORT CORP,Computacenter Plc,Manage IT Services,1002/5110339085,25/10/2023,"£2,731.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192651,18/10/2023,"£2,731.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193954,25/10/2023,"£2,731.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195245,01/11/2023,"£2,731.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196381,08/11/2023,"£2,731.00",,,,
LONDON RIVER SERVICES LTD,Roblett Electrical,Equipment Repairs & Maintenance,1007/5110344655,16/10/2023,"£2,730.78",,,,
LUL NOMINEE SSL LIMITED,HAYLEY GROUP PLC,N/A,1031/5110331717,18/10/2023,"£2,730.00",,,,
DOCKLANDS LIGHT RAILWAY,Hyder Consulting (UK) Ltd,Civil Engineering Construction Works,1012/5110340637,25/10/2023,"£2,729.75",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191944,18/10/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192149,18/10/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192759,18/10/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193683,25/10/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194724,01/11/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195212,01/11/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196439,08/11/2023,"£2,728.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192951,18/10/2023,"£2,728.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193990,25/10/2023,"£2,728.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194524,01/11/2023,"£2,728.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196187,08/11/2023,"£2,728.20",,,,
TFL CORPORATE,STRATEGIC RAIL CONSULTANTS LTD,Professional Engineering Services,1001/5110353097,01/11/2023,"£2,726.50",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192424,18/10/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192728,18/10/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193376,25/10/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193819,25/10/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194545,01/11/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196511,08/11/2023,"£2,726.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192892,18/10/2023,"£2,725.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193620,25/10/2023,"£2,725.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194757,01/11/2023,"£2,725.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196011,08/11/2023,"£2,725.71",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192333,18/10/2023,"£2,725.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192334,18/10/2023,"£2,725.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195172,01/11/2023,"£2,725.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196368,08/11/2023,"£2,725.70",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192833,18/10/2023,"£2,725.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193967,25/10/2023,"£2,725.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195002,01/11/2023,"£2,725.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196316,08/11/2023,"£2,725.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192738,18/10/2023,"£2,725.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193560,25/10/2023,"£2,725.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194417,01/11/2023,"£2,725.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196168,08/11/2023,"£2,725.40",,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Management & Support Consultancy,1002/5110349762,01/11/2023,"£2,725.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194032,25/10/2023,"£2,723.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194629,01/11/2023,"£2,723.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196497,08/11/2023,"£2,723.20",,,,
SURFACE TRANSPORT CORP,COMPUTACENTER PLC,Computer Hardware,1002/5110336251,23/10/2023,"£2,721.06",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195166,01/11/2023,"£2,721.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196480,08/11/2023,"£2,721.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191849,18/10/2023,"£2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191850,18/10/2023,"£2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193082,25/10/2023,"£2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194203,01/11/2023,"£2,720.90",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195732,08/11/2023,"£2,720.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195733,08/11/2023,"£2,720.00",,,,
LONDON UNDERGROUND LTD,Watson Fuels,Vehicle Operating Leases,1005/5110335164,18/10/2023,"£2,719.80",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192478,18/10/2023,"£2,719.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193603,25/10/2023,"£2,719.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195174,01/11/2023,"£2,719.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196300,08/11/2023,"£2,719.44",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192589,18/10/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193708,25/10/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194035,25/10/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194381,01/11/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195198,01/11/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195353,08/11/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195580,08/11/2023,"£2,718.01",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192553,18/10/2023,"£2,718.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193958,25/10/2023,"£2,718.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195181,01/11/2023,"£2,718.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196230,08/11/2023,"£2,718.00",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192138,18/10/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192680,18/10/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193379,25/10/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193697,25/10/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194304,01/11/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194453,01/11/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194485,01/11/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194486,01/11/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195660,08/11/2023,"£2,716.40",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192085,18/10/2023,"£2,714.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193261,25/10/2023,"£2,714.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194392,01/11/2023,"£2,714.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196056,08/11/2023,"£2,714.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192049,18/10/2023,"£2,713.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195230,01/11/2023,"£2,713.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900195232,01/11/2023,"£2,713.85",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900191898,18/10/2023,"£2,713.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900194443,01/11/2023,"£2,713.45",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900192479,18/10/2023,"£2,712.60",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900193434,25/10/2023,"£2,712.60",,,,
