Report of all payments made by TfL for value equal to or greater than £250.00 Excl. VAT,,,,,,,,,
Reporting Period:  09,,,,,,,,,
Start Date:  12 November 2023,,,,,,,,,
End Date: 09 December 2023,,,,,,,,,
Financial Year:  2023/24,,,,,,,,,
,,,,,,,,,
Entity,Vendor,Expence Account,Document Number,Clearing Date,Amount,Merchant Category,,,
LONDON UNDERGROUND LTD,Equans Services Limited,Building Maintenance & Repairs,1005/5110364088,24 November 2023,"5,796.44",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110358254,04 December 2023,"5,788.40",,,,
TTL PROPERTIES LTD,The Orange Partnership Limited,Property development costs,1040/5110366513,27 November 2023,"5,782.92",,,,
CYCLE HIRE SCHEME,MediaEdge:CIA,Advertising,1016/5110361903,16 November 2023,"5,779.00",,,,
LONDON UNDERGROUND LTD,CFP WORLDWIDE LIMITED,Staff Training,1005/5110372919,08 December 2023,"5,777.39",,,,
LONDON UNDERGROUND LTD,Edenbeck,Non Recyclable Waste Disposal/Refuse Collection,1005/5110359046,13 November 2023,"5,776.25",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110358379,29 November 2023,"5,764.00",,,,
SURFACE TRANSPORT CORP,FIRSTPROS LIMITED,Civil Engineering Construction Works,1002/5110369585,30 November 2023,"5,760.00",,,,
LT MUSEUM TRADING LTD,Huntress Search Ltd,Recruitment Expenses,1024/5110361601,16 November 2023,"5,760.00",,,,
TFL CORPORATE,RSM,Management & Support Consultancy,1001/5110361939,05 December 2023,"5,750.00",,,,
LONDON UNDERGROUND LTD,BT SERVICE AGILITY,Telephony Fixed,1005/1900271044,17 November 2023,"5,749.06",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Maintenance Materials,1005/5110348840,15 November 2023,"5,737.24",,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901699332,29 November 2023,"5,733.00",,,,
TFL CORPORATE,HCL Technologies UK Ltd,Manage IT Services,1001/5110360189,29 November 2023,"5,730.00",,,,
RAIL FOR LONDON LIMITED,TEMPLE GROUP LTD,Professional Engineering Services,1020/5110358269,15 November 2023,"5,715.00",,,,
LONDON UNDERGROUND LTD,Excil Electronics Ltd.,Stock of Fleet,1005/5110374717,08 December 2023,"5,708.64",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110358090,29 November 2023,"5,707.52",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110360516,14 November 2023,"5,705.26",,,,
LONDON UNDERGROUND LTD,Bio-Circle Surface Technology Ltd,Equipment Repairs & Maintenance,1005/5110374157,07 December 2023,"5,700.00",,,,
LONDON UNDERGROUND LTD,Hughes Pumps Limited,Plant & Equipment Purchases,1005/5110362148,21 November 2023,"5,700.00",,,,
LONDON TRANSPORT MUSEUM,Artisan People,Management & Support Consultancy,1011/5110368945,07 December 2023,"5,695.35",,,,
TFL CORPORATE,VCCP Group LLP,Production Artwork And Design For Marketing,1001/5110359528,05 December 2023,"5,675.00",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Maintenance Materials,1005/5110361308,06 December 2023,"5,674.88",,,,
LUL NOMINEE BCV LIMITED,HAYLEY GROUP PLC,Plant & Equipment Purchases,1033/5110357460,04 December 2023,"5,672.64",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Furniture & Equipment,1005/5110350138,20 November 2023,"5,671.98",,,,
TFL CORPORATE,AECOM Limited,Management & Support Consultancy,1001/5110361017,01 December 2023,"5,664.83",,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110361022,06 December 2023,"5,658.79",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110358255,04 December 2023,"5,657.60",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Cash Handling & Processing,1005/5110352178,22 November 2023,"5,652.00",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,PCN and Penalty Fare Processing,1002/5110353163,22 November 2023,"5,643.45",,,,
TRANSPORT TRADING LTD,Links Signs,Street Furniture,1004/5110367462,29 November 2023,"5,629.00",,,,
LONDON UNDERGROUND LTD,Gateway Construction Services Ltd,Civil Engineering Construction Works,1005/5110366069,27 November 2023,"5,625.00",,,,
RAIL FOR LONDON LIMITED,AUS Ltd,Stock of Other Spares,1020/5110362600,17 November 2023,"5,606.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374563,08 December 2023,"5,605.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110353607,17 November 2023,"5,605.00",,,,
TFL CORPORATE,Telent Technology Services Ltd,Computer Software,1001/5110355336,28 November 2023,"5,598.12",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110359678,06 December 2023,"5,597.76",,,,
LONDON UNDERGROUND LTD,Feltham Coachworks Ltd,Vehicle Running Costs,1005/5110361915,16 November 2023,"5,596.75",,,,
LONDON UNDERGROUND LTD,Millenium Site Services,Plant & Equipment Purchases,1005/5110373796,08 December 2023,"5,596.00",,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110354881,14 November 2023,"5,587.91",,,,
LONDON UNDERGROUND LTD,CLOSE BROTHERS RAIL LTD,Building Maintenance & Repairs,1005/5110347423,07 December 2023,"5,577.90",,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Management & Support Consultancy,1002/5110356195,15 November 2023,"5,575.00",,,,
SURFACE TRANSPORT CORP,REED SPECIALIST RECRUITMENT LTD,Management & Support Consultancy,1002/5110366120,06 December 2023,"5,575.00",,,,
LONDON UNDERGROUND LTD,Cooneen Defence Ltd,Uniforms,1005/5110372895,06 December 2023,"5,567.10",,,,
TRANSPORT TRADING LTD,Harris Installations Services Ltd,Furniture & Equipment,1004/5110368964,04 December 2023,"5,560.94",,,,
LONDON UNDERGROUND LTD,HERTFORD CONTROLS LTD,Stock of Fleet,1005/5110353047,22 November 2023,"5,560.00",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1002/5110352473,22 November 2023,"5,558.00",,,,
TFL CORPORATE,Probrand Ltd,Computer Hardware,1001/5110372990,07 December 2023,"5,556.27",,,,
LONDON UNDERGROUND LTD,2cv Research,Research & Study Fees,1005/5110357170,29 November 2023,"5,550.00",,,,
TFL CORPORATE,DeepStore Limited,Document Archive & Storage,1001/5110372546,06 December 2023,"5,544.83",,,,
TFL CORPORATE,Steve Lee Design Consulting Ltd,Medical Reports,1001/1900197715,13 November 2023,"5,531.25",,,,
RFL (IINFRASTRUCTURE) LTD,Stockton Engineering Management Ltd,Connect PFI Service Costs,1025/5110368394,01 December 2023,"5,520.00",,,,
TTL PROPERTIES LTD,Dentons UKMEA LLP,Legal Fees,1040/5110359235,14 November 2023,"5,501.00",,,,
LONDON TRANSPORT MUSEUM,MCS Electrics,Professional Engineering Services,1011/5110349729,16 November 2023,"5,500.00",,,,
LONDON UNDERGROUND LTD,THORLUX LIGHTING,Building Maintenance & Repairs,1005/5110354684,22 November 2023,"5,496.38",,,,
TRANSPORT TRADING LTD,WJB Services Limited,Office Accommodation Moves,1004/5110365675,23 November 2023,"5,491.20",,,,
LONDON UNDERGROUND LTD,RS Components Ltd,Office Cleaning,1005/5110355348,29 November 2023,"5,485.36",,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110359062,29 November 2023,"5,478.00",,,,
LONDON UNDERGROUND LTD,WILLIAM COOK RAIL LTD,Fleet,1005/5110359066,04 December 2023,"5,478.00",,,,
LONDON UNDERGROUND LTD,SCHUNK CARBON TECHNOLOGY LIMITED,Exchange Loss Realised,1005/2000784812,28 November 2023,"5,477.28",,,,
TRANSPORT TRADING LTD,Carter Jonas LLP,Planning & Development Consultancy,1004/5110354728,21 November 2023,"5,461.16",,,,
TRANSPORT TRADING LTD,CITY OF LONDON ,Rates,1004/1901699334,29 November 2023,"5,460.00",,,,
TTL PROPERTIES LTD,BDB Pitmans LLP,Legal Fees,1040/5110361449,15 November 2023,"5,450.50",,,,
LUL NOMINEE SSL LIMITED,ERIKS  EMS,Fleet,1031/5110355898,29 November 2023,"5,449.20",,,,
LONDON UNDERGROUND LTD,Tidyco Ltd,Fleet,1005/5110357785,29 November 2023,"5,445.44",,,,
LONDON UNDERGROUND LTD,Pullman Rail Ltd,Fleet,1005/5110372080,06 December 2023,"5,439.60",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110354031,13 November 2023,"5,439.09",,,,
RAIL FOR LONDON LIMITED,NETWORK RAIL INFRASTRUCTURE,Building Maintenance & Repairs,1020/5110350504,15 November 2023,"5,431.38",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Maintenance of Plant & Equipment,1002/5110344585,15 November 2023,"5,428.00",,,,
LONDON UNDERGROUND LTD,WHARTON ELECTRONICS LTD,Civil Engineering Construction Works,1005/5110367877,01 December 2023,"5,427.00",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901699323,29 November 2023,"5,426.00",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF SOUTHWARK,Rates,1004/1901699336,29 November 2023,"5,426.00",,,,
RFL (IINFRASTRUCTURE) LTD,Siemens Mobility Limited,Vehicle Repairs & Maintenance,1025/5110358944,05 December 2023,"5,424.08",,,,
TFL CORPORATE,MediaEdge:CIA,Advertising,1001/5110354026,13 November 2023,"5,420.00",,,,
RAIL FOR LONDON LIMITED,BDB Pitmans LLP,Legal Fees,1020/5110365722,27 November 2023,"5,407.00",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF HOUNSLOW,Rates,1004/1901699418,29 November 2023,"5,406.22",,,,
TFL CORPORATE,Investigo,Management & Support Consultancy,1001/5110357753,15 November 2023,"5,400.00",,,,
TFL CORPORATE,Unity Works Social Enterprises,Event Management Fee,1001/5110368663,01 December 2023,"5,384.05",,,,
SURFACE TRANSPORT CORP,Herbert Smith LLP,Legal Fees,1002/5110363393,22 November 2023,"5,383.97",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198794,22 November 2023,"5,383.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199745,29 November 2023,"5,383.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900196775,15 November 2023,"5,383.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200486,06 December 2023,"5,383.35",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900199180,29 November 2023,"5,380.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900198229,22 November 2023,"5,380.20",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900201017,06 December 2023,"5,380.20",,,,
TTL PROPERTIES LTD,Extended Studio,Building Maintenance & Repairs,1040/5110371397,04 December 2023,"5,380.00",,,,
LUL NOMINEE SSL LIMITED,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1031/5110352221,21 November 2023,"5,380.00",,,,
TFL CORPORATE,Computacenter Plc,Computer Consumables,1001/5110373666,07 December 2023,"5,372.10",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Stock of Fleet,1005/5110353579,29 November 2023,"5,370.00",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110354782,27 November 2023,"5,366.43",,,,
TTL PROPERTIES LTD,Telent Technology Services Ltd,Maintenance of Telecommunications Equipment,1040/5110355331,28 November 2023,"5,365.87",,,,
LONDON UNDERGROUND LTD,C E F,Vehicle Repairs & Maintenance,1005/5110367650,29 November 2023,"5,365.00",,,,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Stock of Fleet,1031/5110361423,06 December 2023,"5,360.00",,,,
LUL NOMINEE BCV LIMITED,FUCHS LUBRICANTS (UK) PLC,Equipment Repairs & Maintenance,1033/5110350699,13 November 2023,"5,355.20",,,,
LONDON UNDERGROUND LTD,Ground Transportation Systems UKLtd,Maintenance Materials,1005/5110361328,06 December 2023,"5,354.59",,,,
LONDON UNDERGROUND LTD,Ashurst LLP,Legal Fees,1005/5110360237,23 November 2023,"5,353.00",,,,
SURFACE TRANSPORT CORP,Wardell Armstrong LLP,Professional Engineering Services,1002/5110349973,20 November 2023,"5,350.00",,,,
LONDON UNDERGROUND LTD,CREACTIVE DESIGN LTD,Stock of Fleet,1005/5110358528,13 November 2023,"5,348.10",,,,
LONDON UNDERGROUND LTD,MODULAR DISTRIBUTION SYSTEMS,Signalling Systems,1005/5110351294,15 November 2023,"5,346.00",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Traffic Control Infrastucture,1002/5110350370,20 November 2023,"5,328.16",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF LEWISHAM,Rates,1004/1901699414,29 November 2023,"5,320.00",,,,
LT MUSEUM TRADING LTD,Brandart,LTM Purchase of Gifts for Resale,1024/1900023917,15 November 2023,"5,312.50",,,,
LONDON UNDERGROUND LTD,PERCY LANE PRODUCTS,Stock of Lifts and Escalators,1005/5110367373,27 November 2023,"5,304.96",,,,
TFL CORPORATE,Towers Watson Ltd,Publications & Periodicals,1001/5110349818,15 November 2023,"5,300.00",,,,
LONDON UNDERGROUND LTD,WECS PRECISION LTD,Fleet,1005/5110355179,29 November 2023,"5,300.00",,,,
TRANSPORT TRADING LTD,Novacroft Direct Ltd,Manage IT Services,1004/5110361996,21 November 2023,"5,298.40",,,,
RAIL FOR LONDON LIMITED,QUATTRO LTD ,Equipment Hire & Rental,1020/5110372317,06 December 2023,"5,290.00",,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110351648,29 November 2023,"5,285.02",,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110351653,29 November 2023,"5,285.02",,,,
LONDON UNDERGROUND LTD,Computacenter Plc,Computer Consumables,1005/5110345134,07 December 2023,"5,282.55",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110271124,27 November 2023,"5,280.32",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110351203,22 November 2023,"5,280.32",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110358246,04 December 2023,"5,280.32",,,,
LONDON UNDERGROUND LTD,TRELLEBORG INDUSTRIAL AVS,Stock of Fleet,1005/5110353599,24 November 2023,"5,280.32",,,,
TFL CORPORATE,DECISION INC UNITED KINGDOM LTD,Management & Support Consultancy,1001/5110365252,22 November 2023,"5,275.00",,,,
TFL CORPORATE,DECISION INC UNITED KINGDOM LTD,Management & Support Consultancy,1001/5110365256,22 November 2023,"5,275.00",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110369303,08 December 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110363296,20 November 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110359703,13 November 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110369317,08 December 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110363294,20 November 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110369310,08 December 2023,"5,274.36",,,,
LONDON UNDERGROUND LTD,Hoppecke Industrial Batteries,Fleet,1005/5110359710,13 November 2023,"5,274.36",,,,
SURFACE TRANSPORT CORP,Telent Technology Services Ltd,Connect PFI Service Costs,1002/5110349831,15 November 2023,"5,268.56",,,,
RFL (IINFRASTRUCTURE) LTD,GARRAN LOCKERS LTD,Furniture & Equipment,1025/5110366918,29 November 2023,"5,266.00",,,,
LONDON UNDERGROUND LTD,KNORR-BREMSE RAIL SYSTEMS LTD,Fleet,1005/5110362921,05 December 2023,"5,265.84",,,,
CYCLE HIRE SCHEME,Serco Ltd,Franchise/Concession Fixed Fee,1016/5110353815,22 November 2023,"5,264.59",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CAMDEN,Rates,1004/1901699321,29 November 2023,"5,261.00",,,,
TRANSPORT TRADING LTD,FIND DIGS LIMITED,Transys Control - TTL,1004/1901699555,08 December 2023,"5,257.59",,,,
RFL (IINFRASTRUCTURE) LTD,Walter Frank & Sons Limited,Fire and Safety Equipment,1025/5110363603,23 November 2023,"5,250.00",,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110351647,29 November 2023,"5,249.02",,,,
LUL NOMINEE SSL LIMITED,SWEETNAM & BRADLEY LTD,Stock of Fleet,1031/5110361587,17 November 2023,"5,247.68",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048133,01 December 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048128,01 December 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048040,24 November 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048130,01 December 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048037,24 November 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048131,01 December 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048036,24 November 2023,"5,239.00",,,,
TFL CORPORATE,UKVI,Miscellaneous Costs,1001/3000048132,01 December 2023,"5,239.00",,,,
RFL (IINFRASTRUCTURE) LTD,Infotec Ltd,Vehicle Repairs & Maintenance,1025/5110364525,21 November 2023,"5,235.50",,,,
TFL CORPORATE,Daisy Corporate Services TradingLtd,Telephony Fixed,1001/5110351166,21 November 2023,"5,233.57",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110360457,29 November 2023,"5,231.01",,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110363995,22 November 2023,"5,230.00",,,,
LONDON UNDERGROUND LTD,t-three consulting limited,Staff Training,1005/5110347938,15 November 2023,"5,225.00",,,,
TFL CORPORATE,CHARITIES AID FOUNDATION,Management & Support Consultancy,1001/5110353882,22 November 2023,"5,224.25",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF CROYDON,Rates,1004/1901699299,29 November 2023,"5,213.00",,,,
LUL NOMINEE SSL LIMITED,ALSTOM TRANSPORT LTD,Stock of Fleet,1031/5110359860,29 November 2023,"5,210.00",,,,
LONDON UNDERGROUND LTD,Aggregates Industries Uk Ltd,Stock Of Track,1005/5110364476,07 December 2023,"5,200.00",,,,
TFL CORPORATE,Thomas Editorial Limited,Management & Support Consultancy,1001/5110361921,16 November 2023,"5,200.00",,,,
RFL (IINFRASTRUCTURE) LTD,Wireless CCTV Ltd,Computer Software,1025/5110358553,15 November 2023,"5,200.00",,,,
LONDON UNDERGROUND LTD,HAYLEY GROUP PLC,Plant & Equipment Purchases,1005/5110359290,06 December 2023,"5,199.87",,,,
LONDON UNDERGROUND LTD,CLOSE BROTHERS RAIL LTD,Building Maintenance & Repairs,1005/5110346967,16 November 2023,"5,188.00",,,,
TFL CORPORATE,Ashurst LLP,Legal Fees,1001/5110367578,27 November 2023,"5,187.60",,,,
LONDON BUS SERVICES LTD,MITIE Cleaning & Environmental,Publications & Publicity Material,1006/5110349417,15 November 2023,"5,169.79",,,,
LUL NOMINEE BCV LIMITED,KPK (SHEET METAL) LTD,Track General Maintenance,1033/5110360342,06 December 2023,"5,169.40",,,,
LONDON BUS SERVICES LTD,Telent Technology Services Ltd,Vehicle Repairs & Maintenance,1006/5110355387,28 November 2023,"5,161.64",,,,
RFL (IINFRASTRUCTURE) LTD,Walter Frank & Sons Limited,Fire and Safety Equipment,1025/5110372417,07 December 2023,"5,150.00",,,,
SURFACE TRANSPORT CORP,Corporate Document Services Ltd,Production Artwork And Design For Marketing,1002/5110365249,27 November 2023,"5,148.67",,,,
TFL CORPORATE,Hyder Consulting (UK) Ltd,Professional Engineering Services,1001/5110353661,21 November 2023,"5,148.00",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110360525,29 November 2023,"5,146.55",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110360569,29 November 2023,"5,146.55",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Long Term Charges,1005/5110360564,29 November 2023,"5,146.55",,,,
TRANSPORT TRADING LTD,ROYAL BOROUGH KENSINGTON & CHELSEA,Rates,1004/1901699409,29 November 2023,"5,133.00",,,,
SURFACE TRANSPORT CORP,Defence Composites,Protective Clothing,1002/5110367670,29 November 2023,"5,129.70",,,,
TTL PROPERTIES LTD,Saba Park Services UK Limited,Property Management Fees,1040/5110359172,28 November 2023,"5,124.92",,,,
TFL CORPORATE,CAPITA BUSINESS SERVICES LTD,Maintenance of Telecommunications Equipment,1001/5110274435,22 November 2023,"5,110.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110365797,27 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110365785,27 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110365783,27 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110365808,27 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110353608,21 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110357913,23 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110362745,17 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110367508,27 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110353606,17 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110367510,29 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110371581,06 December 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110367509,29 November 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374587,08 December 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110374591,08 December 2023,"5,105.00",,,,
LUL NOMINEE SSL LIMITED,Electromech RS Ltd,Component Repairs Sub Contracted,1031/5110362749,17 November 2023,"5,105.00",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Traffic Control Infrastucture,1002/5110351911,22 November 2023,"5,102.07",,,,
RFL (IINFRASTRUCTURE) LTD,DPMS Ltd,Plant & Equipment Purchases,1025/5110362696,20 November 2023,"5,083.47",,,,
TFL CORPORATE,A J WELLS & SONS LTD,Street Furniture,1001/5110371267,06 December 2023,"5,078.00",,,,
SURFACE TRANSPORT CORP,Sky High Plc,Manage IT Services,1002/5110354652,22 November 2023,"5,075.00",,,,
RAIL FOR LONDON LIMITED,Alstom Engineering & Services LTD,Stock of Fleet,1020/5110350728,14 November 2023,"5,074.23",,,,
SURFACE TRANSPORT CORP,MAYBO LTD,Staff Training,1002/5110373700,07 December 2023,"5,070.00",,,,
LONDON UNDERGROUND LTD,NETWORK RAIL INFRASTRUCTURE,National Rail Fixed Track Access Charges,1005/5110358362,04 December 2023,"5,056.00",,,,
SURFACE TRANSPORT CORP,SitexOrbis Limited,Manage IT Services,1002/5110354513,23 November 2023,"5,054.25",,,,
TFL CORPORATE,Reed Specialist Recruitment Ltd,Agency Staff,1001/1900200182,29 November 2023,"5,050.81",,,,
TTL PROPERTIES LTD,MITIE FM LIMITED,Security Services (Guards),1040/5110367333,04 December 2023,"5,050.56",,,,
RFL (IINFRASTRUCTURE) LTD,GBM Services Limited,Office Cleaning,1025/5110354793,13 November 2023,"5,045.96",,,,
LONDON UNDERGROUND LTD,TIFLEX LTD,Stock of Fleet,1005/5110337446,22 November 2023,"5,045.10",,,,
LONDON UNDERGROUND LTD,KAISER & KRAFT LTD,Fleet,1005/5110365085,24 November 2023,"5,045.00",,,,
TTL PROPERTIES LTD,Pentagram Design Ltd,Planning & Development Consultancy,1040/5110369263,05 December 2023,"5,041.62",,,,
LONDON UNDERGROUND LTD,UNIPART RAIL LTD,Track General Maintenance,1005/5110347978,15 November 2023,"5,041.44",,,,
SURFACE TRANSPORT CORP,FIRSTPROS LIMITED,Civil Engineering Construction Works,1002/5110369575,30 November 2023,"5,040.00",,,,
TFL CORPORATE,Xanta Limited,Professional Engineering Services,1001/5110361236,20 November 2023,"5,040.00",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,IT Consultancy,1002/5110350371,20 November 2023,"5,035.23",,,,
TFL CORPORATE,Ashurst LLP,Legal Fees,1001/5110357334,16 November 2023,"5,030.00",,,,
RAIL FOR LONDON LIMITED,Simply 4 Group Ltd,Agency Staff,1020/5110367444,29 November 2023,"5,030.00",,,,
TRANSPORT TRADING LTD,LONDON BOROUGH OF GREENWICH,Rates,1004/1901699422,29 November 2023,"5,027.00",,,,
LONDON UNDERGROUND LTD,Grosvenor Contracts Leasing Limited,Vehicle Operating Leases,1005/5110351670,29 November 2023,"5,020.50",,,,
SURFACE TRANSPORT CORP,CAPITA BUSINESS SERVICES LTD,Traffic Control Infrastucture,1002/5110351936,22 November 2023,"5,014.98",,,,
LONDON UNDERGROUND LTD,ALSTOM TRANSPORT LTD,Fleet,1005/5110316491,17 November 2023,"5,004.80",,,,
TRANSPORT TRADING LTD,ARIS TRADERS LTD,Transys Control - TTL,1004/1901699128,22 November 2023,"5,000.00",,,,
TRANSPORT TRADING LTD,CITY OF WESTMINSTER,Rates,1004/1901699388,29 November 2023,"5,000.00",,,,
TFL CORPORATE,Currie & Brown UK Limited,Management & Support Consultancy,1001/5110347177,14 November 2023,"5,000.00",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110370394,01 December 2023,"5,000.00",,,,
TTL PROPERTIES LTD,EVERSHEDS,Legal Fees,1040/5110370402,01 December 2023,"5,000.00",,,,
LUL NOMINEE SSL LIMITED,Holbro Engineering Ltd,Stock of Fleet,1031/5110372001,06 December 2023,"5,000.00",,,,
