Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,27/11/2023,08/11/2023,Purchase,100,Voucher Express
JR,27/11/2023,03/11/2023,Purchase,100,Asda Stores Ltd
JR,27/11/2023,03/11/2023,Purchase,100,Asda Stores Ltd
AA,27/11/2023,09/11/2023,Purchase,100.79,Amznmktplace
DS,27/11/2023,24/11/2023,Purchase,101.49,Trainline
AA,27/11/2023,06/11/2023,Purchase,102.99,Travelodge Gb0000
DS,27/11/2023,02/11/2023,Purchase,103.21,Www.Screwfix.Com
AA,27/11/2023,06/11/2023,Purchase,104.49,Travelodge Gb0000
JR,27/11/2023,23/11/2023,Purchase,105.5,Dunelm Softfurnishings
DS,27/11/2023,21/11/2023,Purchase,105.59,I4l*independent4life
JB,27/11/2023,08/11/2023,Purchase,107,Sq *ann Arbor Publishers
DS,27/11/2023,16/11/2023,Purchase,108.54,Digital Id
JB,27/11/2023,22/11/2023,Purchase,108.98,Brumacc
JB,27/11/2023,22/11/2023,Purchase,109,Amznmktplace
JR,27/11/2023,02/11/2023,Purchase,109.2,Boxreuse
JR,27/11/2023,13/11/2023,Purchase,110,Bkg*hotel At Booking.C
AA,27/11/2023,11/11/2023,Purchase,110.69,Amznmktplace
AA,27/11/2023,11/11/2023,Purchase,110.69,Amznmktplace
DS,27/11/2023,17/11/2023,Purchase,110.69,Trainline
AA,27/11/2023,29/10/2023,Purchase,112.13,Shop.Swimming.Org
AA,27/11/2023,21/11/2023,Purchase,112.17,Travelodge Gb0000
JB,27/11/2023,31/10/2023,Purchase,112.5,Amznmktplace
AA,27/11/2023,27/10/2023,Purchase,114.8,The Coal Authority
DS,27/11/2023,15/11/2023,Purchase,115.29,Trainline
JB,27/11/2023,20/11/2023,Purchase,117,Aston Villa Football Club
JB,27/11/2023,16/11/2023,Purchase,118.8,Travelodge Gb0000
DS,27/11/2023,08/11/2023,Purchase,118.89,Trainline
JB,27/11/2023,09/11/2023,Purchase,119,Currys Online
AA,27/11/2023,07/11/2023,Purchase,119.9,Zoom.Us 888-799-9666
JB,27/11/2023,31/10/2023,Purchase,120,Green Skip Hire
AA,27/11/2023,05/11/2023,Purchase,120,Loqate
JR,27/11/2023,16/11/2023,Purchase,120,Licensing Savi
JR,27/11/2023,17/11/2023,Purchase,120,Licensing Savi
AA,27/11/2023,08/11/2023,Purchase,120.49,Travelodge Gb0000
AA,27/11/2023,22/11/2023,Purchase,120.53,Booker Limited Ecom
DS,27/11/2023,16/11/2023,Credit Voucher,122.9,Trainline
JB,27/11/2023,17/11/2023,Purchase,123.52,Total Drive
JR,27/11/2023,05/11/2023,Purchase,123.89,Booker Ltd - 38598984
JR,27/11/2023,03/11/2023,Credit Voucher,129,Amazon* 204-9107984-06
AA,27/11/2023,22/11/2023,Purchase,129.24,Facebk 8zzmkwkgx2
JR,27/11/2023,07/11/2023,Purchase,129.5,Booker Limited Ecom
JB,27/11/2023,01/11/2023,Purchase,129.99,Amznmktplace
DS,27/11/2023,02/11/2023,Purchase,130,Www2.@warwick.Ac.Uk
AA,27/11/2023,02/11/2023,Purchase,130.5,Asda Superstore 04236
JB,27/11/2023,01/11/2023,Purchase,132.43,Amazon.Co.Uk*h25eu2e34
JR,27/11/2023,20/11/2023,Purchase,132.88,Lavazza Pro
AA,27/11/2023,08/11/2023,Purchase,135,Telford & Wrekin Counc
AA,27/11/2023,08/11/2023,Credit Voucher,135,Telford & Wrekin Counc
DS,27/11/2023,08/11/2023,Purchase,135.39,Trainline
