Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/01/2024,17/01/2024,Purchase,100,Tenpin Ltd - 186
JB,26/01/2024,18/01/2024,Purchase,100,Voucher Express
JB,26/01/2024,04/01/2024,Purchase,100,Voucher Express
JB,26/01/2024,11/01/2024,Purchase,100,Tesco Gift Card
JB,26/01/2024,11/01/2024,Purchase,100,Www.Theworks.Co.Uk
AA,26/01/2024,17/01/2024,Purchase,100.95,Travelodge Gb0000
DS,26/01/2024,19/01/2024,Purchase,101.35,Ast Floorcoverings Limit
DS,26/01/2024,23/01/2024,Purchase,101.66,Gct Ltd T/A Gtse
DS,26/01/2024,11/01/2024,Purchase,104.11,Howdens - Telford Da64
AA,26/01/2024,18/01/2024,Purchase,104.58,Amznmktplace
JB,26/01/2024,09/01/2024,Purchase,105,Amazon.Co.Uk*z48cq7665
AA,26/01/2024,09/01/2024,Purchase,107.08,Travelodge Gb0000
AA,26/01/2024,09/01/2024,Purchase,107.08,Travelodge Gb0000
JR,26/01/2024,22/01/2024,Purchase,107.52,Booker Ltd - 38598984
JB,26/01/2024,15/01/2024,Purchase,107.8,Www.Argos.Co.Uk
JB,26/01/2024,19/01/2024,Purchase,110.69,Trainline
JR,26/01/2024,09/01/2024,Purchase,111.6,Shop.Remtek Online.Co.Uk
JB,26/01/2024,23/01/2024,Purchase,111.79,Trainline
JB,26/01/2024,23/01/2024,Credit Voucher,111.79,Trainline
AA,26/01/2024,25/01/2024,Purchase,112,Asda Store 4351
DS,26/01/2024,23/01/2024,Purchase,112,Http://Pmse.Ofcom.Org.
JB,26/01/2024,19/01/2024,Purchase,112.09,Trainline
JB,26/01/2024,18/01/2024,Credit Voucher,113.2,Trainline
AA,26/01/2024,16/01/2024,Purchase,113.97,Www.Screwfix.Com
DS,26/01/2024,17/01/2024,Purchase,115,Dvsa
JB,26/01/2024,02/01/2024,Purchase,115.69,Trainline
JR,26/01/2024,24/01/2024,Purchase,116,Farmfoods 604
JR,26/01/2024,17/01/2024,Purchase,116.42,Asda Groceries Online
JR,26/01/2024,02/01/2024,Purchase,116.99,Amznmktplace
DS,26/01/2024,11/01/2024,Credit Voucher,117.5,Premier Inn
DS,26/01/2024,11/01/2024,Purchase,117.5,Premier Inn
AA,26/01/2024,02/01/2024,Purchase,118.28,Travelodge Gb0000
JB,26/01/2024,09/01/2024,Purchase,118.3,Travelodge Gb0000
JB,26/01/2024,23/01/2024,Purchase,120,Ncctc Ltd
AA,26/01/2024,03/01/2024,Purchase,121,The Institution Of Fire E
JR,26/01/2024,27/12/2023,Purchase,122.3,Booker Ltd - 38598984
JR,26/01/2024,29/12/2023,Purchase,123.06,Booker Ltd - 38598984
AA,26/01/2024,22/01/2024,Purchase,123.25,Premier Inn
AA,26/01/2024,19/01/2024,Purchase,123.99,Sp Heppo (Footway)
AA,26/01/2024,18/01/2024,Purchase,125.41,Travelodge Gb0000
JB,26/01/2024,09/01/2024,Purchase,126.99,Amznmktplace
JR,26/01/2024,12/01/2024,Purchase,128.83,Booker Ltd - 38598984
JB,26/01/2024,18/01/2024,Purchase,129.5,Www.Theworks.Co.Uk
AA,26/01/2024,22/01/2024,Purchase,129.51,Travelodge Gb0000
DS,26/01/2024,25/01/2024,Purchase,130,Www2.@warwick.Ac.Uk
AA,26/01/2024,17/01/2024,Purchase,130.07,Hampshirefl
JR,26/01/2024,08/01/2024,Purchase,132.49,Trainline
DS,26/01/2024,11/01/2024,Purchase,133,Premier Inn
AA,26/01/2024,19/01/2024,Purchase,133.58,Travelodge Gb0000
JR,26/01/2024,23/01/2024,Purchase,133.81,Booker Limited Ecom
JB,26/01/2024,22/01/2024,Purchase,134.61,Travelodge Gb0000
AA,26/01/2024,22/01/2024,Purchase,135,Chartered Trading Stan
AA,26/01/2024,09/01/2024,Purchase,135.64,Travelodge Gb0000
DS,26/01/2024,05/01/2024,Purchase,136.99,Trainline
JR,26/01/2024,11/01/2024,Purchase,137,Amznmktplace
JR,26/01/2024,31/12/2023,Purchase,137.54,Booker Ltd - 38529434
AA,26/01/2024,23/01/2024,Purchase,139.48,Amznmktplace
JR,26/01/2024,05/01/2024,Purchase,139.97,Amznmktplace
JB,26/01/2024,10/01/2024,Purchase,140.88,Trainsplit
AA,26/01/2024,29/12/2023,Purchase,142.45,Facebk *ldtb7ybrl2
DS,26/01/2024,11/01/2024,Purchase,143.5,Premier Inn
JB,26/01/2024,07/01/2024,Purchase,145.99,Amznmktplace
JB,26/01/2024,12/01/2024,Purchase,147.94,Trainline
JB,26/01/2024,18/01/2024,Purchase,148,Ecomerzprowarmool
AA,26/01/2024,08/01/2024,Purchase,148.89,Travelodge Gb0000
AA,26/01/2024,11/01/2024,Purchase,150.9,Tesco Stores 3290
JR,26/01/2024,08/01/2024,Purchase,151.98,Premier Inn
AA,26/01/2024,19/01/2024,Purchase,153,Premier Inn
JR,26/01/2024,02/01/2024,Purchase,153.1,Booker Limited Ecom
DS,26/01/2024,15/01/2024,Purchase,155,Premier Inn
AA,26/01/2024,19/01/2024,Purchase,159,Tvlicensing.Co.Uk
AA,26/01/2024,10/01/2024,Purchase,159,Tvlicensing.Co.Uk
JB,26/01/2024,23/01/2024,Purchase,159.09,Travelodge Gb0000
AA,26/01/2024,19/01/2024,Purchase,160.1,Travelodge Gb0000
AA,26/01/2024,19/01/2024,Purchase,160.1,Travelodge Gb0000
DS,26/01/2024,08/01/2024,Purchase,163,Www.Iosh.Co.Uk
JB,26/01/2024,16/01/2024,Purchase,163.17,Travelodge Gb0000
AA,26/01/2024,24/01/2024,Purchase,163.17,Travelodge Gb0000
JR,26/01/2024,23/01/2024,Purchase,167.91,Booker Limited Ecom
AA,26/01/2024,08/01/2024,Purchase,168,Premier Farnell
JR,26/01/2024,25/01/2024,Purchase,168.17,Amznmktplace
JR,26/01/2024,08/01/2024,Purchase,168.19,Trainline
AA,26/01/2024,03/01/2024,Purchase,169.4,Nbxwwwtheiheorg
AA,26/01/2024,15/01/2024,Purchase,169.4,Nbxwwwtheiheorg
AA,26/01/2024,05/01/2024,Purchase,169.4,Nbxwwwtheiheorg
JR,26/01/2024,16/01/2024,Purchase,170,Www.Argos.Co.Uk
JB,26/01/2024,24/01/2024,Purchase,170.66,Mentimeter
JR,26/01/2024,09/01/2024,Purchase,170.76,Booker Ltd - 38598984
JB,26/01/2024,04/01/2024,Purchase,172.59,Trainline
JR,26/01/2024,22/01/2024,Purchase,172.78,Booker Ltd - 38598984
AA,26/01/2024,23/01/2024,Purchase,173,Premier Inn
AA,26/01/2024,16/01/2024,Purchase,175.4,Travelodge Gb0000
JB,26/01/2024,24/01/2024,Purchase,176.2,Baker And Son
JB,26/01/2024,15/01/2024,Purchase,178.68,Asda Groceries Online
JR,26/01/2024,15/01/2024,Purchase,181.16,Booker Limited Ecom
JB,26/01/2024,02/01/2024,Purchase,181.19,Trainline
JB,26/01/2024,10/01/2024,Purchase,181.95,Www.Argos.Co.Uk
JR,26/01/2024,18/01/2024,Purchase,189,Shropshire Council
DS,26/01/2024,10/01/2024,Purchase,189,Hilton Hotels
JB,26/01/2024,09/01/2024,Purchase,189.4,Trainline
AA,26/01/2024,16/01/2024,Purchase,190.4,Hotelscom7273800160680
AA,26/01/2024,23/01/2024,Purchase,194.65,Premier Inn
AA,26/01/2024,08/01/2024,Purchase,199,Architects Registn Boa
JB,26/01/2024,18/01/2024,Purchase,199.08,Cartwrights Waste Disposa
JB,26/01/2024,24/01/2024,Purchase,199.82,B&m 210 - Northern Quarte
JB,26/01/2024,10/01/2024,Purchase,200,The Tumbling Weir
AA,26/01/2024,31/12/2023,Purchase,200,Facebk *t5ca6xk4w2
AA,26/01/2024,02/01/2024,Purchase,200,Facebk *ypbm5xt3w2
AA,26/01/2024,12/01/2024,Purchase,201.92,Travelodge Gb0000
AA,26/01/2024,19/01/2024,Purchase,202.94,Booker Ltd - 38598984
AA,26/01/2024,16/01/2024,Purchase,203.95,Travelodge Gb0000
DS,26/01/2024,25/01/2024,Purchase,210,Www2.@warwick.Ac.Uk
AA,26/01/2024,17/01/2024,Purchase,212.4,Paypal *online
JB,26/01/2024,19/01/2024,Purchase,213.13,Travelodge Gb0000
AA,26/01/2024,16/01/2024,Purchase,213.13,Travelodge Gb0000
DS,26/01/2024,08/01/2024,Purchase,213.68,Plastic Centre Telford
JB,26/01/2024,14/01/2024,Purchase,215.1,Amznmktplace
AA,26/01/2024,09/01/2024,Purchase,216,The Arboricultural Associ
AA,26/01/2024,11/01/2024,Purchase,216,The Arboricultural Associ
JB,26/01/2024,29/12/2023,Purchase,216.94,Www.Argos.Co.Uk
DS,26/01/2024,17/01/2024,Purchase,219.6,Cannock Gates Ltd
AA,26/01/2024,17/01/2024,Purchase,220,Paypal *waterfitnes
DS,26/01/2024,12/01/2024,Purchase,221.09,Trainline
AA,26/01/2024,28/12/2023,Purchase,221.28,Travelodge Gb0000
AA,26/01/2024,10/01/2024,Purchase,223.16,Adobe Creative Cloud
AA,26/01/2024,24/01/2024,Purchase,223.16,Adobe Systems Software
DS,26/01/2024,12/01/2024,Purchase,228,Www.Aat-Org.Uk
JB,26/01/2024,25/01/2024,Purchase,229,Currys Online
AA,26/01/2024,15/01/2024,Purchase,232.5,Travelodge Gb0000
AA,26/01/2024,15/01/2024,Purchase,232.5,Travelodge Gb0000
AA,26/01/2024,15/01/2024,Purchase,232.5,Travelodge Gb0000
JB,26/01/2024,17/01/2024,Purchase,235.24,Www.Argos.Co.Uk
AA,26/01/2024,24/01/2024,Purchase,240,Sq *grants Online
JB,26/01/2024,09/01/2024,Purchase,243,Redactive Events Ltd
AA,26/01/2024,29/12/2023,Purchase,243.69,Facebk *ldtb7ybrl2
JB,26/01/2024,21/01/2024,Purchase,244.13,Facebk Qx4tsyx3q2
AA,26/01/2024,25/01/2024,Purchase,245.96,Travelodge Gb0000
JR,26/01/2024,24/01/2024,Purchase,246,Homebase.Co.Uk
AA,26/01/2024,15/01/2024,Purchase,246.78,Travelodge Gb0000
AA,26/01/2024,15/01/2024,Purchase,246.78,Travelodge Gb0000
