Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/04/2023,18/04/2023,Purchase,178.95,Dunelm Softfurnishings
JR,26/04/2023,30/03/2023,Purchase,180,Green Skip Hire
JR,26/04/2023,19/04/2023,Purchase,183.74,Cps
AA,26/04/2023,25/04/2023,Purchase,184,Post Office Counter
JB,26/04/2023,06/04/2023,Purchase,184.24,Amznmktplace
AA,26/04/2023,03/04/2023,Purchase,185.22,Severn Trent Water
AA,26/04/2023,25/04/2023,Purchase,187.65,Travelodge Gb0000
JB,26/04/2023,28/03/2023,Purchase,188.95,Www.Argos.Co.Uk
JB,26/04/2023,30/03/2023,Purchase,189.6,Cartwright Waste Dispo
JB,26/04/2023,14/04/2023,Purchase,191,Buckatree Hall Hotel
AA,26/04/2023,17/04/2023,Purchase,191.74,The Coal Authority
AA,26/04/2023,06/04/2023,Purchase,193.75,Travelodge Gb0000
JR,26/04/2023,20/04/2023,Purchase,195.9,Www.Avantiwestcoast.Co
DS,26/04/2023,28/03/2023,Purchase,196.46,Planoly
JB,26/04/2023,30/03/2023,Purchase,198.96,Easyjet K55s2x6
JB,26/04/2023,30/03/2023,Purchase,199,Currys Online
AA,26/04/2023,14/04/2023,Purchase,199.75,Premier Inn
AA,26/04/2023,14/04/2023,Purchase,199.75,Premier Inn
JB,26/04/2023,09/04/2023,Purchase,200,Eden Gardens
AA,26/04/2023,30/03/2023,Purchase,200,Ebay O*10-09883-97533
AA,26/04/2023,28/03/2023,Purchase,200.6,Premier Inn
AA,26/04/2023,14/04/2023,Purchase,201.6,Amznmktplace
AA,26/04/2023,17/04/2023,Purchase,202.94,Travelodge Gb0000
AA,26/04/2023,03/04/2023,Purchase,203.15,Premier Inn
AA,26/04/2023,04/04/2023,Purchase,204,Premier Inn
DS,26/04/2023,25/04/2023,Purchase,209.26,Brewers Telford
JB,26/04/2023,06/04/2023,Purchase,209.99,Www.Argos.Co.Uk
AA,26/04/2023,27/03/2023,Purchase,213.13,Travelodge Gb0000
AA,26/04/2023,04/04/2023,Purchase,214.2,Premier Inn
AA,26/04/2023,04/04/2023,Purchase,214.2,Premier Inn
AA,26/04/2023,12/04/2023,Purchase,214.89,Trainline
JB,26/04/2023,31/03/2023,Purchase,215,Argos Ltd
DS,26/04/2023,18/04/2023,Purchase,215.51,Brewers Telford
JB,26/04/2023,18/04/2023,Purchase,216,Green Skip Hire
JB,26/04/2023,30/03/2023,Purchase,216.48,Amznmktplace
DS,26/04/2023,29/03/2023,Purchase,217.57,Mower Mec
AA,26/04/2023,10/04/2023,Purchase,223.16,Adobe Creative Cloud
AA,26/04/2023,24/04/2023,Purchase,223.17,Adobe *adobe
AA,26/04/2023,30/03/2023,Purchase,223.33,Travelodge Gb0000
AA,26/04/2023,18/04/2023,Purchase,225,Jacqs Deli
AA,26/04/2023,18/04/2023,Purchase,225,Hardys Recovery
JR,26/04/2023,25/04/2023,Purchase,226.8,Vmo*vimeo Pro
AA,26/04/2023,11/04/2023,Purchase,226.95,Premier Inn
AA,26/04/2023,14/04/2023,Purchase,227,The White House Hotel
AA,26/04/2023,06/04/2023,Purchase,228.43,Travelodge Gb0000
AA,26/04/2023,17/04/2023,Purchase,232.38,Rawpac
AA,26/04/2023,17/04/2023,Purchase,232.38,Rawpac
AA,26/04/2023,03/04/2023,Purchase,232.52,Travelodge Gb0000
AA,26/04/2023,04/04/2023,Purchase,232.52,Travelodge Gb0000
AA,26/04/2023,29/03/2023,Purchase,232.8,Www.Totalaccess.Co.Uk
DS,26/04/2023,24/04/2023,Purchase,235,Londonnwcom
AA,26/04/2023,06/04/2023,Purchase,235.57,Travelodge Gb0000
AA,26/04/2023,17/04/2023,Purchase,237,The White House Hotel
AA,26/04/2023,25/04/2023,Purchase,237.62,Travelodge Gb0000
JB,26/04/2023,03/04/2023,Purchase,239.4,Cartwright Waste Dispo
AA,26/04/2023,30/03/2023,Purchase,245.77,Travelodge Gb0000
AA,26/04/2023,30/03/2023,Purchase,245.77,Travelodge Gb0000
JB,26/04/2023,30/03/2023,Purchase,246,Cartwright Waste Dispo
JB,26/04/2023,30/03/2023,Purchase,249.79,Amznmktplace
AA,26/04/2023,19/04/2023,Purchase,250,Bkg*booking.Com Hotel
AA,26/04/2023,30/03/2023,Purchase,250,Chaircover.Co.Uk
AA,26/04/2023,31/03/2023,Purchase,252,Cim
DS,26/04/2023,14/04/2023,Purchase,253.46,Signs Express Telford
AA,26/04/2023,30/03/2023,Purchase,255,Premier Inn
JB,26/04/2023,04/04/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/04/2023,05/04/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/04/2023,20/04/2023,Purchase,258.3,Cartwright Waste Dispo
JB,26/04/2023,24/04/2023,Purchase,258.3,Cartwright Waste Dispo
AA,26/04/2023,30/03/2023,Purchase,261.07,Travelodge Gb0000
AA,26/04/2023,31/03/2023,Purchase,262.65,Premier Inn
JB,26/04/2023,21/04/2023,Purchase,262.94,Www.Argos.Co.Uk
AA,26/04/2023,24/04/2023,Purchase,263.12,Travelodge Gb0000
AA,26/04/2023,06/04/2023,Purchase,264.35,Premier Inn
AA,26/04/2023,06/04/2023,Purchase,265.2,Premier Inn
AA,26/04/2023,06/04/2023,Purchase,266.9,Premier Inn
AA,26/04/2023,04/04/2023,Purchase,267,The White House Hotel
AA,26/04/2023,11/04/2023,Purchase,267,Premier Inn
JR,26/04/2023,21/04/2023,Purchase,270,Paypal *abc Foodlaw
AA,26/04/2023,27/03/2023,Purchase,270.25,Travelodge Gb0000
JB,26/04/2023,31/03/2023,Purchase,271.27,Travelodge Gb0000
AA,26/04/2023,31/03/2023,Purchase,272.85,Premier Inn
AA,26/04/2023,31/03/2023,Purchase,272.85,Premier Inn
AA,26/04/2023,13/04/2023,Purchase,273.31,Travelodge Gb0000
AA,26/04/2023,13/04/2023,Purchase,273.31,Travelodge Gb0000
JR,26/04/2023,13/04/2023,Purchase,278,Amznmktplace
JB,26/04/2023,27/03/2023,Purchase,279,Amznbusiness*4f57o3k25
AA,26/04/2023,27/03/2023,Purchase,284.53,Travelodge Gb0000
AA,26/04/2023,27/03/2023,Purchase,284.53,Travelodge Gb0000
AA,26/04/2023,03/04/2023,Purchase,284.53,Travelodge Gb0000
AA,26/04/2023,17/04/2023,Purchase,284.53,Travelodge Gb0000
AA,26/04/2023,05/04/2023,Purchase,285,Amznmktplace
DS,26/04/2023,11/04/2023,Purchase,286,Www.Accounts@iia.Org.U
DS,26/04/2023,11/04/2023,Purchase,286,Www.Accounts@iia.Org.U
DS,26/04/2023,24/04/2023,Purchase,286.8,Inprint Litho Limited
AA,26/04/2023,29/03/2023,Purchase,287.94,Www.Officeboffins.Co.U
AA,26/04/2023,27/03/2023,Purchase,290.7,Premier Inn
AA,26/04/2023,15/04/2023,Purchase,290.88,Msft * E0100mxhl1
AA,26/04/2023,27/03/2023,Purchase,295.8,Premier Inn
AA,26/04/2023,30/03/2023,Purchase,297.76,Www.Trimmingshop.Co.Uk
AA,26/04/2023,02/04/2023,Purchase,299,Amznbusiness*s21s48rg5
JR,26/04/2023,19/04/2023,Purchase,300,Budget 5kips Ltd
JR,26/04/2023,06/04/2023,Purchase,302.64,Bkg*booking.Com Hotel
AA,26/04/2023,17/04/2023,Purchase,303.45,Premier Inn
AA,26/04/2023,30/03/2023,Purchase,303.99,Amznmktplace
AA,26/04/2023,31/03/2023,Purchase,306,The White House Hotel
JR,26/04/2023,27/03/2023,Purchase,308,Budget 5kips Ltd
AA,26/04/2023,06/04/2023,Purchase,314.5,Premier Inn
JR,26/04/2023,17/04/2023,Purchase,321.06,Facebk Qzgq7qbxp2
AA,26/04/2023,25/04/2023,Purchase,322.5,Trophies Plus Medals
DS,26/04/2023,21/04/2023,Purchase,322.5,Dvla Vehicle Tax
DS,26/04/2023,21/04/2023,Purchase,322.5,Dvla Vehicle Tax
JR,26/04/2023,29/03/2023,Purchase,322.79,Travelodge Gb0000
JB,26/04/2023,12/04/2023,Purchase,324.28,Trainline.Com
AA,26/04/2023,07/04/2023,Purchase,326.5,The White House Hotel
JR,26/04/2023,18/04/2023,Purchase,330,Bkg*booking.Com Hotel
JR,26/04/2023,12/04/2023,Purchase,332.9,Trainline
JB,26/04/2023,27/03/2023,Purchase,344.26,Premier Inn
JR,26/04/2023,24/04/2023,Purchase,354,Www.Widgit.Com
AA,26/04/2023,18/04/2023,Purchase,359.4,Www.Screwfix.Com
JB,26/04/2023,28/03/2023,Purchase,360,Paypal *celestemech
AA,26/04/2023,27/03/2023,Purchase,365,Premier Inn
JB,26/04/2023,21/04/2023,Purchase,372.26,Travelodge Gb0000
DS,26/04/2023,18/04/2023,Purchase,384,Paper House Plus Ltd
AA,26/04/2023,20/04/2023,Purchase,387.54,Travelodge Gb0000
JR,26/04/2023,05/04/2023,Purchase,390,Paypal *midlandspar
JB,26/04/2023,31/03/2023,Purchase,399,Sp Sofapoinukltd
AA,26/04/2023,19/04/2023,Purchase,400,Gambling Commission
JR,26/04/2023,13/04/2023,Purchase,404.09,Booker Ltd - 38598984
JB,26/04/2023,21/04/2023,Purchase,428.95,Www.Argos.Co.Uk
JB,26/04/2023,04/04/2023,Purchase,440.56,Travelodge Gb0000
JR,26/04/2023,17/04/2023,Purchase,449.7,Striking Displays
JR,26/04/2023,21/04/2023,Purchase,471,Nationalbac
JB,26/04/2023,20/04/2023,Purchase,487.05,Premier Inn
JB,26/04/2023,12/04/2023,Purchase,489.43,Travelodge Telford Cen
JB,26/04/2023,06/04/2023,Purchase,491.95,Www.Argos.Co.Uk
JB,26/04/2023,21/04/2023,Purchase,508,Hotel At Booking.Com
JB,26/04/2023,03/04/2023,Purchase,552,Corambaaf
JB,26/04/2023,04/04/2023,Credit Voucher,552,Corambaaf
DS,26/04/2023,20/04/2023,Purchase,629.72,Aghoco 1607 Ltd
DS,26/04/2023,25/04/2023,Purchase,667.08,Www.Local.Gov.Uk
DS,26/04/2023,25/04/2023,Purchase,667.08,Www.Local.Gov.Uk
JR,26/04/2023,29/03/2023,Purchase,720,Williams Funerals (Telfor
JR,26/04/2023,29/03/2023,Purchase,720,Williams Funerals (Telfor
JB,26/04/2023,30/03/2023,Purchase,721.65,Lyons Holiday Park Por
DS,26/04/2023,20/04/2023,Purchase,740.57,Colop UK Ltd
JB,26/04/2023,31/03/2023,Purchase,906,Ao Retail Limited
JB,26/04/2023,04/04/2023,Purchase,919,Holiday Payment Avr
JB,26/04/2023,03/04/2023,Purchase,1104,Corambaaf
JR,26/04/2023,31/03/2023,Purchase,1390,Bkg*booking.Com Hotel
JB,26/04/2023,31/03/2023,Purchase,1400,Planet Doors
JB,26/04/2023,17/04/2023,Purchase,1400,Planet Doors
DS,26/04/2023,24/04/2023,Purchase,1410.51,Amznmktplace
JB,26/04/2023,21/04/2023,Purchase,1418.28,Bkg*booking.Com Hotel
DS,26/04/2023,18/04/2023,Purchase,1468.8,Built Environment Netw
AA,26/04/2023,28/03/2023,Purchase,1515.49,Amazon.Co.Uk*8x8f97785
JR,26/04/2023,25/04/2023,Purchase,1926.58,Complete Care Shop
JB,26/04/2023,20/04/2023,Purchase,2989.65,Virgin Hickman
JR,26/04/2023,13/04/2023,Purchase,5224.96,Trade Uk
