Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,26/02/2024,23/02/2024,Purchase,100,Voucher Express
JB,26/02/2024,23/02/2024,Purchase,100,Www.Argos.Co.Uk
DS,26/02/2024,30/01/2024,Purchase,101.35,Ast Floorcoverings Limit
DS,26/02/2024,22/02/2024,Purchase,101.49,Trainline
DS,26/02/2024,22/02/2024,Purchase,101.49,Trainline
JR,26/02/2024,26/01/2024,Purchase,102.22,Booker Ltd - 38598984
DS,26/02/2024,08/02/2024,Purchase,102.47,Amazon.Co.Uk*1u43u7b95
AA,26/02/2024,13/02/2024,Purchase,104.46,Www.Screwfix.Com
DS,26/02/2024,07/02/2024,Credit Voucher,105,Www2.@warwick.Ac.Uk
DS,26/02/2024,15/02/2024,Purchase,105.85,Amazon* 205-0595089-91
JR,26/02/2024,21/02/2024,Purchase,105.94,Www.Argos.Co.Uk
JB,26/02/2024,09/02/2024,Other Credits,107.88,
JB,26/02/2024,09/02/2024,Purchase,107.88,Twinkl
AA,26/02/2024,21/02/2024,Purchase,108,Institute Of Swimming
JR,26/02/2024,21/02/2024,Purchase,108.85,Trainline
AA,26/02/2024,14/02/2024,Purchase,109,Travelodge Gb0000
JB,26/02/2024,07/02/2024,Purchase,109.95,Amznmktplace
JB,26/02/2024,21/02/2024,Purchase,110,Cds T/A Wilko.Com
JB,26/02/2024,14/02/2024,Purchase,113.2,Hoo Farm Animal Kingdom
JB,26/02/2024,20/02/2024,Purchase,114.73,Amznmktplace
DS,26/02/2024,21/02/2024,Purchase,115,Dvsa
JB,26/02/2024,06/02/2024,Purchase,115.64,Amznmktplace
DS,26/02/2024,08/02/2024,Purchase,115.75,Wickes Telford
AA,26/02/2024,05/02/2024,Purchase,116.3,Microsoft G037772566
AA,26/02/2024,10/02/2024,Purchase,116.88,Fasthosts
JB,26/02/2024,09/02/2024,Purchase,117,Alton Towers
AA,26/02/2024,14/02/2024,Purchase,117,Travelodge Gb0000
JB,26/02/2024,29/01/2024,Purchase,118,Travelodge Gb0000
JR,26/02/2024,13/02/2024,Purchase,118.5,Farmfoods 604
AA,26/02/2024,01/02/2024,Purchase,118.57,Amazon* 203-7474110-21
DS,26/02/2024,15/02/2024,Purchase,118.8,Iqpc Limited
AA,26/02/2024,22/02/2024,Purchase,118.96,The Bikeability Trust
JB,26/02/2024,30/01/2024,Purchase,120,Green Skip Hire
