Payment Date,Transaction Number,Amount Excluding VAT,Vendor Number,Vendor Name,Company Number,Debit/Credit Indicator,PO Number,Document Type,Cost Centre,Cost Centre Description,Proclass Code,Proclass Description,Purpose of Spend
45019,1700022255,-950,340298,Simon Calvert Contractors,03741164,S,,KG,104778,ZZ Balance Sheet,,,
45019,1900198474,4575,103471,TK Access Solutions Ltd,1166449,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198475,11948,100253,Astor-Bannerman (Medical) Ltd,02849299,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198476,6000,113945,Dearnley Properties,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198477,7195.18,100918,D. Croft & Son Ltd,04662342,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198478,5000,117700,Solid Construction kk Ltd,14565494,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198480,7419.54,100918,D. Croft & Son Ltd,04662342,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198481,3285,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198482,8495,204505,REDACTED DATA,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198483,2276.5,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198484,2276.5,103934,Handicare Accessibility Ltd,,H,,KR,660789,Disabled Facilities,,,REDACTED DATA
45019,1900198488,226878,320006,REDACTED DATA,,H,,KR,100851,4613 All Saints Cath,201700,Grants,REDACTED DATA
45019,1900198489,321339,320178,REDACTED DATA,,H,,KR,100845,4046 Holmfirth High,,,REDACTED DATA
45019,1900198490,293879,320236,REDACTED DATA,,H,,KR,100838,4009 Netherhall High,,,REDACTED DATA
45019,1900198491,321461,320256,REDACTED DATA,,H,,KR,100853,4801 North Huddersfi,,,REDACTED DATA
45019,1900198492,250000,320341,REDACTED DATA,,H,,KR,100849,4061 Spen Valley Hig,201700,Grants,REDACTED DATA
45019,1900198493,300000,320410,REDACTED DATA,,H,,KR,100847,4057 Westborough Hig,,,REDACTED DATA
