Payment Date,Transaction Number,Amount Excluding VAT,Vendor Number,Vendor Name,Company Number,Debit/Credit Indicator,PO Number,Document Type,Cost Centre,Cost Centre Description,Proclass Code,Proclass Description,Purpose of Spend
45293,1900206927,10885.34,103441,Telent Technology Services Ltd,,H,,KR,666176,Timing Review,,,Telent Technology Services Ltd VAL 100
45293,1900206928,500,207438,REDACTED DATA,,H,,KR,100050,Persons Abroad,,,REDACTED DATA
45293,1900206929,1142.63,103441,Telent Technology Services Ltd,,H,,KR,666718,"A62 Leeds Rd, Deight",,,Telent Technology Services Ltd VAL 109
45293,1900206930,2178.61,103441,Telent Technology Services Ltd,,H,,KR,103384,MAINT EXTR WKS(59AC),,,Telent Technology Services Ltd VAL 109
45293,1900206932,7571.63,103441,Telent Technology Services Ltd,,H,,KR,102189,Signals Maintenance,,,Telent Technology Services Ltd VAL 109
45293,1900206933,1990.17,410078,REDACTED DATA,,H,,KR,100278,2 Year Old Funding,,,REDACTED DATA
45293,1900206934,858.17,410078,REDACTED DATA,,H,,KR,100299,Free ErlyYrsEdu(PVI),,,REDACTED DATA
45293,1900206935,22237,320772,REDACTED DATA,,H,,KR,106678,ATU ETHOS MAT,,,REDACTED DATA
45293,1900206938,121776,578181,(SB) Thornhill Community Academy Tr,,H,,KR,106676,ATU Specialist Prov,201700,Grants,Payment of grant or refund
45293,1900206939,184957,320224,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,201700,Grants,REDACTED DATA
45293,1900206940,62828,320781,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,,,REDACTED DATA
45293,1900206941,97991,320825,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,,,REDACTED DATA
45293,1900206942,277805,320905,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,,,REDACTED DATA
45293,1900206943,58019,320862,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,,,REDACTED DATA
45293,1900206944,49561,330334,Beaumont Primary Academy,,H,,KR,106676,ATU Specialist Prov,,,Beaumont ARP funds Spring Term
45293,1900206945,61869,320860,REDACTED DATA,,H,,KR,106676,ATU Specialist Prov,,,REDACTED DATA
45293,1900206946,138279,330606,Learning Accord MAT T/a Lowerhouses,,H,,KR,106676,ATU Specialist Prov,,,LowerH ARP funds Spring Term
45293,5106351983,1700.4,340346,REDACTED DATA,01332249,H,3300331624,RE,,,321060,REDACTED DATA,REDACTED DATA
45293,5106373467,758.97,390006,REDACTED DATA,,H,3300351099,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373469,590,390006,REDACTED DATA,,H,3300335594,RE,,,321013,REDACTED DATA,REDACTED DATA
45293,5106373508,600,100074,Admiral Security Services,,H,3300355493,RE,,,192200,Security,01-30 Nov 2023 Lock Up Service RSEC
45293,5106373509,2557.5,112675,Moroak T/A Blake Envelopes,3734189,H,3300345522,RE,,,341000,Paper,SO00701657 FX-REVS & BENS
45293,5106373512,686,390006,REDACTED DATA,,H,3300335571,RE,,,321013,REDACTED DATA,REDACTED DATA
45293,5106373515,828.4,390006,REDACTED DATA,,H,3300335600,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373518,547.74,390006,REDACTED DATA,,H,3300351100,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373519,547.74,390006,REDACTED DATA,,H,3300351101,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373520,972.82,390006,REDACTED DATA,,H,3300335572,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373525,900,111070,REDACTED DATA,,H,3300356022,RE,,,321100,REDACTED DATA,REDACTED DATA
45293,5106373527,7201,330386,City of Bradford Metropolitan Counc,,H,3300356316,RE,,,361600,Taxi Services Home to School,Bradford OOA - Transport for H. Harris
45293,5106373529,1399.5,420044,Metro Cars,,H,3300356011,RE,,,361600,Taxi Services Home to School,P663 Calderdale College and Extra Nov 23
45293,5106373531,10500,470676,The Peace Museum,,H,3300356751,RE,,,291200,Arts & Leisure Outsourced Service,Prevent Delivery 2023 - Quarter 3
45293,5106373532,3458.4,115632,REDACTED DATA,,H,3300353068,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373533,2620,115632,REDACTED DATA,,H,3300353069,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373534,3877.6,115632,REDACTED DATA,,H,3300353070,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373535,3877.6,115632,REDACTED DATA,,H,3300353071,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373536,3877.6,115632,REDACTED DATA,,H,3300353072,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373537,3877.6,115632,REDACTED DATA,,H,3300353073,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373538,4296,115632,REDACTED DATA,,H,3300353075,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373539,3877.6,115632,REDACTED DATA,,H,3300353074,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373540,3692.88,115632,REDACTED DATA,,H,3300353065,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373541,4222.72,115632,REDACTED DATA,,H,3300353067,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373543,2939.81,115137,P M Travel,,H,3300347994,RE,,,361600,Taxi Services Home to School,A346 Hollybank Trust Jul 24
45293,5106373544,3992.67,115632,REDACTED DATA,,H,3300356695,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373545,3692.88,115632,REDACTED DATA,,H,3300356857,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373546,4222.72,115632,REDACTED DATA,,H,3300356856,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373547,3692.88,115632,REDACTED DATA,,H,3300356703,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373548,4222.72,115632,REDACTED DATA,,H,3300356702,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373549,3458.4,115632,REDACTED DATA,,H,3300356696,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373550,2620,115632,REDACTED DATA,,H,3300356701,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373551,3877.6,115632,REDACTED DATA,,H,3300356700,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373552,3877.6,115632,REDACTED DATA,,H,3300356699,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373553,3877.6,115632,REDACTED DATA,,H,3300356698,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373554,3877.6,115632,REDACTED DATA,,H,3300356697,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373555,3458.4,115632,REDACTED DATA,,H,3300356854,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373556,3877.6,115632,REDACTED DATA,,H,3300356852,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373557,3877.6,115632,REDACTED DATA,,H,3300356851,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373558,3877.6,115632,REDACTED DATA,,H,3300356849,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373559,3877.6,115632,REDACTED DATA,,H,3300356848,RE,,,322001,REDACTED DATA,REDACTED DATA
45293,5106373561,758.97,390006,REDACTED DATA,,H,3300351099,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373563,590,390006,REDACTED DATA,,H,3300335594,RE,,,321013,REDACTED DATA,REDACTED DATA
45293,5106373574,842.36,115022,REDACTED DATA,11788717,H,3300356792,RE,,,321019,REDACTED DATA,REDACTED DATA
45293,5106373575,13193.9,100602,REDACTED DATA,05575454,H,3300335919,RE,,,321084,REDACTED DATA,REDACTED DATA
45293,5106373576,20546.7,320863,REDACTED DATA,,H,3300356733,RE,,,171040,Educational Placements,REDACTED DATA
45293,5106373578,2962.5,115651,Dar Travel,,H,3300356840,RE,,,361600,Taxi Services Home to School,P130 Kirklees Springfield Nov23
45293,5106373579,765,481227,Tonicha Allen,,H,3300356816,RE,,,281000,Advocacy,INV/TAA56 (529616) - 98858
45293,5106373580,1530,111228,Fenay Bridge Taxi,,H,3300290594,RE,,,361600,Taxi Services Home to School,S099 Thornhill Ac Jul 22
45293,5106373582,1537.09,100705,Chubb Fire & Security,00524469,H,3300356989,RE,,,192200,Security,Red House_18/10/23-17/10/24_10103867
45293,5106373583,1060,111615,REDACTED DATA,,H,3300356320,RE,,,321120,REDACTED DATA,REDACTED DATA
45293,5106373584,1060,111615,REDACTED DATA,,H,3300356321,RE,,,321120,REDACTED DATA,REDACTED DATA
45293,5106373585,1596.05,100705,Chubb Fire & Security,00524469,H,3300356990,RE,,,192200,Security,Bagshaw_23/24_10103865
45293,5106373586,5934,390371,REDACTED DATA,02992723,H,3300327708,RE,,,321019,REDACTED DATA,REDACTED DATA
